learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  -8.8891e-19  0.0356517  0.668267  0.0478663  0.564892  0.00168399  0.0606547  0.0126715  
CFR_EX+IN  0.0576457  2.53985e-17  0.668412  0.0448898  0.561999  -0.00475855  0.0595171  0.0115177  
A-CFR  0.0811828  0.0234184  2.52402e-18  0.0377418  0.488066  -0.0331674  0.0226429  0.0257441  
CFR_IN  0.0374101  0.0225664  0.660952  2.15537e-17  0.562019  -0.02058  0.0435063  0.00895563  
A-CFR_IN  0.0747217  0.0013689  0.584023  0.0130253  6.88091e-07  0.00708253  -0.0300443  0.0253542  
BPS-CFR  0.0666509  0.0313365  0.66763  0.0404673  0.564173  3.02114e-17  0.04672  0.0131979  
TIPS-CFR  0.0375094  0.0237073  0.655271  0.04797  0.55315  -0.0255475  -0.000236596  0.00302455  
IPS-CFR  0.0563885  0.0304855  0.667512  0.0414293  0.561987  -0.0114381  0.0522803  -0.000410066  
BR  0.914164  0.882343  0.972155  0.905157  0.954048  0.843916  0.812343  0.775631  
