learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  0.0102739  0.00789923  0.503646  0.0113851  0.713774  0.00447448  0.00367799  0.000139841  
CFR_EX+IN  0.0140962  0.00876586  0.503639  0.0111714  0.71387  0.00607316  0.00317188  -0.000531064  
A-CFR  0.0188834  0.00557154  0.502402  0.0164931  0.693119  0.00134987  0.000818578  -0.000278758  
CFR_IN  0.0157271  0.0079218  0.504814  0.0125249  0.715093  0.0122307  0.0024882  -0.00371558  
A-CFR_IN  0.0204679  0.00818805  0.503844  0.0107823  0.679945  0.00705322  0.00558521  0.00286966  
BPS-CFR  0.0123404  0.00929072  0.503359  0.0128838  0.714596  0.00988245  0.00421566  0.00530716  
TIPS-CFR  0.0130502  0.0116758  0.504155  0.0158019  0.715497  0.0143772  0.00777274  0.00155255  
IPS-CFR  0.0147998  0.0115889  0.503465  0.0135316  0.713938  0.0105562  0.00611011  0.00388908  
BR  0.644742  0.635608  0.707205  0.701852  0.810694  0.612348  0.607127  0.560176  
