learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  0.000219001  8.22983e-05  5.76625e-06  7.69018e-05  0.000341541  0.000189231  0.000397723  0.000386909  
CFR_EX+IN  0.000219001  8.22983e-05  5.76625e-06  7.69018e-05  0.000344345  0.00018829  0.00039642  0.000386915  
A-CFR  -0.000934876  3.30525e-05  2.86202e-06  7.73295e-05  0.000268319  0.000189442  0.000401627  0.000394431  
CFR_IN  0.000219001  8.22983e-05  5.76625e-06  7.69018e-05  0.000344345  0.00018829  0.00039642  0.000386915  
A-CFR_IN  0.000217472  3.30525e-05  6.55334e-06  7.73932e-05  0.00032684  0.0001885  0.000398012  0.000392765  
BPS-CFR  0.000219057  7.49198e-05  6.35301e-06  7.68718e-05  0.000343866  0.000189139  0.000398041  0.000391636  
TIPS-CFR  0.000219051  7.49173e-05  5.45106e-06  7.68718e-05  0.000344177  0.000189334  0.000399326  0.000391691  
IPS-CFR  0.000219051  7.49173e-05  5.45106e-06  7.68718e-05  0.000344177  0.000189334  0.000399326  0.000391691  
BR  0.117483  0.135999  0.118115  0.126599  0.15093  0.147746  0.152243  0.151754  
