CFRTest 222 0.0274489059 0.2753929129 0.0274591598 0.2754458442 0.572 0.424
CFRTest 223 0.0273263662 0.2786322303 0.0273365743 0.2786849252 0.574 0.422
CFRTest 224 0.0272049156 0.2818427537 0.0272150784 0.2818952145 0.576 0.420
CFRTest 225 0.0270845399 0.2850248654 0.0270946577 0.2850770940 0.577 0.418
CFRTest 226 0.0269652248 0.2881789409 0.0269752980 0.2882309394 0.579 0.416
CFRTest 227 0.0268469562 0.2913053491 0.0268569852 0.2913571195 0.581 0.415
CFRTest 228 0.0267297206 0.2944044523 0.0267397058 0.2944559967 0.583 0.413
CFRTest 229 0.0266135044 0.2974766069 0.0266234462 0.2975279272 0.585 0.411
CFRTest 230 0.0264982945 0.3005221627 0.0265081932 0.3005732608 0.587 0.409
CFRTest 231 0.0263840777 0.3035414637 0.0263939338 0.3035923416 0.588 0.407
CFRTest 232 0.0262708413 0.3065348480 0.0262806551 0.3065855075 0.590 0.406
CFRTest 233 0.0261585727 0.3095026478 0.0261683446 0.3095530908 0.592 0.404
CFRTest 234 0.0260472597 0.3124451897 0.0260569899 0.3124954181 0.594 0.402
CFRTest 235 0.0251888236 0.3138666622 0.0251985126 0.3139166777 0.595 0.401
CFRTest 236 0.0235941742 0.3137892240 0.0236038223 0.3138390286 0.595 0.401
CFRTest 237 0.0249067047 0.3126554066 0.0249163124 0.3127050019 0.594 0.401
CFRTest 238 0.0265039629 0.3105702492 0.0265135303 0.3106196369 0.594 0.402
CFRTest 239 0.0275716408 0.3074699287 0.0275811684 0.3075191107 0.592 0.404
CFRTest 240 0.0279712637 0.3030769477 0.0279807517 0.3031259256 0.590 0.405
CFRTest 241 0.0278556799 0.2976964645 0.0278651288 0.2977452400 0.588 0.408
CFRTest 242 0.0277410475 0.2923602650 0.0277504575 0.2924088398 0.586 0.410
CFRTest 243 0.0276273547 0.2872003600 0.0276367261 0.2872487357 0.583 0.413
CFRTest 244 0.0275145900 0.2860321953 0.0275239231 0.2860803735 0.581 0.415
CFRTest 245 0.0274027421 0.2848735278 0.0274120372 0.2849215102 0.578 0.418
CFRTest 246 0.0272917998 0.2837242423 0.0273010573 0.2837720304 0.576 0.420
CFRTest 247 0.0271817522 0.2825842251 0.0271909724 0.2826318206 0.574 0.422
CFRTest 248 0.0270725885 0.2814533648 0.0270817717 0.2815007691 0.571 0.425
CFRTest 249 0.0269642982 0.2803315513 0.0269734447 0.2803787660 0.569 0.427
CFRTest 250 0.0268568707 0.2792186766 0.0268659807 0.2792657032 0.567 0.429
CFRTest 251 0.0267502958 0.2781146343 0.0267593697 0.2781614742 0.565 0.431
CFRTest 252 0.0266445634 0.2770193195 0.0266536014 0.2770659743 0.562 0.434
CFRTest 253 0.0265396636 0.2759326293 0.0265486660 0.2759791004 0.560 0.436
CFRTest 254 0.0264355865 0.2748544621 0.0264445536 0.2749007510 0.558 0.438
CFRTest 255 0.0263323224 0.2737847181 0.0263412545 0.2738308262 0.556 0.440
CFRTest 256 0.0262298620 0.2727232990 0.0262387594 0.2727692276 0.554 0.442
CFRTest 257 0.0261281959 0.2716691428 0.0261360937 0.2717148935 0.552 0.445
CFRTest 258 0.0260273148 0.2706224855 0.0260362567 0.2706680595 0.549 0.447
CFRTest 259 0.0259272098 0.2695833771 0.0259378645 0.2696287758 0.547 0.449
CFRTest 260 0.0258278718 0.2685517290 0.0258397241 0.2685969538 0.545 0.451
CFRTest 261 0.0257292922 0.2675273416 0.0257417184 0.2675723938 0.543 0.453
CFRTest 262 0.0256314622 0.2665101274 0.0256438411 0.2665550082 0.541 0.455
CFRTest 263 0.0255343733 0.2655006193 0.0255467054 0.2655453302 0.539 0.457
CFRTest 264 0.0254380172 0.2644987302 0.0254503027 0.2645432723 0.537 0.459
CFRTest 265 0.0253423855 0.2635043740 0.0253546249 0.2635487487 0.535 0.461
CFRTest 266 0.0252474702 0.2625174663 0.0252596637 0.2625616748 0.533 0.463
CFRTest 267 0.0251532632 0.2615379235 0.0251654113 0.2615819670 0.531 0.465
CFRTest 268 0.0250597567 0.2605656636 0.0250718595 0.2606095434 0.529 0.467
CFRTest 269 0.0249669428 0.2596006055 0.0249790008 0.2596443228 0.527 0.469
CFRTest 270 0.0248748138 0.2586426697 0.0248868274 0.2586862257 0.525 0.471
CFRTest 271 0.0247833623 0.2576917776 0.0247953317 0.2577351734 0.523 0.473
CFRTest 272 0.0246925808 0.2567478516 0.0247045063 0.2567910885 0.521 0.475
CFRTest 273 0.0246024618 0.2558108157 0.0246143439 0.2558538948 0.519 0.477
CFRTest 274 0.0245129983 0.2548805945 0.0245248372 0.2549235170 0.518 0.479
CFRTest 275 0.0244241831 0.2539571141 0.0244359790 0.2539998810 0.516 0.481
CFRTest 276 0.0243360092 0.2530403014 0.0243477625 0.2530829140 0.514 0.483
CFRTest 277 0.0242484696 0.2521300845 0.0242601806 0.2521725438 0.512 0.485
CFRTest 278 0.0241615575 0.2512263925 0.0241732266 0.2512686995 0.510 0.486
CFRTest 279 0.0240752662 0.2503291553 0.0240868936 0.2503713113 0.508 0.488
CFRTest 280 0.0239895891 0.2494383043 0.0240011752 0.2494803102 0.506 0.490
CFRTest 281 0.0239045197 0.2485537713 0.0239160646 0.2485956282 0.505 0.492
CFRTest 282 0.0238200514 0.2476754894 0.0238315555 0.2477171985 0.503 0.494
CFRTest 283 0.0237361780 0.2468033926 0.0237476416 0.2468449548 0.501 0.495
CFRTest 284 0.0236528931 0.2459374158 0.0236643166 0.2459788322 0.499 0.497
CFRTest 285 0.0235701907 0.2450774947 0.0235815742 0.2451187663 0.498 0.499
CFRTest 286 0.0234880646 0.2442235662 0.0234994084 0.2442646940 0.496 0.501
CFRTest 287 0.0234065088 0.2433755677 0.0234178133 0.2434165527 0.494 0.503
CFRTest 288 0.0233255175 0.2425334377 0.0233367828 0.2425742808 0.493 0.504
CFRTest 289 0.0232450846 0.2416971155 0.0232563111 0.2417378178 0.491 0.506
CFRTest 290 0.0231652046 0.2408665412 0.0231763925 0.2409071037 0.489 0.508
CFRTest 291 0.0230858717 0.2400416558 0.0230970213 0.2400820793 0.487 0.509
CFRTest 292 0.0230070804 0.2392224010 0.0230181919 0.2392626866 0.486 0.511
CFRTest 293 0.0229288250 0.2384087194 0.0229398987 0.2384488679 0.484 0.513
