learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFPS-CFR_EX+IN  0.0767887  0.00619624  0.823011  0.824112  0.0732412  0.823011  -0.108898  0.823011  -1.11022e-16  -0.0204431  0.823011  
TIPS-CFR_EX+IN  0.109458  0.0315406  0.745171  0.773077  0.107294  0.745171  -0.112343  0.745171  0.0204525  4.16334e-17  0.745171  
BEHAV-CFR  0.23218  0.183764  -2.63465e-15  -1.5621e-15  0.231257  -2.19053e-15  -0.9323  -2.38962e-15  0.178283  0.152202  -2.1587e-15  
BR  1  1  1  1  1  1  0.942691  1  1  1  1  
t = 4
CFR  3.46945e-18  0.0189598  -0.195787  1  -0.0399462  -0.18692  -0.102591  -0.195396  -0.0573984  -0.0596711  -0.180964  
CFR_EX+IN  -0.0321713  -8.74878e-17  -0.176202  1  -0.0760018  -0.17061  -0.057764  -0.17595  -0.0857986  -0.0573579  -0.1663  
CFR_IN  0.576805  0.691881  7.06032e-16  0.999638  0.561676  0.00230797  -0.0135423  0.000108064  0.644202  0.569663  0.00461822  
A-CFR_IN  0.0969083  0.233588  -0.999638  1.23968e-15  0.0966886  -0.908174  0.00918532  -0.996269  0.172475  0.21359  -0.886176  
BPS-CFR  0.0403226  0.0840358  -0.203723  1  0  -0.19372  -0.104604  -0.203284  -0.00296264  -0.0353039  -0.187255  
TIPS-CFR  0.597042  0.670301  -0.00230797  0.909125  0.579884  6.53787e-16  0.00815742  -0.00220137  0.612926  0.537188  0.00216423  
CSPS-CFR  0.307692  0.356476  -0.0490464  1  0.28066  -0.0279846  4.8301e-16  -0.0490464  0.331218  0.285909  -0.0263913  
CFPS-CFR  0.579483  0.695751  -0.000108064  0.996269  0.564428  0.00220137  -0.0117086  7.6305e-16  0.645574  0.568944  0.0045066  
CFPS-CFR_EX+IN  0.0286807  0.101839  -0.185921  1  -0.0169813  -0.179035  -0.0599704  -0.185616  1.11022e-16  -0.027321  -0.174183  
TIPS-CFR_EX+IN  0.0869073  0.215556  -0.173896  1  0.0466656  -0.168612  0.00258867  -0.173657  0.103281  1.38778e-16  -0.16443  
BEHAV-CFR  0.546782  0.586773  -0.00461822  0.886222  0.530889  -0.00216423  0.00987503  -0.0045066  0.552165  0.499978  4.38396e-16  
BR  0.973214  1  1  1  0.973083  1  1  1  0.989798  0.985422  1  
t = 5
CFR  -1.0842e-19  -0.0596652  0.0946173  1  -0.0265732  0.12923  -0.453845  0.105033  -0.0542168  -0.0610819  0.126004  
CFR_EX+IN  0.0418193  1.51597e-16  7.4389e-17  1  0.00856709  0.0204512  -0.382308  -1.52164e-16  -0.0124316  -0.0146013  0.0265251  
CFR_IN  0.0294218  0.25601  -3.47928e-16  1  -0.0442462  -6.56266e-16  -0.0336856  -1.08838e-15  0.209718  0.183628  -1.02563e-15  
A-CFR_IN  0.218414  0.176937  0.852422  1.73813e-15  0.501375  0.913308  0.394165  0.861727  0.289135  0.17917  0.91489  
BPS-CFR  0.0280648  -0.0775176  0.131367  1  0  0.168474  -0.45132  0.14559  -0.0308627  -0.0451084  0.160565  
