learner/env  CFR  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  PI  greed_punisher  FP  
IPS-CFR  3.46945e-17  3.46945e-17  8.60423e-16  8.60423e-16  8.60423e-16  8.60423e-16  8.60423e-16  -0.0875  -0.069401  -0.0875  
PI  0.075  0.075  0.075  0.075  0.075  0.075  0.075  -7.84095e-16  0.018099  -7.84095e-16  
greed_punisher  0.308333  0.308333  0.308333  0.308333  0.308333  0.308333  0.308333  0.304167  2.77556e-17  0.304167  
FP  0.075  0.075  0.075  0.075  0.075  0.075  0.075  -7.84095e-16  0.018099  -7.84095e-16  
t = 2
CFR  -7.70217e-16  -7.70217e-16  0.000813436  0.000813436  0.000813436  0.000813436  0.000813436  0.389787  0.169465  -0.0827772  
A-CFR  -7.70217e-16  -7.70217e-16  0.000813436  0.000813436  0.000813436  0.000813436  0.000813436  0.389787  0.164641  -0.0827772  
CFR_IN  -0.000813436  -0.000813436  7.49401e-16  7.49401e-16  7.49401e-16  7.49401e-16  7.49401e-16  -0.268099  0.177876  -0.0827772  
A-CFR_IN  -0.000813436  -0.000813436  7.49401e-16  7.49401e-16  7.49401e-16  7.49401e-16  7.49401e-16  -0.268099  0.201341  -0.0827772  
BPS-CFR  -0.000813436  -0.000813436  7.35523e-16  7.35523e-16  7.35523e-16  7.35523e-16  7.35523e-16  -0.268099  0.178982  -0.0827772  
TIPS-CFR  -0.000813436  -0.000813436  7.35523e-16  7.35523e-16  7.35523e-16  7.35523e-16  7.35523e-16  -0.268099  0.178278  -0.0827772  
IPS-CFR  -0.000813436  -0.000813436  7.35523e-16  7.35523e-16  7.35523e-16  7.35523e-16  7.35523e-16  -0.268099  0.178278  -0.0827772  
PI  -0.175839  -0.175839  0.174231  0.174231  0.174231  0.174231  0.174231  2.77556e-17  -7.97973e-16  -0.116667  
greed_punisher  -0.152817  -0.162772  -0.239207  -0.249341  -0.23994  -0.239357  -0.239357  -7.97973e-16  -4.16334e-16  -0.06875  
FP  0.0780968  0.0780968  0.0780968  0.0780968  0.0780968  0.0780968  0.0780968  0.260417  0.0979167  -4.81386e-16  
t = 3
CFR  -6.245e-16  0.0187843  0.000362026  0.0190189  0.000729606  -0.000558575  -0.000558575  0.00781427  0.609939  -0.0590747  
A-CFR  -0.0187843  -8.1532e-16  -0.0184223  0.000234569  -0.0180547  -0.0193429  -0.0193429  0.0133642  0.609762  -0.112916  
CFR_IN  -0.000362026  0.0184223  3.46945e-16  0.0186568  0.000367579  -0.000920601  -0.000920601  -0.00529944  0.702273  -0.0590747  
A-CFR_IN  -0.0190189  -0.000234569  -0.0186568  6.80012e-16  -0.0182893  -0.0195774  -0.0195774  -0.041595  0.700792  -0.112916  
BPS-CFR  -0.000729606  0.0180547  -0.000367579  0.0182893  4.02456e-16  -0.00128818  -0.00128818  -0.00656919  0.701543  -0.0603331  
TIPS-CFR  0.000558575  0.0193429  0.000920601  0.0195774  0.00128818  4.96131e-16  4.96131e-16  -0.00506175  0.702385  -0.0570382  
IPS-CFR  0.000558575  0.0193429  0.000920601  0.0195774  0.00128818  4.96131e-16  4.96131e-16  -0.00506175  0.702385  -0.0570382  
PI  0.108827  0.0984975  0.0298775  0.0679262  0.0310272  0.029124  0.029124  -7.97973e-16  -0.490104  0.10625  
greed_punisher  -0.460078  -0.459689  -0.58061  -0.578603  -0.579003  -0.579104  -0.579104  1.06146  -6.245e-17  -0.514583  
FP  0.0535692  0.103197  0.0535692  0.103197  0.0544483  0.0514855  0.0514855  -0.179167  0.722917  -4.44089e-16  
t = 4
CFR  -4.89192e-16  0.0432388  -0.000205849  0.0430682  0.0002414  -0.00226321  -0.00226321  -0.118813  0.607684  0.0471165  
A-CFR  -0.042769  -8.74301e-16  -0.0429219  -0.000113975  -0.0424821  -0.0449415  -0.0449415  -0.0829567  0.534355  -0.0658142  
CFR_IN  0.00020601  0.0433786  5.55112e-16  0.0432079  0.000444491  -0.00206184  -0.00206184  -0.217812  0.423032  0.0471165  
A-CFR_IN  -0.0426068  0.000113975  -0.0427597  8.74301e-16  -0.0423223  -0.0447855  -0.0447855  -0.211171  0.18236  -0.0658142  
BPS-CFR  -0.000241124  0.0429158  -0.000444283  0.042748  5.96745e-16  -0.00250642  -0.00250642  -0.212556  0.208774  0.0418122  
TIPS-CFR  0.00226543  0.0454947  0.00206461  0.0453289  0.00250995  4.64906e-16  4.54498e-16  -0.220732  0.427317  0.0510269  
IPS-CFR  0.00226543  0.0454947  0.00206461  0.0453289  0.00250995  4.33681e-16  4.30211e-16  -0.220732  0.427317  0.0510269  
PI  0.13565  0.147522  0.231688  0.186265  0.227738  0.235296  0.235296  -4.16334e-16  -6.245e-17  0.0145833  
greed_punisher  -0.352801  -0.3424  -0.467792  -0.480587  -0.498778  -0.470912  -0.470912  -6.245e-17  0  -0.465625  
FP  -0.0575969  0.0655436  -0.0575969  0.0655436  -0.0514458  -0.0634193  -0.0634193  0.03125  0.561458  -4.996e-16  
t = 5
CFR  -4.03323e-16  0.0708089  -0.000309748  0.0705194  0.000208206  -0.00168995  -0.00168995  -0.0316712  0.495412  0.0772901  
A-CFR  -0.0635878  -7.84095e-16  -0.0637671  -0.000122931  -0.0636001  -0.0652724  -0.0652724  -0.0608217  0.555644  -0.0176329  
CFR_IN  0.000309893  0.0708781  4.09395e-16  0.0705885  0.00052123  -0.00137577  -0.00137577  -0.153856  0.643575  0.0772901  
A-CFR_IN  -0.0633563  0.000122896  -0.0635364  6.03684e-16  -0.0633709  -0.0650471  -0.0650471  -0.148957  0.52276  -0.0176329  
BPS-CFR  -0.000208698  0.0704384  -0.000522266  0.0701523  5.52509e-16  -0.00189037  -0.00189037  -0.133986  0.595414  0.0754814  
TIPS-CFR  0.00169836  0.0727264  0.00138398  0.0724447  0.00189883  5.1608e-16  4.89626e-16  -0.132974  0.638398  0.0782091  
IPS-CFR  0.00169836  0.0727264  0.00138398  0.0724447  0.00189883  5.0307e-16  4.89626e-16  -0.132974  0.638398  0.0782091  
PI  0.0608613  0.0827388  0.166949  0.143778  0.161638  0.161758  0.161758  -2.91434e-16  -0.417708  -0.135417  
greed_punisher  -0.550184  -0.527064  -0.557274  -0.62379  -0.54749  -0.557223  -0.557223  0.736979  -3.46945e-16  -0.547917  
FP  -0.0839118  0.0365883  -0.0839118  0.0365883  -0.0817173  -0.0851767  -0.0851767  0.0833333  0.516667  -3.60822e-16  
t = 6
CFR  -4.0766e-17  0.0812009  -7.22201e-06  0.0804657  0.000121165  -0.00160978  -0.00160978  -0.257304  0.596966  0.0509103  
A-CFR  -0.0663963  -5.06539e-16  -0.0661852  -0.000463121  -0.0656104  -0.06821  -0.06821  -0.182954  0.662932  0.0586085  
CFR_IN  7.58198e-06  0.0810477  4.04191e-16  0.0803068  0.000121671  -0.0015969  -0.0015969  -0.0619206  0.668159  0.0509103  
A-CFR_IN  -0.0658518  0.000463458  -0.0656409  4.02456e-16  -0.0650695  -0.0676175  -0.0676175  -0.0221193  0.666507  0.0586085  
BPS-CFR  -0.000120658  0.0804907  -0.000119981  0.0797533  3.69496e-16  -0.00172474  -0.00172474  -0.160128  0.552667  0.0523836  
TIPS-CFR  0.0016227  0.0832121  0.00160661  0.082434  0.00174433  2.6975e-16  2.92301e-16  -0.157668  0.668115  0.0552188  
IPS-CFR  0.0016227  0.0832121  0.00160661  0.082434  0.00174433  2.54137e-16  2.90566e-16  -0.157668  0.668115  0.0552188  
PI  0.197954  0.16242  0.115125  0.0525542  0.128556  0.126412  0.126412  -6.245e-17  0  0.0958333  
greed_punisher  -0.577745  -0.557719  -0.568003  -0.66628  -0.547407  -0.567972  -0.567972  0  4.996e-16  -0.577083  
FP  -0.0454334  -0.0476583  -0.0454334  -0.0476583  -0.0471488  -0.0501035  -0.0501035  -0.0484375  0.582812  -3.60822e-16  
t = 7
CFR  -2.56739e-16  0.0761269  0.000143901  0.0759895  -0.000381634  9.8939e-05  9.8939e-05  -0.157118  0.573363  0.0330043  
A-CFR  -0.0693222  -1.76942e-16  -0.0692565  -0.000515485  -0.0699583  -0.0707765  -0.0707765  -0.112814  0.479954  0.032448  
CFR_IN  -0.000143901  0.0764453  7.14706e-16  0.0762971  -0.000540251  -5.22001e-05  -5.22001e-05  -0.0128944  0.520895  0.0330043  
A-CFR_IN  -0.0692637  0.000516894  -0.0691839  3.88578e-16  -0.0698803  -0.0706808  -0.0706808  -0.264007  0.501395  0.032448  
BPS-CFR  0.000381634  0.0766006  0.000540251  0.0764541  5.89806e-16  0.000562108  0.000562108  0.0134941  0.487687  0.0443834  
TIPS-CFR  -9.8939e-05  0.0767177  5.22001e-05  0.0765738  -0.000562108  7.77156e-16  7.97973e-16  0.0155724  0.521066  0.0434868  
IPS-CFR  -9.8939e-05  0.0767177  5.22001e-05  0.0765738  -0.000562108  7.59809e-16  7.56339e-16  0.0155724  0.521066  0.0434868  
PI  0.139694  0.128338  0.0107079  0.189349  0.00953059  0.00896306  0.00896306  -8.67362e-16  -0.349479  0.0927083  
greed_punisher  -0.575307  -0.554596  -0.539106  -0.521618  -0.53198  -0.539692  -0.539692  0.526823  -6.73073e-16  -0.544792  
FP  -0.0330043  -0.032448  -0.0330043  -0.032448  -0.0443834  -0.0434868  -0.0434868  -0.0640625  0.495833  -4.51028e-16  
t = 8
CFR  -2.15106e-16  0.013563  1.35805e-05  0.0130355  -0.012693  -0.0122375  -0.0122375  -0.103994  0.631372  -0.00357382  
A-CFR  -0.0084445  -1.52656e-16  -0.0111223  -0.000481014  -0.0116401  -0.00127873  -0.00127873  -0.154966  0.597815  0.0549405  
CFR_IN  -1.35805e-05  0.0159265  7.07767e-16  0.0152484  -0.0126922  -0.0122471  -0.0122471  -0.355586  0.253583  -0.00357382  
A-CFR_IN  -0.00785142  0.000481832  -0.0103345  5.06539e-16  -0.0114565  -0.000888074  -0.000888074  -0.0807  0.584607  0.0549405  
BPS-CFR  0.012693  0.0161358  0.0126922  0.0159407  5.88071e-16  0.000883433  0.000883433  -0.231222  0.269002  0.0118391  
TIPS-CFR  0.0122375  0.0069888  0.0122471  0.00661693  -0.000883433  5.56846e-16  5.12611e-16  -0.230821  0.270291  0.0091942  
IPS-CFR  0.0122375  0.0069888  0.0122471  0.00661693  -0.000883433  5.30825e-16  4.39752e-16  -0.230821  0.270291  0.0091942  
PI  0.105035  0.164186  0.188483  0.112396  0.209437  0.200672  0.200672  0  4.996e-16  0.122917  
greed_punisher  -0.583023  -0.572742  -0.581619  -0.543924  -0.582581  -0.585991  -0.585991  4.996e-16  -6.10623e-16  -0.397917  
FP  0.00357382  -0.0549405  0.00357382  -0.0549405  -0.0118391  -0.0091942  -0.0091942  -0.0770833  0.241667  -1.37911e-16  
t = 9
CFR  -3.19189e-16  -0.0459589  -9.39705e-05  -0.0460447  -0.033847  -0.0323101  -0.0323101  -0.0676113  0.564307  0.0184008  
A-CFR  0.0468952  -3.53884e-16  0.045719  0.000116195  0.0333332  0.0361725  0.0361725  -0.161938  0.253272  0.0118161  
CFR_IN  9.39705e-05  -0.0447737  6.31439e-16  -0.0453701  -0.0337473  -0.0321973  -0.0321973  -0.111655  0.292239  0.0184008  
A-CFR_IN  0.0469773  -0.000116051  0.0463118  8.1532e-16  0.0334151  0.0365144  0.0365144  -0.0715701  0.88214  0.0118161  
BPS-CFR  0.033847  -0.0326303  0.0337473  -0.0327155  3.64292e-16  0.00230383  0.00230383  -0.0581234  0.355761  0.00328817  
TIPS-CFR  0.0323101  -0.0356529  0.0321973  -0.0360175  -0.00230383  4.71845e-16  3.92048e-16  -0.0567473  0.301221  0.00150223  
IPS-CFR  0.0323101  -0.0356529  0.0321973  -0.0360175  -0.00230383  4.82253e-16  4.19803e-16  -0.0567473  0.301221  0.00150223  
PI  0.102841  0.138868  0.132325  0.0840133  0.125129  0.11643  0.11643  0  -0.630208  0.139583  
greed_punisher  -0.574219  -0.452667  -0.595637  -0.688346  -0.600585  -0.596933  -0.596933  0.965625  -6.00214e-16  -0.416667  
FP  -0.0184008  -0.0199237  -0.0184008  -0.0199237  -0.0041195  -0.00117515  -0.00117515  -0.0473958  0.275  -9.02056e-17  
t = 10
CFR  -3.07046e-16  -0.0640509  0.000642259  -0.0640679  -0.043778  -0.0413826  -0.0413826  -0.116709  0.157048  0.0407565  
A-CFR  0.0640509  1.52656e-16  0.0639913  0.000194322  0.031635  0.0318656  0.0318656  -0.0732617  0.310579  0.0102936  
CFR_IN  -0.000642259  -0.0639913  6.34909e-16  -0.0640084  -0.0444525  -0.0425119  -0.0425119  0.00738028  0.349082  0.0407565  
A-CFR_IN  0.0640679  -0.000194322  0.0640084  5.16948e-16  0.0316097  0.0319516  0.0319516  -0.0299972  0.416083  0.0102936  
BPS-CFR  0.043778  -0.031635  0.0444525  -0.0316097  1.2837e-16  0.00194748  0.00194748  -0.121444  0.405906  -0.0363265  
TIPS-CFR  0.0413826  -0.0318656  0.0425119  -0.0319516  -0.00194748  3.22659e-16  2.498e-16  -0.129327  0.345043  -0.0328115  
IPS-CFR  0.0413826  -0.0318656  0.0425119  -0.0319516  -0.00194748  4.64906e-16  2.94903e-16  -0.129327  0.345043  -0.0328115  
PI  0.0868615  0.06833  0.0285209  0.0459816  0.14392  0.135703  0.135703  -3.46945e-16  -5.55112e-17  0.0104167  
greed_punisher  -0.410175  -0.462298  -0.610419  -0.575669  -0.613701  -0.611229  -0.611229  -5.55112e-17  -7.35523e-16  -0.429167  
FP  -0.0407565  -0.0235412  -0.0407565  -0.0235412  0.0310452  0.0356955  0.0356955  -0.0208333  0.316667  -1.38778e-17  
t = 11
CFR  -1.04083e-16  0.00670288  0.000294706  0.00865799  0.057701  0.0574454  0.0574454  -0.0990165  0.166231  -0.00787143  
A-CFR  -0.0114726  -2.70617e-16  0.00725863  8.54831e-06  -0.0320895  -0.0686069  -0.0686069  0.0390322  0.24389  0.0483064  
CFR_IN  -0.000294706  -0.0110782  4.05925e-16  -0.00294283  0.057283  0.0568681  0.0568681  -0.0710936  0.387895  -0.00787143  
A-CFR_IN  -0.0135611  -8.54831e-06  -0.00128869  4.23273e-16  -0.0339092  -0.0697404  -0.0697404  -0.0769272  0.419568  0.0483064  
BPS-CFR  -0.057701  0.0286836  -0.057283  0.030417  4.44089e-16  -0.000664597  -0.000664597  -0.0845168  0.521523  0.0827769  
TIPS-CFR  -0.0574454  0.0626409  -0.0568681  0.0636554  0.000664597  4.71845e-16  5.27356e-16  -0.0869709  0.384626  0.0716627  
IPS-CFR  -0.0574454  0.0626409  -0.0568681  0.0636554  0.000664597  4.996e-16  5.55112e-16  -0.0869709  0.384626  0.0716627  
PI  0.055974  0.029701  0.0800477  0.0689633  0.0960155  0.0910128  0.0910128  -3.1225e-17  -0.284375  -0.0114583  
greed_punisher  -0.404132  -0.379359  -0.621656  -0.5846  -0.57547  -0.621908  -0.621908  0.520833  -5.86337e-16  -0.433333  
FP  0.013918  -0.0435974  0.013918  -0.0435974  -0.0542643  -0.0253067  -0.0253067  0.0359375  0.329167  -1.66533e-16  
t = 12
CFR  -6.59195e-17  -0.0438087  -6.5823e-05  -0.0451577  -0.00276874  0.00137027  0.00137027  0.00958685  0.191156  -0.060981  
A-CFR  0.0438087  2.77556e-17  0.0230692  -0.000243842  0.0619081  0.106595  0.106595  -0.111113  0.102797  0.0418979  
CFR_IN  6.5823e-05  -0.0231625  4.26742e-16  -0.0329188  -0.0030775  0.000413768  0.000413768  -0.110948  0.597419  -0.060981  
A-CFR_IN  0.0451577  0.000243877  0.0329188  3.88578e-16  0.0636473  0.107606  0.107606  -0.148158  0.42273  0.0418979  
BPS-CFR  0.00276874  -0.0576371  0.0030775  -0.0590615  5.27356e-16  0.00165513  0.00165513  -0.048942  0.625017  0.0916186  
TIPS-CFR  -0.00137027  -0.0963726  -0.000413768  -0.0971547  -0.00165513  4.30211e-16  4.02456e-16  -0.0446156  0.680692  0.11248  
IPS-CFR  -0.00137027  -0.0963726  -0.000413768  -0.0971547  -0.00165513  4.44089e-16  3.60822e-16  -0.0446156  0.680692  0.11248  
PI  0.021468  0.106314  0.104878  0.114104  0.0565823  0.0529454  0.0529454  4.996e-16  -6.00214e-16  0.239583  
greed_punisher  -0.402835  -0.0915326  -0.602381  -0.589714  -0.594556  -0.600535  -0.600535  -6.00214e-16  -7.97973e-16  -0.45625  
FP  0.0845729  -0.00815517  0.0845729  -0.00815517  -0.060335  -0.0607927  -0.0607927  -0.208333  0.366667  4.996e-16  
t = 13
CFR  -1.40513e-16  -0.0659538  7.09713e-07  -0.0669335  -0.0153343  -0.0140872  -0.0140872  -0.11553  0.288657  -0.0283766  
A-CFR  0.0791893  -2.34188e-16  0.0683275  0.000464485  0.0928468  0.0756616  0.0756616  -0.0739864  0.10438  0.0544103  
CFR_IN  -7.09713e-07  -0.0586246  5.70724e-16  -0.0660003  -0.0157574  -0.0151534  -0.0151534  -0.096055  0.712963  -0.0283766  
A-CFR_IN  0.0807327  -0.000463686  0.0782807  3.43475e-16  0.0940444  0.0970229  0.0970229  0.0198012  0.699545  0.0544103  
BPS-CFR  0.0189845  -0.0797055  0.0194158  -0.080616  4.51028e-16  -0.00103171  -0.00103171  -0.0835963  0.870623  -0.0172561  
TIPS-CFR  0.0180711  -0.0701304  0.0191438  -0.0848175  0.00103171  2.6975e-16  5.4904e-16  -0.0919603  0.818908  -0.0275762  
IPS-CFR  0.0180711  -0.0701304  0.0191438  -0.0848175  0.00103171  1.55258e-16  3.19189e-16  -0.0919603  0.818908  -0.0275762  
PI  0.104328  0.068471  0.0880307  0.0064566  0.08675  0.0829696  0.0829696  1.38778e-16  -0.666146  -0.472917  
greed_punisher  -0.40455  -0.0924813  -0.60856  -0.567287  -0.618347  -0.605994  -0.605994  1.09714  -4.33681e-16  -0.425  
FP  0.0533766  -0.0415318  0.0533766  -0.0415318  0.0236521  0.0355314  0.0355314  0.448958  0.30625  -1.73472e-18  
t = 14
CFR  1.19262e-16  0.0244561  3.84594e-05  0.0240564  0.0269906  0.0242527  0.0242527  -0.0541315  0.312498  0.0393485  
A-CFR  -0.0115372  -1.66533e-16  -0.0144422  0.000147476  -0.126877  -0.1114  -0.1114  -0.0644005  0.117501  0.0739397  
CFR_IN  -3.84594e-05  0.0259334  3.18322e-16  0.0244142  0.0275365  0.0248719  0.0248719  -0.0144305  0.719503  0.0393485  
A-CFR_IN  -0.0112135  -0.000147476  -0.0132958  3.46945e-16  -0.126857  -0.121891  -0.121891  -0.10686  0.398035  0.0739397  
BPS-CFR  -0.0108158  0.135607  -0.0113438  0.134885  3.88578e-16  -0.0148028  -0.0148028  -0.0637135  0.881645  0.0575291  
TIPS-CFR  -0.00307671  0.124255  -0.00573208  0.133349  0.0150237  4.23273e-16  5.68989e-16  -0.0861418  0.526036  0.00718046  
IPS-CFR  -0.00307671  0.124255  -0.00573208  0.133349  0.0150237  2.498e-16  4.64906e-16  -0.0861418  0.526036  0.00718046  
PI  0.0626837  0.0606096  0.0216532  0.0729576  0.0594828  0.0836469  0.0836469  -6.73073e-16  2.22045e-16  0.133333  
greed_punisher  -0.415701  -0.120494  -0.617285  -0.527577  -0.619974  -0.667816  -0.667816  2.22045e-16  -6.10623e-16  -0.435417  
FP  -0.0337385  -0.0500732  -0.0337385  -0.0500732  -0.0575291  -0.00718046  -0.00718046  0.00651042  0.31875  4.23273e-16  
t = 15
CFR  4.996e-16  -0.0202318  0.000863116  -0.0202329  -0.0349023  -0.0446474  -0.0446474  -0.0654571  0.230629  0.0997396  
A-CFR  0.0891336  -4.02456e-16  0.0880364  -0.000631954  -0.0327983  0.0371222  0.0371222  -0.0648333  0.261484  0.0351956  
CFR_IN  -0.000863116  -0.0208929  9.71445e-16  -0.0210261  -0.0337295  -0.0420113  -0.0420113  -0.104382  0.614658  0.0997396  
A-CFR_IN  0.0882202  0.000631954  0.0878369  4.02456e-16  -0.0320492  0.0080828  0.0080828  0.00743151  0.406857  0.0351956  
BPS-CFR  0.038931  0.0670111  0.0384711  0.06566  4.44089e-16  0.00831444  0.00831444  -0.0668466  0.829545  0.117811  
TIPS-CFR  0.0442722  -0.0054875  0.0418536  0.0233001  -0.00826363  3.67761e-16  2.70617e-16  0.0356173  0.671038  0.115782  
IPS-CFR  0.0442722  -0.0054875  0.0418536  0.0233001  -0.00826363  3.33067e-16  2.35922e-16  0.0356173  0.671038  0.115782  
PI  0.105562  0.0938579  0.112032  0.0233125  0.0518864  -0.0131291  -0.0131291  -5.55112e-17  -0.417057  0.179167  
greed_punisher  -0.372161  -0.319723  -0.672063  -0.533576  -0.679784  -0.668774  -0.668774  0.452083  -4.57967e-16  -0.4875  
FP  -0.162266  -0.0552084  -0.162266  -0.0552084  -0.117811  -0.115782  -0.115782  -0.0875  0.408333  -1.04083e-16  
t = 16
CFR  -1.38778e-16  -0.0911497  -0.00784782  -0.0905771  -0.197867  -0.193589  -0.193589  0.186598  0.225511  -0.000195111  
A-CFR  0.181687  -2.498e-16  0.1784  -0.000691811  0.111485  0.124322  0.124322  0.194874  0.27827  0.0491925  
CFR_IN  0.00788292  -0.0893102  7.21645e-16  -0.0905505  -0.198027  -0.193832  -0.193832  -0.0593207  0.672845  -0.000195111  
A-CFR_IN  0.180868  0.000692391  0.178995  3.05311e-16  0.106127  0.124662  0.124662  -0.148593  0.414779  0.0491925  
BPS-CFR  0.150233  -0.0586831  0.147868  -0.0588456  4.89192e-16  0.0119687  0.0119687  0.00290269  0.623331  -0.0277711  
TIPS-CFR  0.148528  -0.0503463  0.146283  -0.0545561  -0.0119429  9.02056e-17  -3.1225e-17  -0.120915  0.712231  -0.0280191  
IPS-CFR  0.148528  -0.0503463  0.146283  -0.0545561  -0.0119429  4.44089e-16  2.8276e-16  -0.120915  0.712231  -0.0280191  
PI  -0.00210926  -0.0216514  0.0317955  0.12532  0.0202535  0.0990595  0.0990595  -6.10623e-16  -7.97973e-16  -0.125  
greed_punisher  -0.383151  -0.355607  -0.676933  -0.538992  -0.57199  -0.672641  -0.672641  -7.97973e-16  -6.17562e-16  -0.472917  
FP  -0.0127679  -0.0647933  -0.0127679  -0.0647933  0.0223575  0.0224815  0.0224815  0.229687  0.451042  -4.71845e-16  
t = 17
CFR  3.70363e-16  -0.0541309  0.00144208  -0.0534116  -0.249556  -0.24762  -0.24762  -0.0167417  0.2625  -0.0805039  
A-CFR  0.172898  -3.26128e-16  0.20208  8.83427e-05  0.154849  0.127156  0.127156  -0.0511766  0.324278  -0.0654789  
CFR_IN  -0.00143861  -0.0673841  7.50702e-16  -0.0593687  -0.249309  -0.246116  -0.246116  -0.0353732  0.740423  -0.0805039  
A-CFR_IN  0.171167  -8.77037e-05  0.184275  2.5327e-16  0.148715  0.132159  0.132159  -0.0731977  0.421664  -0.0654789  
BPS-CFR  0.230278  -0.0906159  0.229339  -0.0891231  3.53884e-16  0.00108947  0.00108947  -0.0871967  0.640595  -0.104198  
TIPS-CFR  0.228795  -0.0582357  0.226642  -0.0581782  -0.00106425  4.23273e-16  1.38778e-16  -0.0717388  0.841199  -0.0224864  
IPS-CFR  0.228795  -0.0582357  0.226642  -0.0581782  -0.00106425  6.93889e-16  5.06539e-16  -0.0717388  0.841199  -0.0224864  
PI  0.0130612  0.0441363  0.0424916  0.068929  0.0925506  0.0779731  0.0779731  2.08167e-16  -0.696354  0.04375  
greed_punisher  -0.404919  -0.399331  -0.68175  -0.541076  -0.57926  -0.676761  -0.676761  0.818229  -6.00214e-16  -0.4875  
FP  0.0698993  0.0492998  0.0698993  0.0492998  0.102982  0.0187365  0.0187365  -0.034375  0.406771  -5.20417e-16  
t = 18
CFR  6.93889e-18  -0.00729072  0.009746  -0.00564069  -0.0162177  -0.00646676  -0.00646676  -0.0819407  0.268229  -0.0695356  
A-CFR  0.0910153  -1.00614e-16  0.123323  -0.00100587  0.100166  0.0475536  0.0475536  -0.0908455  0.330803  -0.0507518  
CFR_IN  -0.009746  -0.0236414  2.08167e-16  -0.0113533  -0.0243932  -0.0110892  -0.0110892  -0.0471059  0.843618  -0.0695356  
A-CFR_IN  0.087133  0.00100942  0.0998102  4.05925e-16  0.0958673  0.0644171  0.0644171  -0.0407082  0.446378  -0.0507518  
BPS-CFR  0.0465682  -0.0665277  0.0517922  -0.0633637  3.67761e-16  0.00641984  0.00641984  0.0079843  0.593789  -0.158494  
TIPS-CFR  0.0381899  -0.0250806  0.0414455  -0.0334597  -0.00645258  4.996e-16  8.32667e-17  0.0515644  0.898653  -0.026442  
IPS-CFR  0.0381899  -0.0250806  0.0414455  -0.0334597  -0.00645258  9.92262e-16  5.82867e-16  0.0515644  0.898653  -0.026442  
PI  0.095345  0.0720315  0.0565803  0.0376457  -0.0069411  -0.0644076  -0.0644076  -6.00214e-16  -5.55112e-17  0.128125  
greed_punisher  -0.405526  -0.419241  -0.684876  -0.54335  -0.585575  -0.675797  -0.675797  -5.55112e-17  -7.35523e-16  -0.498958  
