learner/env  CFR  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  PI  greed_punisher  FP  
FP  0.0612101  0.0405633  0.0612101  0.0405633  0.158494  0.025  0.025  -0.1  0.429687  -2.15106e-16  
t = 19
CFR  -2.77556e-17  0.0562435  0.00447681  0.0582311  0.200241  0.204075  0.204075  -0.0983572  0.275  -0.0727812  
A-CFR  -0.0409446  -2.22045e-16  -0.00794853  0.000719789  0.0459197  0.0210188  0.0210188  -0.0989862  0.331275  -0.0756944  
CFR_IN  -0.00447681  0.03756  2.91434e-16  0.0540056  0.193181  0.201762  0.201762  -0.0351167  0.888478  -0.0727812  
A-CFR_IN  -0.0452756  -0.000717965  -0.0356743  5.82867e-16  0.0420068  0.0224759  0.0224759  -0.0805099  0.231452  -0.0756944  
BPS-CFR  -0.151669  -0.0310556  -0.148239  -0.0282552  5.34295e-16  5.34295e-16  5.34295e-16  -0.0507955  0.637485  -0.0242644  
TIPS-CFR  -0.15378  -0.0166225  -0.15362  -0.0168188  5.34295e-16  5.34295e-16  5.34295e-16  -0.091103  0.900013  -0.154893  
IPS-CFR  -0.15378  -0.0166225  -0.15362  -0.0168188  5.34295e-16  5.34295e-16  5.34295e-16  -0.091103  0.900013  -0.154893  
PI  0.104141  0.0911583  0.0429227  0.071697  0.0481592  0.0835213  0.0835213  -1.94289e-16  -0.324479  -0.197917  
greed_punisher  -0.411169  -0.421109  -0.684684  -0.187424  -0.588334  -0.675326  -0.675326  0.734635  -5.86337e-16  -0.503125  
FP  0.0744831  0.0845068  0.0744831  0.0845068  0.0276305  0.153747  0.153747  0.105208  0.432812  -3.88578e-16  
t = 20
CFR  -2.56739e-16  -0.0365368  0.000859187  -0.0373336  0.241142  0.229176  0.229176  -0.09042  0.275  -0.0158225  
A-CFR  0.00126877  -5.89806e-16  -0.00262616  0.00326177  0.0149282  0.021721  0.021721  -0.0585328  0.331735  -0.0627143  
CFR_IN  -0.000859187  -0.032055  3.19189e-16  -0.034368  0.236843  0.226364  0.226364  -0.100619  0.884961  -0.0158225  
A-CFR_IN  0.00209196  -0.00326177  -0.000981711  3.95517e-16  0.0153854  0.0219192  0.0219192  -0.0320545  0.216582  -0.0627143  
BPS-CFR  -0.18494  -0.00933591  -0.186866  -0.00967755  5.34295e-16  -0.00221652  -0.00221652  -0.0773649  0.65672  0.0602368  
TIPS-CFR  -0.173471  -0.0147281  -0.172295  -0.0150281  0.00221652  4.64906e-16  5.6205e-16  -0.0830905  0.885099  -0.154048  
IPS-CFR  -0.173471  -0.0147281  -0.172295  -0.0150281  0.00221652  3.67761e-16  4.64906e-16  -0.0830905  0.885099  -0.154048  
PI  0.0903436  0.0480917  0.0978304  0.0625586  0.0703756  0.0744259  0.0744259  -7.35523e-16  -4.57967e-16  -0.00416667  
greed_punisher  -0.411169  -0.422927  -0.68451  -0.18519  -0.591307  -0.675326  -0.675326  -4.57967e-16  -7.97973e-16  -0.50625  
FP  0.0211219  0.0752143  0.0211219  0.0752143  -0.0431073  0.140738  0.140738  0.0614583  0.441146  -3.88578e-16  
t = 21
CFR  -8.32667e-17  -0.0552855  -0.000463551  -0.0552435  0.138913  0.133394  0.133394  -0.0611646  0.338144  0.00587504  
A-CFR  0.0213705  -2.77556e-16  0.0200553  -0.000968823  -0.0258464  -0.0246123  -0.0246123  -0.0622263  0.335784  -0.0524043  
CFR_IN  0.000473187  -0.0540133  2.08167e-16  -0.0547844  0.131981  0.126418  0.126418  0.0122362  0.646019  0.00587504  
A-CFR_IN  0.0213353  0.000966426  0.020856  5.13478e-16  -0.0253199  -0.0196108  -0.0196108  -0.0045227  0.225832  -0.0524043  
BPS-CFR  -0.0992701  0.0253704  -0.0988482  0.0250225  4.78784e-16  -0.00148881  -0.00148881  -0.0759008  0.36514  0.11279  
TIPS-CFR  -0.0919555  0.0252138  -0.0875676  0.0205856  0.00148881  5.55112e-16  5.68989e-16  -0.0181217  0.645426  0.0309835  
IPS-CFR  -0.0919555  0.0252138  -0.0875676  0.0205856  0.00148881  5.55112e-16  5.41234e-16  -0.0181217  0.645426  0.0309835  
PI  0.0654032  0.052061  0.0039677  0.0187807  0.0622293  0.0247659  0.0247659  2.22045e-16  -0.610937  0.096875  
greed_punisher  -0.415679  -0.433071  -0.578491  -0.183565  -0.228753  -0.570544  -0.570544  1.07188  -4.33681e-16  -0.498958  
FP  -0.00570328  0.064668  -0.00570328  0.064668  -0.0747169  -0.0177738  -0.0177738  -0.0182292  0.369792  -3.88578e-16  
t = 22
CFR  7.97973e-17  0.0190187  -0.000991899  0.0197758  0.0499861  0.0546408  0.0546408  -0.113849  0.354652  0.0222855  
A-CFR  -0.0105833  -2.84495e-16  -0.00747853  0.000103117  -0.0609993  -0.0615932  -0.0615932  -0.0731935  0.342109  -0.0466444  
CFR_IN  0.00104175  0.011971  3.59088e-16  0.017725  0.0469827  0.043878  0.043878  -0.0683989  0.653973  0.0222855  
A-CFR_IN  -0.0112754  -0.000103493  -0.00990962  6.38378e-16  -0.0611409  -0.0582884  -0.0582884  -0.0191198  0.254158  -0.0466444  
BPS-CFR  -0.0272563  0.0614368  -0.0286312  0.0615525  4.16334e-16  -0.000802522  -0.000802522  -0.0711295  0.374498  -0.00334147  
TIPS-CFR  -0.0315927  0.0631469  -0.0229775  0.0595125  0.000802522  5.6205e-16  5.6205e-16  -0.0903923  0.606329  0.0580741  
IPS-CFR  -0.0315927  0.0631469  -0.0229775  0.0595125  0.000802522  5.55112e-16  5.41234e-16  -0.0903923  0.606329  0.0580741  
PI  0.104134  0.0653741  0.0644227  0.0250408  0.0617462  0.0849369  0.0849369  -5.86337e-16  2.08167e-16  0.114583  
greed_punisher  -0.433268  -0.448379  -0.585998  -0.241087  -0.222857  -0.577784  -0.577784  2.08167e-16  -6.10623e-16  -0.498958  
FP  -0.011684  0.0548696  -0.011684  0.0548696  -0.0242573  -0.0631145  -0.0631145  -0.110417  0.369792  -3.88578e-16  
t = 23
CFR  -1.38778e-16  0.0982492  0.00189974  0.0966874  0.0146698  0.02113  0.02113  -0.0435441  0.359054  -0.025  
A-CFR  -0.0901968  -6.93889e-17  -0.0927272  -0.00073695  -0.0691403  -0.0732705  -0.0732705  -0.0566234  0.34146  -0.0689915  
CFR_IN  -0.0018761  0.101244  4.23273e-16  0.102227  0.0100805  0.0151909  0.0151909  -0.079549  0.618328  -0.025  
A-CFR_IN  -0.0894709  0.000736716  -0.0934158  5.96745e-16  -0.0693918  -0.0731428  -0.0731428  -0.0248621  0.283033  -0.0689915  
BPS-CFR  -0.00348527  0.0684806  -0.00115221  0.0687755  5.41234e-16  0.00060561  0.00060561  -0.0470168  0.374032  -0.174364  
TIPS-CFR  -0.0100198  0.0740065  -0.00648397  0.0733035  -0.00060561  6.31439e-16  6.10623e-16  -0.0420003  0.641175  0.0273363  
IPS-CFR  -0.0100198  0.0740065  -0.00648397  0.0733035  -0.00060561  6.10623e-16  6.17562e-16  -0.0420003  0.641175  0.0273363  
PI  0.0523353  0.0499037  0.086063  0.0231726  0.0585604  0.0629355  0.0629355  2.77556e-17  -0.397526  0.0583333  
greed_punisher  -0.437508  -0.457106  -0.588406  -0.282612  -0.217871  -0.581136  -0.581136  0.423437  -4.57967e-16  -0.498958  
FP  0.0375  0.067524  0.0375  0.067524  0.169802  0.0114209  0.0114209  -0.0229167  0.369792  -3.88578e-16  
t = 24
CFR  -2.08167e-17  0.103389  -0.00439446  0.101958  -0.0100532  -0.00918087  -0.00918087  -0.0679819  0.159681  -0.0908854  
A-CFR  -0.126383  -3.46945e-16  -0.135964  0.000555035  -0.0592379  -0.0671652  -0.0671652  0.00170384  0.306206  -0.0339328  
CFR_IN  0.00439446  0.110557  4.19803e-16  0.109326  -0.0110389  -0.0113778  -0.0113778  -0.0085403  0.628658  -0.0908854  
A-CFR_IN  -0.125401  -0.000555035  -0.130447  5.82867e-16  -0.0593534  -0.066535  -0.066535  -0.0358129  0.172277  -0.0339328  
BPS-CFR  0.011714  0.0593781  0.0115244  0.0594006  5.30825e-16  -0.000791893  -0.000791893  -0.0239091  0.385138  -0.154504  
TIPS-CFR  0.0097342  0.0723437  0.0107768  0.0706029  0.000791893  5.51642e-16  4.51028e-16  -0.0581997  0.662779  -0.113426  
IPS-CFR  0.0097342  0.0723437  0.0107768  0.0706029  0.000791893  6.10623e-16  4.996e-16  -0.0581997  0.662779  -0.113426  
PI  0.0680551  -0.0115962  0.0239453  0.0508971  0.0373099  0.0160678  0.0160678  -7.97973e-16  -7.35523e-16  0.0708333  
greed_punisher  -0.0842655  -0.43798  -0.590544  -0.19019  -0.234527  -0.584526  -0.584526  -7.35523e-16  -6.17562e-16  -0.498958  
FP  0.107814  0.0217898  0.107814  0.0217898  0.152955  0.140201  0.140201  -0.0541667  0.369792  -3.88578e-16  
t = 25
CFR  -7.63278e-17  0.0824711  -0.0014994  0.0830688  -0.00606546  -0.0187723  -0.0187723  -0.0812264  0.130301  -0.0743161  
A-CFR  -0.122947  -3.88578e-16  -0.124686  0.000280988  -0.0473749  -0.0605781  -0.0605781  -0.07833  0.306564  -0.00723781  
CFR_IN  0.0014994  0.0769989  4.23273e-16  0.0814801  0.00533102  -0.00344674  -0.00344674  -0.0236581  0.316899  -0.0743161  
A-CFR_IN  -0.123741  -0.000280988  -0.121662  6.59195e-16  -0.0443682  -0.0583047  -0.0583047  -0.0393525  0.183043  -0.00723781  
BPS-CFR  0.00467955  0.0497063  -0.00685118  0.0460139  6.21031e-16  0.00183894  0.00183894  -0.0541049  0.409952  -0.0762765  
TIPS-CFR  0.0158992  0.0653836  0.000562287  0.0627766  -0.00183894  7.07767e-16  6.69603e-16  -0.0299077  0.366656  -0.102631  
IPS-CFR  0.0158992  0.0653836  0.000562287  0.0627766  -0.00183894  6.34909e-16  6.80012e-16  -0.0299077  0.366656  -0.102631  
PI  0.0854428  0.068086  0.0319406  0.0259686  0.050509  0.0242295  0.0242295  1.66533e-16  -0.655208  0.116667  
greed_punisher  -0.0774923  -0.440267  -0.224287  -0.197414  -0.297848  -0.222814  -0.222814  0.822396  -6.00214e-16  -0.525  
FP  0.0896151  -0.00201545  0.0896151  -0.00201545  0.0703931  0.0973749  0.0973749  -0.10625  0.419792  -3.88578e-16  
t = 26
CFR  1.33574e-16  0.179781  -0.00337436  0.181172  0.0107663  0.00387563  0.00387563  -0.0292148  0.0803479  -0.0357982  
A-CFR  -0.189413  -3.747e-16  -0.190975  0.000227684  -0.0414204  0.0632721  0.0632721  -0.0502499  0.30695  0.00456633  
CFR_IN  0.00337436  0.172131  5.16948e-16  0.169668  0.0186569  0.0109012  0.0109012  -0.0673209  0.367801  -0.0357982  
A-CFR_IN  -0.190414  -0.000227684  -0.184775  7.49401e-16  -0.0443836  0.0486505  0.0486505  -0.0281175  0.115792  0.00456633  
BPS-CFR  -0.010915  0.0464728  -0.0190038  0.0484229  6.62664e-16  0.00134437  0.00134437  -0.0559527  0.209718  -0.0131369  
TIPS-CFR  -0.00581953  -0.0392825  -0.0131475  -0.0280125  -0.00134437  5.13478e-16  5.13478e-16  -0.0665759  0.373804  -0.0497094  
IPS-CFR  -0.00581953  -0.0392825  -0.0131475  -0.0280125  -0.00134437  5.13478e-16  5.06539e-16  -0.0665759  0.373804  -0.0497094  
PI  0.0413607  0.0469679  0.061288  0.0168478  0.0521076  0.0601592  0.0601592  -4.33681e-16  2.77556e-17  -0.06875  
greed_punisher  -0.0741727  -0.442736  -0.220636  -0.137896  -0.0898633  -0.221433  -0.221433  2.77556e-17  -7.35523e-16  -0.354167  
FP  0.0241375  -0.00897843  0.0241375  -0.00897843  0.0066139  0.0450788  0.0450788  0.0875  0.496875  -3.88578e-16  
t = 27
CFR  -1.62197e-16  0.258023  0.00100416  0.257235  0.0183042  0.0118348  0.0118348  -0.0476816  0.0645481  0.030916  
A-CFR  -0.167654  -3.88578e-16  -0.174397  0.000237938  0.117478  0.0980476  0.0980476  -0.046209  0.316955  0.0185026  
CFR_IN  -0.00100416  0.255977  4.65773e-16  0.252946  0.0195827  0.0172041  0.0172041  -0.0128169  0.382117  0.030916  
A-CFR_IN  -0.166343  -0.000237938  -0.167234  7.49401e-16  0.110124  0.100182  0.100182  -0.029122  0.218764  0.0185026  
BPS-CFR  -0.0199185  -0.0823973  -0.0212285  -0.0788073  5.72459e-16  0.000998801  0.000998801  -0.0147885  0.236031  0.008625  
TIPS-CFR  -0.013812  -0.0662849  -0.0195567  -0.0676897  -0.000998801  4.92661e-16  5.48173e-16  -0.0159108  0.379405  -0.00688547  
IPS-CFR  -0.013812  -0.0662849  -0.0195567  -0.0676897  -0.000998801  4.64906e-16  4.92661e-16  -0.0159108  0.379405  -0.00688547  
PI  0.0512912  0.0439974  0.0135174  0.0295819  0.0147267  0.0126642  0.0126642  -5.55112e-17  -0.230729  0.0208333  
greed_punisher  -0.0397587  -0.444303  -0.218101  -0.14841  -0.127949  -0.220888  -0.220888  0.535417  -5.86337e-16  -0.351042  
FP  -0.0498019  -0.0181542  -0.0498019  -0.0181542  -0.0139612  0.000309745  0.000309745  -0.1125  0.509115  -3.88578e-16  
t = 28
CFR  -8.97719e-17  0.215669  0.000347563  0.213647  0.0156541  0.0128231  0.0128231  -0.101459  0.0499205  0.0590273  
A-CFR  -0.114851  -2.77556e-16  -0.109969  8.04912e-16  0.0878225  0.0242033  0.0242033  -0.0365103  0.32739  0.0355466  
CFR_IN  -0.000347563  0.206151  5.14346e-16  0.205834  0.0148779  0.013819  0.013819  -0.0507718  0.382922  0.0590273  
A-CFR_IN  -0.11333  -2.77556e-17  -0.108687  6.10623e-16  0.092542  0.0245074  0.0245074  -0.0256705  0.30309  0.0355466  
BPS-CFR  -0.0182076  -0.063588  -0.0174741  -0.0674678  5.58581e-16  0.000732587  0.000732587  -0.05981  0.249037  0.0229733  
TIPS-CFR  -0.0156181  -0.0162794  -0.0168022  -0.0164307  -0.000732587  5.41234e-16  5.41234e-16  -0.0383918  0.383253  0.0215003  
IPS-CFR  -0.0156181  -0.0162794  -0.0168022  -0.0164307  -0.000732587  5.41234e-16  5.6205e-16  -0.0383918  0.383253  0.0215003  
PI  0.0726486  0.04341  0.0423912  0.0235814  0.0547028  0.0389094  0.0389094  -6.10623e-16  -4.33681e-16  0.104167  
greed_punisher  -0.0712222  -0.445961  -0.21748  -0.244915  -0.147506  -0.219394  -0.219394  -4.33681e-16  -7.97973e-16  -0.504167  
FP  -0.0755337  -0.0321598  -0.0755337  -0.0321598  -0.0277456  -0.0259386  -0.0259386  -0.0958333  0.448958  -3.88578e-16  
t = 29
CFR  -1.41814e-16  0.0248008  0.000284894  0.0270141  0.0151293  0.0145554  0.0145554  -0.00577071  0.0247625  0.0661519  
A-CFR  0.0608665  -2.77556e-16  0.0557751  8.04912e-16  0.0206697  0.00578432  0.00578432  -0.0507979  0.295551  0.0411509  
CFR_IN  -0.000284894  0.0290886  4.67508e-16  0.023415  0.0158383  0.0148492  0.0148492  0.0103715  0.336191  0.0661519  
A-CFR_IN  0.0615176  -2.77556e-17  0.0603045  6.10623e-16  0.0244883  0.00523985  0.00523985  -0.093573  0.310727  0.0411509  
BPS-CFR  -0.0175862  -0.0158405  -0.0184153  -0.0194584  6.245e-16  -0.00208915  -0.00208915  -0.0340786  0.263096  0.0397056  
TIPS-CFR  -0.0174541  -0.00207225  -0.0182238  -0.0018325  0.00213547  6.12357e-16  5.89806e-16  0.0402402  0.404536  0.0367506  
IPS-CFR  -0.0174541  -0.00207225  -0.0182238  -0.0018325  0.00213547  5.89806e-16  6.48787e-16  0.0402402  0.404536  0.0367506  
PI  0.00198324  0.0565943  0.0222286  0.0777732  0.0579332  0.00657021  0.00657021  2.22045e-16  -0.473437  -0.132292  
greed_punisher  -0.0756488  -0.376126  -0.307359  -0.257032  -0.165132  -0.264588  -0.264588  0.797266  -4.33681e-16  -0.504167  
FP  -0.0848953  -0.0345657  -0.0848953  -0.0345657  -0.0490811  -0.0462678  -0.0462678  0.0658854  0.448958  -3.46945e-16  
t = 30
CFR  -7.97973e-17  -0.0347572  0.00142139  -0.034713  0.0192301  0.0174019  0.0174019  -0.0242558  0.177427  0.0180277  
A-CFR  0.130647  -1.249e-16  0.113586  8.02146e-05  0.00212419  0.00175  0.00175  0.0863825  0.332292  0.0476095  
CFR_IN  -0.00142139  -0.0381168  4.23273e-16  -0.0341837  0.0200987  0.0193939  0.0193939  -0.0164841  0.316552  0.0180277  
A-CFR_IN  0.133048  -8.02146e-05  0.129998  6.73073e-16  0.0036858  0.00149256  0.00149256  -0.0192002  0.319458  0.0476095  
BPS-CFR  -0.021481  -0.000314367  -0.0223541  -0.00191992  3.97252e-16  -0.00119289  -0.00119289  0.054544  0.274438  0.0519346  
TIPS-CFR  -0.02099  0.000101464  -0.0228174  -8.13103e-06  0.00123192  3.36536e-16  4.54498e-16  0.00582594  0.263912  0.0503076  
IPS-CFR  -0.02099  0.000101464  -0.0228174  -8.13103e-06  0.00123192  3.57353e-16  3.747e-16  0.00582594  0.263912  0.0503076  
PI  0.0338123  -0.0627941  0.0315325  0.02343  -0.0388976  0.0268747  0.0268747  -4.57967e-16  2.22045e-16  0.0208333  
greed_punisher  -0.134254  -0.37156  -0.158349  -0.270893  -0.188525  -0.161393  -0.161393  2.22045e-16  -6.10623e-16  -0.504167  
FP  -0.0151634  -0.0424815  -0.0151634  -0.0424815  -0.0655959  -0.0640432  -0.0640432  0.107292  0.448958  -9.02056e-17  
t = 31
CFR  -1.21431e-16  0.0128299  0.000559098  0.0151305  0.0283536  0.0397276  0.0397276  -0.0566224  0.224909  -0.0121454  
A-CFR  0.0371916  -2.01228e-16  0.036315  0.000164671  -0.00757995  -0.00709154  -0.00709154  -0.0910107  0.335148  -0.0130876  
CFR_IN  -0.000537954  0.0018803  4.77916e-16  0.00868239  0.033983  0.0459142  0.0459142  -0.0325844  0.365368  -0.0121454  
A-CFR_IN  0.0357251  -0.000164671  0.038177  6.45317e-16  -0.00735082  -0.0074892  -0.0074892  -0.0447965  0.325754  -0.0130876  
BPS-CFR  -0.0308585  0.00542777  -0.036682  0.0051757  4.38885e-16  -0.00230211  -0.00230211  -0.039706  0.349083  0.0607022  
TIPS-CFR  -0.0444305  0.00520934  -0.051011  0.00527239  0.00239678  4.21538e-16  3.26128e-16  -0.0290861  0.319295  0.0619349  
IPS-CFR  -0.0444305  0.00520934  -0.051011  0.00527239  0.00239678  4.71845e-16  4.31946e-16  -0.0290861  0.319295  0.0619349  
PI  0.0693748  0.0780446  0.0321399  0.0375114  0.0393686  0.0325286  0.0325286  3.33067e-16  -0.405339  0.0645833  
greed_punisher  -0.175033  -0.373122  -0.204893  -0.280908  -0.221266  -0.218431  -0.218431  0.510026  -4.57967e-16  -0.504167  
FP  0.0190742  -0.000251518  0.0190742  -0.000251518  -0.0775438  -0.0798213  -0.0798213  -0.0322917  0.448958  -9.02056e-17  
t = 32
CFR  5.37764e-17  0.00767826  -0.00850354  0.0104441  0.0458339  0.0437092  0.0437092  -0.0323621  0.276989  -0.0232185  
A-CFR  0.00872331  -2.15106e-16  0.0126193  -7.1672e-05  -0.0145408  -0.0207343  -0.0207343  -0.0647663  0.347851  0.00523907  
CFR_IN  0.00857575  0.000534404  4.97866e-16  0.00165362  0.0451042  0.0441916  0.0441916  -0.0383843  0.37421  -0.0232185  
A-CFR_IN  0.00641212  7.1672e-05  0.0121314  6.66134e-16  -0.014983  -0.0157824  -0.0157824  -0.0353632  0.325783  0.00523907  
BPS-CFR  -0.0449822  0.00990096  -0.0437585  0.010294  3.08781e-16  -0.00237044  -0.00237044  -0.056854  0.299025  0.0393327  
TIPS-CFR  -0.0426669  0.0153233  -0.0429125  0.0109158  0.00270262  4.44957e-16  4.52763e-16  -0.0430895  0.335562  0.0370141  
IPS-CFR  -0.0426669  0.0153233  -0.0429125  0.0109158  0.00270262  4.50161e-16  3.43475e-16  -0.0430895  0.335562  0.0370141  
PI  0.0357815  0.0569955  0.0362517  0.033707  0.0497641  0.0437249  0.0437249  -6.17562e-16  -6.17562e-16  -0.15625  
greed_punisher  -0.206437  -0.375076  -0.203352  -0.280995  -0.221709  -0.226721  -0.226721  -6.17562e-16  -6.17562e-16  -0.504167  
FP  0.0357185  -0.0191081  0.0357185  -0.0191081  -0.0393327  -0.0370141  -0.0370141  0.059375  0.448958  6.93889e-18  
t = 33
CFR  -1.93422e-16  -0.0250393  -0.0241382  -0.0235438  0.045471  0.0421551  0.0421551  -0.0539683  0.323216  -0.0448589  
A-CFR  0.029228  -6.245e-17  0.0245966  -0.00108997  -0.034664  -0.0427699  -0.0427699  -0.0270649  0.359375  0.00190667  
CFR_IN  0.0241526  -0.0191531  3.26128e-16  -0.0235713  0.0447872  0.0421381  0.0421381  -0.0319119  0.374329  -0.0448589  
A-CFR_IN  0.0279141  0.00108997  0.0276504  6.10623e-16  -0.0350707  -0.0410349  -0.0410349  -0.00746787  0.325812  0.00190667  
BPS-CFR  -0.0367541  0.0256334  -0.0354895  0.0259636  3.72966e-16  0.0285675  0.0285675  -0.0301259  0.299159  0.040919  
TIPS-CFR  -0.0341029  0.0326052  -0.0338896  0.0309173  -0.0284024  2.498e-16  5.91541e-16  -0.0522864  0.335865  0.0393818  
IPS-CFR  -0.0341029  0.0326052  -0.0338896  0.0309173  -0.0284024  -6.245e-17  2.81025e-16  -0.0522864  0.335865  0.0393818  
PI  0.044477  0.028324  0.0307693  0.0675125  0.0257752  0.0487459  0.0487459  2.08167e-16  -0.666667  0.025  
greed_punisher  -0.240529  -0.375727  -0.203213  -0.281081  -0.221373  -0.225963  -0.225963  0.803385  -6.00214e-16  -0.504167  
FP  0.0448589  -0.00272641  0.0448589  -0.00272641  -0.040919  -0.0393818  -0.0393818  -0.00520833  0.448958  6.93889e-18  
t = 34
CFR  -5.41234e-16  -0.0258594  0.0181208  -0.0260508  0.0506266  0.0372366  0.0372366  -0.0166776  0.328591  0.0622076  
A-CFR  0.030221  3.46945e-17  0.021361  -0.000796879  -0.0553779  -0.0623203  -0.0623203  -0.0313679  0.359375  -0.0248206  
CFR_IN  -0.0178074  -0.0152117  7.14706e-16  -0.0229501  0.0458696  0.0340172  0.0340172  -0.028425  0.37445  0.0622076  
A-CFR_IN  0.030016  0.000796879  0.0276994  7.49401e-16  -0.0559888  -0.0593263  -0.0593263  0.0681524  0.32584  -0.0248206  
BPS-CFR  -0.0193878  0.0416656  -0.0133546  0.0423138  5.75928e-16  0.00151757  0.00151757  0.0140585  0.299289  0.0439811  
TIPS-CFR  -0.00842303  0.0487196  -0.00443573  0.0460235  -0.00172474  4.996e-16  7.42462e-16  0.000765088  0.336128  0.0435227  
IPS-CFR  -0.00842303  0.0487196  -0.00443573  0.0460235  -0.00172474  3.19189e-16  4.996e-16  0.000765088  0.336128  0.0435227  
PI  0.0188493  0.03733  0.0198784  -0.0155268  -0.00644588  -6.25505e-05  -6.25505e-05  -6.00214e-16  -1.94289e-16  0.129167  
greed_punisher  -0.243894  -0.375727  -0.203072  -0.281166  -0.221049  -0.225304  -0.225304  -1.94289e-16  -7.35523e-16  -0.514583  
FP  -0.0704192  0.0290188  -0.0704192  0.0290188  -0.0439811  -0.0435227  -0.0435227  -0.15  0.48125  6.93889e-18  
t = 35
CFR  -3.05311e-16  -0.0207786  0.0159443  -0.0217496  -0.0658936  -0.0453409  -0.0453409  0.0345983  0.349249  0.0880833  
A-CFR  0.0265439  -6.93889e-17  0.018939  -0.000880066  -0.0703336  -0.0745167  -0.0745167  -0.0405967  0.359375  -0.0215381  
CFR_IN  -0.0160883  -0.0121308  5.84602e-16  -0.018608  -0.0651864  -0.0417953  -0.0417953  -0.0335609  0.238209  0.0880833  
A-CFR_IN  0.027168  0.000880066  0.0246128  6.38378e-16  -0.0706229  -0.0708507  -0.0708507  -0.0160776  0.325868  -0.0215381  
BPS-CFR  0.112684  0.0557018  0.111033  0.055995  4.89192e-16  -0.0100649  -0.0100649  -0.0564074  0.299415  0.0357157  
TIPS-CFR  0.0919336  0.0605496  0.0883711  0.0572517  0.0097834  5.34295e-16  6.00214e-16  -0.0123107  0.336362  0.035918  
IPS-CFR  0.0919336  0.0605496  0.0883711  0.0572517  0.0097834  3.60822e-16  4.64906e-16  -0.0123107  0.336362  0.035918  
PI  -0.0370008  0.0415419  0.0152527  0.0292061  0.0851853  0.0186541  0.0186541  -1.94289e-16  -0.2625  0.0979167  
greed_punisher  -0.257667  -0.375727  -0.182906  -0.281251  -0.220733  -0.22472  -0.22472  0.535417  -5.86337e-16  -0.497917  
FP  -0.0979584  0.0303163  -0.0979584  0.0303163  -0.0357157  -0.035918  -0.035918  -0.0895833  0.457812  -3.46945e-17  
t = 36
CFR  -1.61329e-16  -0.0191676  0.00762274  -0.0201283  -0.0798284  -0.084281  -0.084281  -0.0760483  0.364108  0.0819541  
A-CFR  0.0259661  -3.46945e-17  0.0209333  -0.00103782  -0.0796459  -0.0851449  -0.0851449  0.0470334  0.376284  0.0173223  
CFR_IN  -0.00762604  -0.0135354  5.24754e-16  -0.0163048  -0.0813227  -0.0865013  -0.0865013  -0.0276604  0.238715  0.0819541  
A-CFR_IN  0.0266986  0.00103782  0.0233542  6.45317e-16  -0.0786163  -0.0828531  -0.0828531  -0.0395034  0.325896  0.0173223  
BPS-CFR  0.0983786  0.0649562  0.0999129  0.0641853  3.60822e-16  -0.00586524  -0.00586524  -0.00951578  0.284955  0.0393037  
TIPS-CFR  0.105778  0.0708274  0.108304  0.068187  0.00583307  4.31946e-16  5.13478e-16  -0.0843436  0.336573  0.0401366  
IPS-CFR  0.105778  0.0708274  0.108304  0.068187  0.00583307  3.53884e-16  4.16334e-16  -0.0843436  0.336573  0.0401366  
PI  0.0743562  -0.0378657  0.0165053  0.0390089  0.0184024  0.0824484  0.0824484  -7.35523e-16  -5.86337e-16  -0.177083  
greed_punisher  -0.267097  -0.3823  -0.183159  -0.281335  -0.225787  -0.224192  -0.224192  -5.86337e-16  -7.97973e-16  -0.497917  
FP  -0.0870673  -0.00934955  -0.0870673  -0.00934955  -0.0393037  -0.0401366  -0.0401366  0.227083  0.457812  3.46945e-17  
t = 37
CFR  -7.84962e-17  -0.0178356  -0.000312656  -0.0177768  -0.0266586  -0.0316757  -0.0316757  -0.046476  0.377358  0.0141958  
A-CFR  0.0259301  3.81639e-17  0.0214305  -0.00134905  -0.0893561  -0.0844529  -0.0844529  -0.0885871  0.391273  0.0781989  
CFR_IN  0.000312656  -0.0131931  4.93529e-16  -0.0131859  -0.028575  -0.0342842  -0.0342842  0.0481299  0.239251  0.0141958  
A-CFR_IN  0.0258278  0.00134905  0.0215192  5.30825e-16  -0.0888887  -0.0866513  -0.0866513  -0.034384  0.325924  0.0781989  
BPS-CFR  0.0303573  0.0735693  0.0333753  0.0732105  3.88578e-16  -0.00311949  -0.00311949  -0.0288376  0.285076  0.0429202  
TIPS-CFR  0.0360737  0.0712838  0.0385342  0.0726893  0.00311949  3.46945e-16  4.3715e-16  -0.0144919  0.341439  0.0446438  
IPS-CFR  0.0360737  0.0712838  0.0385342  0.0726893  0.00311949  3.1225e-16  3.81639e-16  -0.0144919  0.341439  0.0446438  
PI  0.0505238  0.0674955  -0.0239908  0.035132  0.013579  0.00483693  0.00483693  2.22045e-16  -0.691667  0.2  
greed_punisher  -0.27671  -0.388127  -0.183428  -0.281418  -0.225444  -0.223711  -0.223711  1.09323  -4.33681e-16  -0.5  
FP  -0.00936874  -0.0797377  -0.00936874  -0.0797377  -0.0429202  -0.0446438  -0.0446438  -0.105208  0.464062  1.89952e-16  
t = 38
CFR  -4.68375e-17  -0.0189944  -0.000219302  -0.0201817  -0.00815486  -0.00813973  -0.00813973  -0.0201754  0.395575  -0.0665661  
