learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
TIPS-CFR  0.246763  0.578185  0.0670469  0.0601925  0.60812  0.0934775  0.423264  0.0736665  0.481988  0.166275  0.0934838  
CSPS-CFR  0.248096  0.589359  0.0656241  0.0551082  0.608414  0.0930494  0.423254  0.0740037  0.610824  0.166098  0.0935168  
CFPS-CFR  0.249334  0.589693  0.077723  0.0708908  0.610428  0.102388  0.423202  0.0837897  0.514523  0.170159  0.102401  
CFPS-CFR_EX+IN  0.263265  0.498109  0.0635316  0.0567274  0.539495  0.0983337  0.320793  0.0737966  0.343429  0.241292  0.0984045  
TIPS-CFR_EX+IN  0.272298  0.465628  0.0570164  0.0746375  0.58337  0.0855267  0.354654  0.0661917  0.326738  0.170113  0.0855907  
BEHAV-CFR  0.250222  0.557213  0.0670358  0.0601913  0.607353  0.093471  0.410394  0.0736571  0.487728  0.165226  0.0934772  
BR  0.543827  0.872597  0.30795  0.270093  0.799408  0.353411  0.924017  0.326126  0.763044  0.589911  0.353422  
t = 8
CFR  0.196412  0.493788  0.0788802  0.13302  0.302061  0.149582  0.38142  0.119458  0.268243  0.214309  0.149594  
CFR_EX+IN  0.215905  0.494378  0.0349056  0.122313  0.274925  0.116336  0.380399  0.0804974  0.231309  0.190234  0.116333  
CFR_IN  0.192613  0.552904  0.0842918  0.0711908  0.286584  0.0960261  0.386169  0.0878499  0.221388  0.144161  0.0960195  
A-CFR_IN  0.0623247  0.408909  0.067604  0.0777578  0.44144  0.079992  0.21876  0.0719548  0.559723  0.320864  0.0799259  
BPS-CFR  0.334781  0.500501  0.0755866  0.13393  0.295184  0.150096  0.287127  0.119704  0.215513  0.186144  0.150102  
TIPS-CFR  0.182948  0.320406  0.0553397  0.0702521  0.246438  0.0799282  0.293425  0.0667829  0.201013  0.120677  0.0799282  
CSPS-CFR  0.18386  0.547778  0.0638218  0.0839613  0.24655  0.079973  0.381959  0.0720121  0.222211  0.122873  0.0804036  
CFPS-CFR  0.189889  0.451017  0.0689991  0.0687808  0.291345  0.08766  0.386362  0.0774118  0.201518  0.12964  0.0876481  
CFPS-CFR_EX+IN  0.253147  0.498478  0.0325005  0.123353  0.267222  0.116755  0.276933  0.0816737  0.223372  0.166554  0.116756  
TIPS-CFR_EX+IN  0.219772  0.479928  0.036048  0.145908  0.276945  0.114537  0.467685  0.0854869  0.220518  0.128829  0.114507  
BEHAV-CFR  0.182581  0.304663  0.0553371  0.0702514  0.248898  0.0799288  0.271423  0.0667796  0.200305  0.128893  0.0799282  
BR  0.552221  0.822966  0.275633  0.212141  0.609511  0.270348  0.826262  0.259022  0.630704  0.328933  0.270393  
t = 9
CFR  0.145642  0.249887  0.093534  0.126889  0.321061  0.200782  0.502907  0.131205  0.244353  0.106491  0.200787  
CFR_EX+IN  0.151439  0.369264  0.0408623  0.121207  0.302787  0.195895  0.439712  0.116434  0.222588  0.104727  0.195853  
CFR_IN  0.143102  0.523684  0.1  0.0828762  0.275916  0.102382  0.32  0.121086  0.19775  0.1029  0.102384  
A-CFR_IN  0.290547  0.474828  0.1  0.0846251  0.434512  0.086012  0.176919  0.0814437  0.456982  0.136298  0.086028  
BPS-CFR  0.18495  0.248597  0.089096  0.12806  0.288152  0.200782  0.388998  0.131205  0.205274  0.0966046  0.200787  
TIPS-CFR  0.134123  0.491666  0.1  0.0891662  0.273718  0.0798436  0.216987  0.05624  0.123944  0.105511  0.0798475  
CSPS-CFR  0.13635  0.218877  0.115432  0.111786  0.281864  0.0769943  0.32  0.0683622  0.138418  0.108548  0.0778628  
CFPS-CFR  0.143856  0.494372  0.1  0.0787083  0.27736  0.0942397  0.32  0.0937591  0.234668  0.0998441  0.0942421  
CFPS-CFR_EX+IN  0.17499  0.422379  0.0357227  0.121296  0.2865  0.197436  0.429384  0.121172  0.191581  0.0942248  0.197419  
TIPS-CFR_EX+IN  0.153135  0.480278  0.0433929  0.154955  0.27241  0.201304  0.653781  0.13029  0.173605  0.0799562  0.201305  
BEHAV-CFR  0.130782  0.491288  0.1  0.0891644  0.274673  0.0798392  0.274092  0.0562253  0.123168  0.107571  0.0798426  
BR  0.49537  0.833703  0.3  0.208965  0.566318  0.257434  0.8768  0.286701  0.575506  0.320382  0.257488  
t = 10
CFR  0.122819  0.254234  0.0959524  0.109369  0.247317  0.100132  0.208637  0.1  0.165834  0.0474339  0.100133  
CFR_EX+IN  0.102721  0.259322  0.0968664  0.107738  0.24302  0.100182  0.193223  0.1  0.178578  0.049419  0.100183  
CFR_IN  0.0558694  0.259543  0.109444  0.10954  0.243947  0.100394  0.1876  0.1  0.152912  0.0495501  0.100394  
A-CFR_IN  0.224537  0.553844  0.097185  0.0994348  0.395909  0.10033  0.154381  0.1  0.316592  0.0544897  0.100336  
BPS-CFR  0.0860656  0.282014  0.0965214  0.111563  0.223771  0.100474  0.211894  0.1  0.155382  0.0462939  0.100515  
TIPS-CFR  0.0427481  0.398987  0.0996258  0.129743  0.152703  0.106035  0.190813  0.10709  0.244577  0.0544897  0.106049  
CSPS-CFR  0.0458516  0.2275  0.158064  0.154956  0.20588  0.115313  0.190592  0.119398  0.147585  0.0544897  0.115328  
CFPS-CFR  0.0581694  0.435397  0.110064  0.108551  0.219855  0.100297  0.188744  0.1  0.20985  0.0522369  0.100307  
CFPS-CFR_EX+IN  0.0632586  0.287485  0.0996424  0.108054  0.214382  0.100422  0.205508  0.1  0.146776  0.049552  0.100453  
TIPS-CFR_EX+IN  0.0463286  0.309046  0.13921  0.151214  0.177081  0.118668  0.243902  0.120745  0.146422  0.0517959  0.119456  
BEHAV-CFR  0.0382511  0.414827  0.0994939  0.129744  0.153817  0.10603  0.190812  0.107088  0.250083  0.0544897  0.106042  
BR  0.364152  0.7742  0.331931  0.221321  0.469853  0.315792  0.586426  0.298963  0.517535  0.354051  0.316685  
t = 11
CFR  0.113242  0.276522  0.115967  0.129258  0.219093  0.112272  0.19  0.0954833  0.0948457  0.0535835  0.112146  
CFR_EX+IN  0.111421  0.238562  0.125331  0.125497  0.227061  0.113075  0.19  0.0966669  0.100518  0.05  0.112942  
CFR_IN  0.107234  0.228816  0.122569  0.129063  0.276992  0.116416  0.19  0.110867  0.103157  0.05  0.116256  
A-CFR_IN  0.179186  0.509713  0.165351  0.0998502  0.356773  0.112572  0.183544  0.0954013  0.142899  0.05  0.112315  
BPS-CFR  0.0990692  0.273621  0.119143  0.129693  0.199904  0.113773  0.217432  0.0963746  0.0794785  0.05  0.113699  
TIPS-CFR  0.111319  0.399837  0.181809  0.152745  0.194886  0.126683  0.197234  0.120197  0.138862  0.05  0.1266  
CSPS-CFR  0.114459  0.339458  0.291311  0.174365  0.256337  0.15027  0.19  0.166136  0.108074  0.05  0.150173  
CFPS-CFR  0.111078  0.40654  0.125844  0.129046  0.272403  0.11325  0.19  0.111235  0.112314  0.05  0.113046  
CFPS-CFR_EX+IN  0.102674  0.269791  0.124488  0.126608  0.209405  0.113894  0.197965  0.100325  0.0857011  0.05  0.113803  
TIPS-CFR_EX+IN  0.0868874  0.275606  0.215257  0.174002  0.235664  0.171462  0.19  0.166199  0.129018  0.05  0.172204  
BEHAV-CFR  0.108171  0.357604  0.181808  0.152739  0.199871  0.126713  0.198212  0.120037  0.138717  0.05  0.126647  
BR  0.390765  0.705015  0.376305  0.217948  0.412633  0.395925  0.586801  0.336201  0.409552  0.35  0.396199  
t = 12
CFR  0.0969819  0.221387  0.1704  0.159934  0.217732  0.124722  0.279134  0.105114  0.0425506  0.114488  0.12425  
CFR_EX+IN  0.0938784  0.208173  0.188008  0.154424  0.252979  0.128156  0.243497  0.11046  0.0633988  0.0581592  0.127752  
CFR_IN  0.0932477  0.259907  0.131439  0.150974  0.271524  0.162016  0.206034  0.110816  0.0605192  0.0223353  0.161501  
A-CFR_IN  0.108418  0.320141  0.202744  0.1  0.289089  0.118457  0.261464  0.153764  0.0699387  0.0223353  0.118434  
BPS-CFR  0.0822772  0.199687  0.170683  0.159302  0.202373  0.130496  0.272983  0.10775  0.0541946  0.110954  0.130181  
TIPS-CFR  0.109088  0.28273  0.279168  0.174707  0.264262  0.152739  0.217957  0.222712  0.0826951  0.0223353  0.152809  
CSPS-CFR  0.109129  0.248048  0.187143  0.19522  0.267915  0.26337  0.21284  0.237359  0.0755408  0.0273069  0.262814  
CFPS-CFR  0.10916  0.329635  0.20569  0.150931  0.270117  0.148996  0.206042  0.120084  0.0530472  0.0223353  0.148388  
CFPS-CFR_EX+IN  0.0792789  0.191918  0.192264  0.152892  0.239612  0.140136  0.256543  0.110052  0.0579755  0.0424757  0.13977  
TIPS-CFR_EX+IN  0.0788464  0.197361  0.183311  0.195107  0.264662  0.327001  0.220962  0.240534  0.148427  0.0555329  0.327115  
BEHAV-CFR  0.108995  0.246981  0.279168  0.174704  0.268449  0.152757  0.230341  0.222709  0.0826878  0.0223353  0.152845  
BR  0.453023  0.541529  0.406294  0.216662  0.395617  0.493559  0.604092  0.35172  0.361963  0.322335  0.493209  
t = 13
CFR  0.100426  0.18168  0.188858  0.172024  0.164537  0.0748531  0.166319  0.0356304  0.0438514  0.0836274  0.074622  
CFR_EX+IN  0.139247  0.196566  0.216616  0.171231  0.168526  0.0636758  0.166646  0.0482904  0.0629318  0.0652259  0.0636794  
CFR_IN  0.170668  0.332911  0.181252  0.172649  0.303377  0.0758858  0.177843  0.0309042  0.00294187  -0.060952  0.0743029  
A-CFR_IN  0.19259  0.23351  0.144777  0.1  0.196729  0.0554677  0.300585  0.0580952  -0.00670789  -0.0677713  0.0555768  
BPS-CFR  0.0897066  0.152975  0.201223  0.173133  0.214032  0.0894166  0.184352  0.0386015  0.0571781  0.0841978  0.0893632  
TIPS-CFR  0.185265  0.321664  0.266966  0.196298  0.276077  0.148079  0.154118  0.163256  0.16922  -0.0633341  0.14794  
CSPS-CFR  0.176135  0.220742  0.241753  0.154955  0.172806  0.114712  0.160237  0.0307851  0.125346  0.0136948  0.114351  
CFPS-CFR  0.174698  0.342651  0.21613  0.169405  0.315324  0.0824087  0.172281  0.0761282  0.000677663  -0.0625426  0.081674  
CFPS-CFR_EX+IN  0.129556  0.183638  0.229099  0.170895  0.196609  0.0774805  0.173165  0.050872  0.0613416  0.0600594  0.0777461  
TIPS-CFR_EX+IN  0.141058  0.152168  0.221399  0.162121  0.181275  0.185896  0.164711  0.0629111  0.148298  0.0735543  0.185848  
BEHAV-CFR  0.185019  0.286263  0.266966  0.196294  0.268118  0.147793  0.182618  0.16325  0.169146  -0.0633343  0.147703  
BR  0.471907  0.43448  0.47712  0.216662  0.5313  0.459724  0.615165  0.240079  0.293292  0.266786  0.460665  
t = 14
CFR  0.0632393  0.114096  0.271807  0.184647  0.157246  0.293964  0.064428  0.160944  0.0608266  0.0329186  0.293272  
CFR_EX+IN  0.089002  0.168413  0.292653  0.187296  0.176302  0.29268  0.0858547  0.1784  0.0690839  0.0684196  0.292099  
CFR_IN  0.234673  0.190673  0.217131  0.192953  0.403872  0.245212  0.1  0.159161  0.0818487  -0.104901  0.243163  
A-CFR_IN  0.250569  0.156889  0.0936128  0.1  0.219626  0.162342  0.175  0.0459504  -0.0522861  -0.191451  0.16191  
BPS-CFR  0.024718  0.107963  0.283229  0.187278  0.205864  0.306875  0.0581548  0.173968  0.0622678  0.0400699  0.306427  
TIPS-CFR  0.234218  0.220088  0.231694  0.201487  0.194694  0.187942  0.078184  0.0295729  0.247714  -0.0972139  0.187959  
CSPS-CFR  0.234529  0.218006  0.207134  0.202276  0.284443  0.24292  0.1  0.168894  0.247714  0.0011223  0.242549  
CFPS-CFR  0.234673  0.216648  0.23553  0.190376  0.404172  0.283482  0.1  0.160747  0.0723506  -0.11359  0.282363  
CFPS-CFR_EX+IN  0.0878064  0.185033  0.302355  0.188913  0.200375  0.302596  0.0710377  0.193531  0.0704572  0.0604207  0.302185  
