learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
t = 0
CFR  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
CFR_EX+IN  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
CFR_IN  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
A-CFR_IN  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
BPS-CFR  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
TIPS-CFR  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
CSPS-CFR  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
CFPS-CFR  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
CFPS-CFR_EX+IN  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
TIPS-CFR_EX+IN  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
BEHAV-CFR  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  -0.171347  
BR  1.27701  1.27701  1.27701  1.27701  1.27701  1.27701  1.27701  1.27701  1.27701  1.27701  1.27701  
t = 1
CFR  0.0331238  0.0269957  -0.0309922  -0.0309922  0.0331238  -0.0309922  -0.0309922  -0.0309922  0.0269957  0.0269957  -0.0309922  
CFR_EX+IN  0.0385746  0.0324522  -0.0256361  -0.0256361  0.0385746  -0.0256361  -0.0256361  -0.0256361  0.0324522  0.0324522  -0.0256361  
CFR_IN  0.0859857  0.0803938  0.025  0.025  0.0859857  0.025  0.025  0.025  0.0803938  0.0803938  0.025  
A-CFR_IN  0.0859857  0.0803938  0.025  0.025  0.0859857  0.025  0.025  0.025  0.0803938  0.0803938  0.025  
BPS-CFR  0.0331238  0.0269957  -0.0309922  -0.0309922  0.0331238  -0.0309922  -0.0309922  -0.0309922  0.0269957  0.0269957  -0.0309922  
TIPS-CFR  0.0859857  0.0803938  0.025  0.025  0.0859857  0.025  0.025  0.025  0.0803938  0.0803938  0.025  
CSPS-CFR  0.0859857  0.0803938  0.025  0.025  0.0859857  0.025  0.025  0.025  0.0803938  0.0803938  0.025  
CFPS-CFR  0.0859857  0.0803938  0.025  0.025  0.0859857  0.025  0.025  0.025  0.0803938  0.0803938  0.025  
CFPS-CFR_EX+IN  0.0385746  0.0324522  -0.0256361  -0.0256361  0.0385746  -0.0256361  -0.0256361  -0.0256361  0.0324522  0.0324522  -0.0256361  
TIPS-CFR_EX+IN  0.0385746  0.0324522  -0.0256361  -0.0256361  0.0385746  -0.0256361  -0.0256361  -0.0256361  0.0324522  0.0324522  -0.0256361  
BEHAV-CFR  0.0859857  0.0803938  0.025  0.025  0.0859857  0.025  0.025  0.025  0.0803938  0.0803938  0.025  
BR  0.125474  0.121964  0.1  0.1  0.125474  0.1  0.1  0.1  0.121964  0.121964  0.1  
t = 2
CFR  0.041048  0.0426898  0.0392231  0.0332278  0.0412541  0.0332278  0.0385685  0.0364196  0.043498  0.0474263  0.0332278  
CFR_EX+IN  0.0427489  0.0444867  0.0439634  0.0389088  0.0429996  0.0389088  0.0442852  0.0416024  0.0454735  0.050443  0.0389088  
CFR_IN  0.0494153  0.0549843  0.0805031  0.0883465  0.0498711  0.0883465  0.0921006  0.0841813  0.0568802  0.0671014  0.0883465  
A-CFR_IN  0.0537667  0.0550637  0.095184  0.103027  0.0540983  0.103027  0.107568  0.0988621  0.0562241  0.063284  0.103027  
BPS-CFR  0.0421017  0.0440982  0.0425045  0.0366668  0.042314  0.0366668  0.0420651  0.0397762  0.0449425  0.0488861  0.0366668  
TIPS-CFR  0.0675228  0.0728265  0.095184  0.103027  0.0682232  0.103027  0.107568  0.0988621  0.0753259  0.0872164  0.103027  
CSPS-CFR  0.0665373  0.0718856  0.0976045  0.106409  0.0671588  0.106409  0.110694  0.102307  0.0742189  0.0854981  0.106409  
CFPS-CFR  0.0572566  0.0629181  0.0878436  0.0956869  0.0577443  0.0956869  0.0998344  0.0915217  0.0650107  0.0758348  0.0956869  
CFPS-CFR_EX+IN  0.0447322  0.0470699  0.0489248  0.044052  0.0449955  0.044052  0.0495619  0.0466511  0.0481267  0.0532315  0.044052  
TIPS-CFR_EX+IN  0.0490089  0.0528793  0.0564601  0.0518323  0.049395  0.0518323  0.0575719  0.0543043  0.0543097  0.060488  0.0518323  
BEHAV-CFR  0.0673903  0.0724951  0.095184  0.103027  0.0680596  0.103027  0.107568  0.0988621  0.0748613  0.0860274  0.103027  
BR  0.127615  0.137727  0.171762  0.39616  0.131447  0.39616  0.403007  0.279343  0.148483  0.209782  0.39616  
t = 3
CFR  0.0807597  0.105956  0.0971153  0.276961  0.107686  0.276961  0.499768  0.0996391  0.134467  0.209469  0.276961  
CFR_EX+IN  0.0808457  0.103492  0.117629  0.261601  0.107618  0.261601  0.541855  0.137549  0.136379  0.204824  0.261601  
CFR_IN  0.0669017  0.0699606  0.223955  0.233328  0.0847166  0.233328  0.742482  0.232349  0.0939306  0.137332  0.233328  
A-CFR_IN  0.124437  0.139882  0.23099  0.239872  0.168311  0.239872  0.322733  0.239134  0.221651  0.204406  0.239872  
BPS-CFR  0.075983  0.0970283  0.109721  0.300591  0.100331  0.300591  0.555027  0.112163  0.125438  0.194505  0.300591  
TIPS-CFR  0.0475203  0.0440678  0.23099  0.239872  0.0566997  0.239872  0.73459  0.239134  0.0633522  0.0981992  0.239872  
CSPS-CFR  0.0550431  0.0525236  0.231283  0.24009  0.0649115  0.24009  0.771561  0.239389  0.0710741  0.105787  0.2409  
CFPS-CFR  0.0566377  0.0550739  0.22992  0.239079  0.0692976  0.239079  0.762048  0.238206  0.0756249  0.113553  0.239079  
CFPS-CFR_EX+IN  0.0757248  0.0962737  0.131905  0.290904  0.0993462  0.290904  0.605998  0.155758  0.126561  0.189372  0.290904  
TIPS-CFR_EX+IN  0.0657512  0.0798564  0.153807  0.329401  0.0847033  0.329401  0.700707  0.182597  0.105856  0.154769  0.329401  
BEHAV-CFR  0.0486779  0.0453451  0.23099  0.239872  0.0580896  0.239872  0.711702  0.239134  0.0645784  0.0977968  0.239872  
BR  0.280598  0.403233  0.739737  0.819072  0.360755  0.819072  1.64892  0.801122  0.49212  0.642532  0.819072  
t = 4
CFR  0.062044  0.0532343  0.278928  0.321666  0.0576448  0.289277  0.159293  0.264946  0.047597  0.0473009  0.289277  
CFR_EX+IN  0.0633767  0.0525552  0.239753  0.290791  0.0574362  0.253786  0.159147  0.233202  0.0460609  0.0429403  0.253786  
CFR_IN  0.0678314  0.0584143  0.133967  0.177658  0.0639134  0.133335  0.109384  0.133413  0.0494202  0.0348085  0.133335  
A-CFR_IN  0.0755298  0.0783009  0.132847  0.123325  0.0842742  0.132972  0.135699  0.0249835  0.0816084  0.0463578  0.132972  
BPS-CFR  0.0648069  0.0543618  0.232593  0.28232  0.059088  0.245521  0.159164  0.21993  0.0482609  0.0455964  0.245521  
