learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
TIPS-CFR_EX+IN  20.5762  20.5802  20.6236  20.6145  20.5784  20.6171  20.6202  20.6255  20.5818  20.5812  20.6171  
BEHAV-CFR  20.6187  20.6171  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.6171  20.6171  20.6587  
t = 12
CFR  20.5779  20.5928  20.621  20.6131  20.5797  20.621  20.621  20.621  20.5936  20.5928  20.621  
CFR_EX+IN  20.5928  20.6111  20.6668  20.65  20.5941  20.6594  20.6667  20.6668  20.6111  20.611  20.6594  
CFR_IN  20.621  20.6668  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.6668  20.6668  20.6587  
A-CFR_IN  20.6131  20.65  20.6508  20.6429  20.6131  20.6508  20.6508  20.6386  20.65  20.65  20.6508  
BPS-CFR  20.5797  20.5941  20.621  20.6131  20.5816  20.621  20.621  20.621  20.5949  20.5939  20.621  
TIPS-CFR  20.621  20.6594  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.6594  20.6594  20.6587  
CSPS-CFR  20.621  20.6667  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.6667  20.6646  20.6587  
CFPS-CFR  20.621  20.6668  20.6587  20.6386  20.621  20.6587  20.6587  20.6587  20.6668  20.6668  20.6587  
CFPS-CFR_EX+IN  20.5936  20.6111  20.6668  20.65  20.5949  20.6594  20.6667  20.6668  20.6111  20.611  20.6594  
TIPS-CFR_EX+IN  20.5928  20.611  20.6668  20.65  20.5939  20.6594  20.6646  20.6668  20.611  20.6109  20.6594  
BEHAV-CFR  20.621  20.6594  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.6594  20.6594  20.6587  
t = 13
CFR  20.5833  20.6239  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6239  20.624  20.621  
CFR_EX+IN  20.6239  20.6915  20.7241  20.7139  20.6239  20.7177  20.724  20.724  20.6915  20.6916  20.7177  
CFR_IN  20.621  20.7241  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7241  20.7241  20.6587  
A-CFR_IN  20.6131  20.7139  20.6508  20.6429  20.6131  20.6508  20.6508  20.6474  20.7139  20.7139  20.6508  
BPS-CFR  20.5833  20.6239  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6239  20.624  20.621  
TIPS-CFR  20.621  20.7177  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7177  20.7177  20.6587  
CSPS-CFR  20.621  20.724  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.724  20.724  20.6587  
CFPS-CFR  20.621  20.724  20.6587  20.6474  20.621  20.6587  20.6587  20.6587  20.724  20.724  20.6587  
CFPS-CFR_EX+IN  20.6239  20.6915  20.7241  20.7139  20.6239  20.7177  20.724  20.724  20.6915  20.6916  20.7177  
TIPS-CFR_EX+IN  20.624  20.6916  20.7241  20.7139  20.624  20.7177  20.724  20.724  20.6916  20.6916  20.7177  
BEHAV-CFR  20.621  20.7177  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7177  20.7177  20.6587  
t = 14
CFR  20.5833  20.6416  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6416  20.6416  20.621  
CFR_EX+IN  20.6416  20.7333  20.7282  20.7202  20.6416  20.7232  20.7282  20.7282  20.7333  20.7333  20.7232  
CFR_IN  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
A-CFR_IN  20.6131  20.7202  20.6508  20.6429  20.6131  20.6508  20.6508  20.6505  20.7202  20.7202  20.6508  
BPS-CFR  20.5833  20.6416  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6416  20.6416  20.621  
TIPS-CFR  20.621  20.7232  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7232  20.7232  20.6587  
CSPS-CFR  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR  20.621  20.7282  20.6587  20.6505  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
CFPS-CFR_EX+IN  20.6416  20.7333  20.7282  20.7202  20.6416  20.7232  20.7282  20.7282  20.7333  20.7333  20.7232  
TIPS-CFR_EX+IN  20.6416  20.7333  20.7282  20.7202  20.6416  20.7232  20.7282  20.7282  20.7333  20.7334  20.7232  
BEHAV-CFR  20.621  20.7232  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7232  20.7232  20.6587  
t = 15
CFR  20.5833  20.6589  20.621  20.6131  20.5833  20.621  20.621  20.621  20.6589  20.6589  20.621  
CFR_EX+IN  20.6589  20.7668  20.7282  20.7202  20.6589  20.7251  20.7282  20.7282  20.7668  20.7669  20.7251  
CFR_IN  20.621  20.7282  20.6587  20.6508  20.621  20.6587  20.6587  20.6587  20.7282  20.7282  20.6587  
A-CFR_IN  20.6131  20.7202  20.6508  20.6429  20.6131  20.6508  20.6508  20.6505  20.7202  20.7202  20.6508  
