learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  -8.8891e-19  0.0559726  0.683902  0.038994  0.57408  -0.00218116  0.0487552  0.0147997  
CFR_EX+IN  0.0590102  2.53985e-17  0.682297  0.0414142  0.572148  -0.000950557  0.0475537  0.0144205  
A-CFR  0.0191242  0.0418058  2.52402e-18  0.0244272  0.579633  -0.00353317  0.0739817  0.0042178  
CFR_IN  0.0249774  0.0629564  0.67563  2.15537e-17  0.548797  -0.000309066  0.0607616  0.0116926  
A-CFR_IN  0.00848466  0.0452539  0.64678  0.0139157  6.88091e-07  -0.0183703  0.0509996  0.0115523  
BPS-CFR  0.0484856  0.0456693  0.683919  0.03702  0.577241  3.02114e-17  0.0495971  0.01463  
TIPS-CFR  0.0234975  0.0492948  0.675002  0.0639836  0.55137  0.0164141  -0.000236596  0.0158752  
IPS-CFR  0.0572375  0.0627262  0.682276  0.035013  0.580192  0.00447459  0.0457759  -0.000410066  
BR  0.914164  0.882343  0.972155  0.905157  0.954048  0.843916  0.812343  0.775631  
