learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  7.29392e-05  0.000144557  0.000335396  0.000271836  0.00031588  0.000103883  0.000278151  0.000136016  
CFR_EX+IN  7.29392e-05  0.000144557  0.000335396  0.000271836  0.00031588  0.000103883  0.000278151  0.000136016  
A-CFR  -0.00103638  0.000136155  -0.00586178  0.000272283  0.000317667  0.000103982  0.000273434  0.000136254  
CFR_IN  7.29392e-05  0.000144557  0.000335396  0.000271836  0.00031588  0.000103883  0.000278151  0.000136016  
A-CFR_IN  7.11756e-05  0.000136155  0.000327966  0.000272283  0.000317667  0.000103982  0.000270126  0.000133832  
BPS-CFR  7.19929e-05  0.000138477  0.000335033  0.0002719  0.000316635  0.000103369  0.000272148  0.000133329  
TIPS-CFR  7.19929e-05  0.000138505  0.000335033  0.000271305  0.000316635  0.000103369  0.000275456  0.000133329  
IPS-CFR  7.19929e-05  0.000138505  0.000335033  0.000271305  0.000316635  0.000103369  0.000275456  0.000133329  
BR  0.117483  0.135999  0.118115  0.126599  0.15093  0.147746  0.152243  0.151754  
