learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
t = 0
CFR  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
CFR_EX+IN  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
CFR_IN  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
A-CFR_IN  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
BPS-CFR  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
TIPS-CFR  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
CSPS-CFR  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
CFPS-CFR  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
CFPS-CFR_EX+IN  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
TIPS-CFR_EX+IN  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
BEHAV-CFR  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  -0.110667  
t = 1
CFR  0.14428  0.139262  0.0983344  0.0983344  0.14428  0.0983344  0.0983344  0.0983344  0.139262  0.139262  0.0983344  
CFR_EX+IN  0.14474  0.139784  0.0999861  0.0999861  0.14474  0.0999861  0.0999861  0.0999861  0.139784  0.139784  0.0999861  
CFR_IN  0.112065  0.107473  0.075  0.075  0.112065  0.075  0.075  0.075  0.107473  0.107473  0.075  
A-CFR_IN  0.112065  0.107473  0.075  0.075  0.112065  0.075  0.075  0.075  0.107473  0.107473  0.075  
BPS-CFR  0.14428  0.139262  0.0983344  0.0983344  0.14428  0.0983344  0.0983344  0.0983344  0.139262  0.139262  0.0983344  
TIPS-CFR  0.112065  0.107473  0.075  0.075  0.112065  0.075  0.075  0.075  0.107473  0.107473  0.075  
CSPS-CFR  0.112065  0.107473  0.075  0.075  0.112065  0.075  0.075  0.075  0.107473  0.107473  0.075  
CFPS-CFR  0.112065  0.107473  0.075  0.075  0.112065  0.075  0.075  0.075  0.107473  0.107473  0.075  
CFPS-CFR_EX+IN  0.14474  0.139784  0.0999861  0.0999861  0.14474  0.0999861  0.0999861  0.0999861  0.139784  0.139784  0.0999861  
TIPS-CFR_EX+IN  0.14474  0.139784  0.0999861  0.0999861  0.14474  0.0999861  0.0999861  0.0999861  0.139784  0.139784  0.0999861  
BEHAV-CFR  0.112065  0.107473  0.075  0.075  0.112065  0.075  0.075  0.075  0.107473  0.107473  0.075  
t = 2
CFR  1.18993  1.38612  0.849706  0.293623  1.35064  0.917345  0.904224  0.897863  1.54888  1.77622  0.864838  
CFR_EX+IN  1.30351  1.51374  0.877847  0.317544  1.47818  0.939921  0.924185  0.924801  1.6883  1.93076  0.885356  
CFR_IN  0.525375  0.570022  0.357445  0.36633  0.565884  0.36633  0.368368  0.361838  0.607121  0.658213  0.36633  
A-CFR_IN  0.289293  0.303427  0.368388  0.377273  0.301748  0.377273  0.37931  0.37278  0.315266  0.332143  0.377273  
BPS-CFR  1.27848  1.48728  0.875857  0.314619  1.4489  0.944394  0.931294  0.92451  1.65956  1.89986  0.891799  
TIPS-CFR  0.550303  0.59478  0.368388  0.377273  0.592307  0.377273  0.379311  0.37278  0.633031  0.685694  0.377273  
CSPS-CFR  0.549502  0.593204  0.40128  0.412902  0.591229  0.412902  0.416208  0.399226  0.631152  0.683409  0.412902  
CFPS-CFR  0.540464  0.585742  0.362916  0.371801  0.582106  0.371801  0.373158  0.367309  0.623802  0.6762  0.371801  
CFPS-CFR_EX+IN  1.38801  1.60917  0.899746  0.335619  1.57195  0.962473  0.946747  0.947064  1.79254  2.04694  0.907848  
TIPS-CFR_EX+IN  1.49917  1.73418  0.928428  0.359227  1.69531  0.992022  0.976312  0.976229  1.92908  2.1991  0.937317  
BEHAV-CFR  0.547918  0.592198  0.368388  0.377273  0.589642  0.377273  0.379311  0.37278  0.630218  0.682576  0.377273  
t = 3
CFR  1.11077  1.10444  3.06577  0.804407  1.10425  3.05631  3.08134  3.03845  1.1016  1.0994  3.08321  
CFR_EX+IN  1.10351  1.10073  3.08204  0.812312  1.10061  3.07731  3.10353  3.05711  1.09926  1.09801  3.1051  
CFR_IN  0.6143  0.617723  0.81437  0.815431  0.637063  0.815431  1.19363  0.814904  0.61616  0.613638  0.815431  
A-CFR_IN  0.738455  0.75471  0.815575  0.816511  0.756496  0.816511  0.816621  0.816046  0.759241  0.75921  0.816511  
BPS-CFR  1.10377  1.10091  3.10581  0.81679  1.10078  3.09336  3.11831  3.07696  1.09942  1.09818  3.12024  
TIPS-CFR  0.606073  0.613442  0.815575  0.816511  0.626887  0.816511  1.16487  0.816046  0.611285  0.608985  0.816511  
CSPS-CFR  0.625175  0.633727  1.46547  0.816638  0.646387  1.36545  3.82681  1.46901  0.631473  0.629068  1.3314  
CFPS-CFR  0.592894  0.597962  0.814977  0.815974  0.614247  0.815974  1.19505  0.815479  0.595808  0.593513  0.815974  
CFPS-CFR_EX+IN  1.10065  1.09905  3.08054  0.815446  1.09901  3.07465  3.10069  3.05451  1.09818  1.0974  3.10218  
TIPS-CFR_EX+IN  1.09836  1.09757  3.07744  0.815438  1.09761  3.07183  3.09768  3.05174  1.09717  1.09679  3.09908  
BEHAV-CFR  0.63379  0.642265  0.815575  0.816511  0.655262  0.816511  1.16487  0.816046  0.639889  0.637355  0.816511  
t = 4
CFR  1.14379  0.886908  0.557809  0.462368  0.565709  0.551808  0.544872  0.544648  0.580335  0.541043  0.52634  
CFR_EX+IN  1.63548  1.37147  0.556089  0.409338  0.573162  0.547531  0.541061  0.54351  0.591621  0.540356  0.525762  
CFR_IN  1.39202  1.40037  0.459836  0.492272  1.39382  0.455857  0.566599  0.45732  1.40151  1.68214  0.455857  
A-CFR_IN  1.20124  1.01827  0.416053  0.452462  1.00707  0.414265  0.453269  0.453309  0.971797  1.00001  0.452807  
BPS-CFR  1.78109  1.7528  0.561601  0.371045  0.95555  0.548417  0.543413  0.546772  0.972394  0.919592  0.52668  
TIPS-CFR  1.37957  1.38558  0.45451  0.489016  1.38106  0.452729  0.482831  0.453252  1.38827  1.67112  0.452729  
CSPS-CFR  1.37743  1.38329  1.67602  0.455954  1.3803  0.953779  1.49164  1.67578  1.3871  1.66911  0.961583  
