learner/env  CFR  CFR_EX+IN  CFR_IN  A-EFR_IN  BPS-EFR  TIPS-EFR  CSPS-EFR  CFPS-EFR  CFPS-EFR_EX+IN  TIPS-EFR_EX+IN  BEHAV-EFR  
t = 0
CFR  (-12.3294, 259.5)  (-12.3294, 82)  (-12.3294, 80)  (-12.3294, 84)  (-12.3294, 88)  (-12.3294, 83)  (-12.3294, 82)  (-12.3294, 84)  (-12.3294, 82)  (-12.3294, 83)  (-12.3294, 83)  
A-EFR_IN  (20.6065, 17)  (20.7202, 30)  (20.6508, 34)  (20.6429, 26.5)  (20.6184, 13)  (20.6508, 29)  (20.6663, 34)  (20.6508, 27)  (20.7202, 25)  (20.7202, 25)  (20.6508, 29)  
BPS-EFR  (20.5843, 13)  (20.6921, 26)  (20.7058, 28)  (20.6184, 27)  (20.5845, 8)  (20.7058, 25)  (20.757, 25)  (20.7058, 26)  (20.6921, 20)  (20.6922, 19)  (20.7056, 23)  
TIPS-EFR  (20.7058, 19)  (20.7282, 36)  (20.6587, 34)  (20.6508, 31)  (20.7058, 14)  (20.6587, 34.5)  (20.6587, 34)  (20.6587, 29)  (20.7282, 29)  (20.7282, 29)  (20.6587, 32)  
CSPS-EFR  (20.757, 17)  (20.7798, 35)  (20.6587, 32)  (20.6663, 33)  (20.757, 12)  (20.6587, 28)  (20.7619, 30.5)  (20.6587, 28)  (20.7798, 33)  (20.7798, 38)  (20.6587, 36)  
CFPS-EFR  (20.7057, 18)  (20.7282, 35)  (20.6587, 32)  (20.6508, 29)  (20.7058, 13)  (20.6587, 28)  (20.6587, 31)  (20.6587, 35.5)  (20.7282, 36)  (20.7282, 33)  (20.6587, 41)  
CFPS-EFR_EX+IN  (20.692, 17)  (20.7976, 33)  (20.7282, 28)  (20.7202, 35)  (20.6921, 12)  (20.7282, 31)  (20.7798, 42)  (20.7282, 39)  (20.7976, 33)  (20.7976, 33)  (20.7282, 42)  
TIPS-EFR_EX+IN  (20.6921, 18)  (20.7976, 33)  (20.7282, 30)  (20.7202, 34)  (20.6922, 13)  (20.7282, 33)  (20.7798, 44)  (20.7282, 44)  (20.7976, 34)  (20.7976, 34)  (20.7282, 43)  
BEHAV-EFR  (20.7056, 19)  (20.7282, 34)  (20.6587, 29)  (20.6508, 33)  (20.7056, 14)  (20.6587, 31)  (20.6587, 41)  (20.6587, 41)  (20.7282, 35)  (20.7282, 37)  (20.6587, 42.5)  
t = 48
CFR  (20.6046, 9)  (20.7292, 22)  (20.7282, 26)  (20.68, 36)  (20.6083, 13)  (20.7282, 31)  (20.7798, 34)  (20.7282, 32)  (20.7292, 29)  (20.7301, 25)  (20.7282, 32)  
CFR_EX+IN  (20.7292, 16)  (20.7976, 32)  (20.7282, 37)  (20.7202, 40)  (20.7306, 17)  (20.7282, 41)  (20.7798, 40)  (20.7282, 39)  (20.7976, 32)  (20.7976, 33)  (20.7282, 38)  
CFR_IN  (20.7282, 15)  (20.7282, 32)  (20.6587, 35)  (20.6508, 37)  (20.7282, 17)  (20.6587, 40)  (20.6587, 39)  (20.6587, 36)  (20.7282, 26)  (20.7282, 27)  (20.6587, 30)  
A-EFR_IN  (20.68, 17)  (20.7202, 30)  (20.6508, 34)  (20.6429, 28.5)  (20.6919, 13)  (20.6508, 29)  (20.6663, 33)  (20.6508, 27)  (20.7202, 22)  (20.7202, 26)  (20.6508, 30)  
BPS-EFR  (20.6083, 12)  (20.7306, 27)  (20.7282, 27)  (20.6919, 28)  (20.6121, 8)  (20.7282, 24)  (20.7798, 25)  (20.7282, 25)  (20.7306, 21)  (20.7314, 18)  (20.7282, 22)  
TIPS-EFR  (20.7282, 19)  (20.7282, 37)  (20.6587, 34)  (20.6508, 32)  (20.7282, 14)  (20.6587, 36.5)  (20.6587, 33)  (20.6587, 30)  (20.7282, 28)  (20.7282, 28)  (20.6587, 31)  
CSPS-EFR  (20.7798, 17)  (20.7798, 36)  (20.6587, 33)  (20.6663, 33)  (20.7798, 12)  (20.6587, 30)  (20.7619, 31.5)  (20.6587, 30)  (20.7798, 32)  (20.7798, 37)  (20.6587, 37)  
CFPS-EFR  (20.7282, 18)  (20.7282, 36)  (20.6587, 35)  (20.6508, 29)  (20.7282, 13)  (20.6587, 28)  (20.6587, 33)  (20.6587, 38)  (20.7282, 34)  (20.7282, 34)  (20.6587, 39)  
CFPS-EFR_EX+IN  (20.7292, 17)  (20.7976, 32)  (20.7282, 29)  (20.7202, 32)  (20.7306, 13)  (20.7282, 31)  (20.7798, 39)  (20.7282, 39)  (20.7976, 32.5)  (20.7976, 34)  (20.7282, 39)  
TIPS-EFR_EX+IN  (20.7301, 18)  (20.7976, 34)  (20.7282, 30)  (20.7202, 35)  (20.7314, 13)  (20.7282, 34)  (20.7798, 43)  (20.7282, 42)  (20.7976, 35)  (20.7976, 35)  (20.7282, 44)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 34)  (20.6587, 31)  (20.6508, 33)  (20.7282, 14)  (20.6587, 31)  (20.6587, 41)  (20.6587, 42)  (20.7282, 33)  (20.7282, 36)  (20.6587, 44.5)  
t = 49
CFR  (20.6638, 10.5)  (20.7565, 24)  (20.7282, 26)  (20.7083, 35)  (20.6654, 13)  (20.7282, 34)  (20.7798, 32)  (20.7282, 34)  (20.7565, 28)  (20.757, 26)  (20.7282, 35)  
CFR_EX+IN  (20.7565, 15)  (20.7976, 32)  (20.7282, 39)  (20.7202, 40)  (20.7573, 17)  (20.7282, 40)  (20.7798, 43)  (20.7282, 38)  (20.7976, 33)  (20.7976, 33)  (20.7282, 41)  
CFR_IN  (20.7282, 16)  (20.7282, 31)  (20.6587, 35)  (20.6508, 38)  (20.7282, 17)  (20.6587, 38)  (20.6587, 39)  (20.6587, 36)  (20.7282, 28)  (20.7282, 29)  (20.6587, 28)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 33)  (20.6429, 28.5)  (20.7202, 13)  (20.6508, 28)  (20.6664, 31)  (20.6508, 27)  (20.7202, 24)  (20.7202, 26)  (20.6508, 30)  
BPS-EFR  (20.6654, 13)  (20.7573, 27)  (20.7282, 28)  (20.7202, 26)  (20.6671, 8)  (20.7282, 25)  (20.7798, 23)  (20.7282, 24)  (20.7573, 20)  (20.7577, 18)  (20.7282, 23)  
TIPS-EFR  (20.7282, 19)  (20.7282, 37)  (20.6587, 34)  (20.6508, 31)  (20.7282, 14)  (20.6587, 35.5)  (20.6587, 32)  (20.6587, 28)  (20.7282, 29)  (20.7282, 27)  (20.6587, 30)  
CSPS-EFR  (20.7798, 17)  (20.7798, 36)  (20.6587, 33)  (20.6664, 33)  (20.7798, 12)  (20.6587, 30)  (20.7619, 31)  (20.6587, 27)  (20.7798, 33)  (20.7798, 37)  (20.6587, 35)  
CFPS-EFR  (20.7282, 18)  (20.7282, 34)  (20.6587, 34)  (20.6508, 30)  (20.7282, 14)  (20.6587, 27)  (20.6587, 33)  (20.6587, 36.5)  (20.7282, 35)  (20.7282, 32)  (20.6587, 41)  
CFPS-EFR_EX+IN  (20.7565, 17)  (20.7976, 32)  (20.7282, 31)  (20.7202, 32)  (20.7573, 13)  (20.7282, 31)  (20.7798, 40)  (20.7282, 40)  (20.7976, 32)  (20.7976, 34)  (20.7282, 42)  
TIPS-EFR_EX+IN  (20.757, 18)  (20.7976, 34)  (20.7282, 32)  (20.7202, 39)  (20.7577, 13)  (20.7282, 31)  (20.7798, 43)  (20.7282, 42)  (20.7976, 35)  (20.7976, 34.5)  (20.7282, 44)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 34)  (20.6587, 29)  (20.6508, 34)  (20.7282, 14)  (20.6587, 32)  (20.6587, 40)  (20.6587, 43)  (20.7282, 32)  (20.7282, 38)  (20.6587, 42.5)  
t = 50
CFR  (20.6991, 9)  (20.7736, 21)  (20.7282, 27)  (20.7083, 35)  (20.7006, 13)  (20.7282, 33)  (20.7798, 35)  (20.7282, 32)  (20.7736, 28)  (20.774, 25)  (20.7282, 34)  
CFR_EX+IN  (20.7736, 15)  (20.7976, 32.5)  (20.7282, 38)  (20.7202, 42)  (20.7741, 17)  (20.7282, 40)  (20.7798, 43)  (20.7282, 41)  (20.7976, 33)  (20.7976, 34)  (20.7282, 40)  
CFR_IN  (20.7282, 15)  (20.7282, 30)  (20.6587, 36)  (20.6508, 39)  (20.7282, 17)  (20.6587, 39)  (20.6587, 37)  (20.6587, 37)  (20.7282, 28)  (20.7282, 28)  (20.6587, 30)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 34)  (20.6429, 29)  (20.7202, 12)  (20.6508, 28)  (20.6664, 33)  (20.6508, 27)  (20.7202, 23)  (20.7202, 26)  (20.6508, 29)  
BPS-EFR  (20.7006, 13)  (20.7741, 27)  (20.7282, 28)  (20.7202, 27)  (20.7021, 8)  (20.7282, 24)  (20.7798, 25)  (20.7282, 25)  (20.7741, 19)  (20.7745, 18)  (20.7282, 23)  
TIPS-EFR  (20.7282, 19)  (20.7282, 36)  (20.6587, 34)  (20.6508, 34)  (20.7282, 14)  (20.6587, 36.5)  (20.6587, 32)  (20.6587, 29)  (20.7282, 27)  (20.7282, 28)  (20.6587, 31)  
CSPS-EFR  (20.7798, 17)  (20.7798, 35)  (20.6587, 32)  (20.6664, 31)  (20.7798, 12)  (20.6587, 30)  (20.7619, 30)  (20.6587, 27)  (20.7798, 32)  (20.7798, 38)  (20.6587, 37)  
CFPS-EFR  (20.7282, 18)  (20.7282, 36)  (20.6587, 34)  (20.6508, 31)  (20.7282, 14)  (20.6587, 28)  (20.6587, 32)  (20.6587, 36.5)  (20.7282, 36)  (20.7282, 33)  (20.6587, 38)  
CFPS-EFR_EX+IN  (20.7736, 17)  (20.7976, 32)  (20.7282, 30)  (20.7202, 33)  (20.7741, 12)  (20.7282, 31)  (20.7798, 41)  (20.7282, 41)  (20.7976, 32.5)  (20.7976, 34)  (20.7282, 37)  
TIPS-EFR_EX+IN  (20.774, 18)  (20.7976, 34)  (20.7282, 36)  (20.7202, 37)  (20.7745, 13)  (20.7282, 33)  (20.7798, 44)  (20.7282, 44)  (20.7976, 36)  (20.7976, 34)  (20.7282, 42)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 33)  (20.6587, 31)  (20.6508, 33)  (20.7282, 14)  (20.6587, 31)  (20.6587, 41)  (20.6587, 42)  (20.7282, 34)  (20.7282, 37)  (20.6587, 42.5)  
t = 51
CFR  (20.7335, 8.5)  (20.7923, 21)  (20.7282, 28)  (20.7083, 36)  (20.7353, 13)  (20.7282, 34)  (20.7798, 35)  (20.7282, 32)  (20.7923, 27)  (20.7926, 25)  (20.7282, 34)  
CFR_EX+IN  (20.7923, 15)  (20.7976, 33)  (20.7282, 39)  (20.7202, 39)  (20.7927, 17)  (20.7282, 40)  (20.7798, 41)  (20.7282, 40)  (20.7976, 32)  (20.7976, 33)  (20.7282, 41)  
CFR_IN  (20.7282, 16)  (20.7282, 32)  (20.6587, 35)  (20.6508, 38)  (20.7282, 17)  (20.6587, 40)  (20.6587, 39)  (20.6587, 37)  (20.7282, 26)  (20.7282, 27)  (20.6587, 29)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 34)  (20.6429, 29)  (20.7202, 13)  (20.6508, 31)  (20.6664, 31)  (20.6508, 27)  (20.7202, 23)  (20.7202, 24)  (20.6508, 28)  
BPS-EFR  (20.7353, 12)  (20.7927, 26)  (20.7282, 29)  (20.7202, 26)  (20.7372, 8.5)  (20.7282, 26)  (20.7798, 24)  (20.7282, 25)  (20.7927, 19)  (20.793, 18)  (20.7282, 22)  
TIPS-EFR  (20.7282, 19)  (20.7282, 37)  (20.6587, 35)  (20.6508, 33)  (20.7282, 14)  (20.6587, 37.5)  (20.6587, 31)  (20.6587, 29)  (20.7282, 26)  (20.7282, 28)  (20.6587, 32)  
CSPS-EFR  (20.7798, 17)  (20.7798, 35)  (20.6587, 33)  (20.6664, 34)  (20.7798, 12)  (20.6587, 29)  (20.7619, 30.5)  (20.6587, 27)  (20.7798, 32)  (20.7798, 38)  (20.6587, 37)  
CFPS-EFR  (20.7282, 18)  (20.7282, 35)  (20.6587, 34)  (20.6508, 30)  (20.7282, 14)  (20.6587, 27)  (20.6587, 34)  (20.6587, 37.5)  (20.7282, 36)  (20.7282, 33)  (20.6587, 40)  
CFPS-EFR_EX+IN  (20.7923, 17)  (20.7976, 32)  (20.7282, 30)  (20.7202, 32)  (20.7927, 13)  (20.7282, 31)  (20.7798, 41)  (20.7282, 42)  (20.7976, 31)  (20.7976, 33)  (20.7282, 41)  
TIPS-EFR_EX+IN  (20.7926, 18)  (20.7976, 32)  (20.7282, 34)  (20.7202, 34)  (20.793, 13)  (20.7282, 34)  (20.7798, 46)  (20.7282, 42)  (20.7976, 35)  (20.7976, 33)  (20.7282, 43)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 34)  (20.6587, 29)  (20.6508, 32)  (20.7282, 14)  (20.6587, 33)  (20.6587, 42)  (20.6587, 43)  (20.7282, 34)  (20.7282, 34)  (20.6587, 43.5)  
t = 52
CFR  (20.7795, 16.5)  (20.7976, 21)  (20.7282, 25)  (20.7083, 35)  (20.7813, 13)  (20.7282, 33)  (20.7798, 34)  (20.7282, 34)  (20.7976, 28)  (20.7976, 24)  (20.7282, 34)  
CFR_EX+IN  (20.7976, 15)  (20.7976, 32)  (20.7282, 37)  (20.7202, 41)  (20.7976, 17)  (20.7282, 39)  (20.7798, 41)  (20.7282, 38)  (20.7976, 32)  (20.7976, 33)  (20.7282, 39)  
CFR_IN  (20.7282, 16)  (20.7282, 31)  (20.6587, 34)  (20.6508, 38)  (20.7282, 17)  (20.6587, 40)  (20.6587, 39)  (20.6587, 36)  (20.7282, 27)  (20.7282, 26)  (20.6587, 30)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 33)  (20.6429, 29.5)  (20.7202, 13)  (20.6508, 29)  (20.6665, 31)  (20.6508, 27)  (20.7202, 22)  (20.7202, 26)  (20.6508, 29)  
BPS-EFR  (20.7813, 13)  (20.7976, 28)  (20.7282, 28)  (20.7202, 26)  (20.7831, 8)  (20.7282, 24)  (20.7798, 24)  (20.7282, 26)  (20.7976, 21)  (20.7976, 18)  (20.7282, 22)  
TIPS-EFR  (20.7282, 19)  (20.7282, 36)  (20.6587, 35)  (20.6508, 32)  (20.7282, 15)  (20.6587, 35.5)  (20.6587, 32)  (20.6587, 28)  (20.7282, 27)  (20.7282, 28)  (20.6587, 31)  
CSPS-EFR  (20.7798, 17)  (20.7798, 35)  (20.6587, 32)  (20.6665, 33)  (20.7798, 12)  (20.6587, 28)  (20.7619, 30.5)  (20.6587, 28)  (20.7798, 32)  (20.7798, 37)  (20.6587, 35)  
CFPS-EFR  (20.7282, 18)  (20.7282, 35)  (20.6587, 34)  (20.6508, 29)  (20.7282, 13)  (20.6587, 27)  (20.6587, 33)  (20.6587, 37.5)  (20.7282, 34)  (20.7282, 32)  (20.6587, 41)  
CFPS-EFR_EX+IN  (20.7976, 17)  (20.7976, 32)  (20.7282, 29)  (20.7202, 34)  (20.7976, 12)  (20.7282, 32)  (20.7798, 40)  (20.7282, 39)  (20.7976, 33)  (20.7976, 33)  (20.7282, 38)  
TIPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.7282, 30)  (20.7202, 36)  (20.7976, 13)  (20.7282, 32)  (20.7798, 44)  (20.7282, 43)  (20.7976, 34)  (20.7976, 33)  (20.7282, 42)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 33)  (20.6587, 30)  (20.6508, 33)  (20.7282, 14)  (20.6587, 32)  (20.6587, 41)  (20.6587, 43)  (20.7282, 34)  (20.7282, 36)  (20.6587, 43.5)  
t = 53
CFR  (20.7976, 8.5)  (20.7976, 22)  (20.7282, 25)  (20.7083, 36)  (20.7976, 13)  (20.7282, 31)  (20.7798, 34)  (20.7282, 32)  (20.7976, 27)  (20.7976, 27)  (20.7282, 33)  
CFR_EX+IN  (20.7976, 15)  (20.7976, 32.5)  (20.7282, 38)  (20.7202, 39)  (20.7976, 17)  (20.7282, 39)  (20.7798, 40)  (20.7282, 41)  (20.7976, 33)  (20.7976, 32)  (20.7282, 40)  
CFR_IN  (20.7282, 15)  (20.7282, 31)  (20.6587, 34.5)  (20.6508, 39)  (20.7282, 17)  (20.6587, 39)  (20.6587, 39)  (20.6587, 37)  (20.7282, 26)  (20.7282, 25)  (20.6587, 30)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 32)  (20.6429, 31)  (20.7202, 13)  (20.6508, 31)  (20.6665, 32)  (20.6508, 27)  (20.7202, 24)  (20.7202, 25)  (20.6508, 27)  
BPS-EFR  (20.7976, 13)  (20.7976, 27)  (20.7282, 30)  (20.7202, 27)  (20.7976, 8)  (20.7282, 24)  (20.7798, 24)  (20.7282, 25)  (20.7976, 20)  (20.7976, 18)  (20.7282, 23)  
TIPS-EFR  (20.7282, 19)  (20.7282, 36)  (20.6587, 34)  (20.6508, 30)  (20.7282, 14)  (20.6587, 37)  (20.6587, 33)  (20.6587, 29)  (20.7282, 27)  (20.7282, 27)  (20.6587, 31)  
CSPS-EFR  (20.7798, 18)  (20.7798, 35)  (20.6587, 33)  (20.6665, 31)  (20.7798, 12)  (20.6587, 29)  (20.7619, 31.5)  (20.6587, 28)  (20.7798, 34)  (20.7798, 36)  (20.6587, 36)  
CFPS-EFR  (20.7282, 18)  (20.7282, 36)  (20.6587, 34)  (20.6508, 29)  (20.7282, 13)  (20.6587, 28)  (20.6587, 29)  (20.6587, 36)  (20.7282, 35)  (20.7282, 33)  (20.6587, 41)  
CFPS-EFR_EX+IN  (20.7976, 17)  (20.7976, 31)  (20.7282, 29)  (20.7202, 35)  (20.7976, 12)  (20.7282, 33)  (20.7798, 42)  (20.7282, 40)  (20.7976, 31.5)  (20.7976, 32)  (20.7282, 40)  
TIPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 33)  (20.7282, 32)  (20.7202, 35)  (20.7976, 13)  (20.7282, 33)  (20.7798, 46)  (20.7282, 44)  (20.7976, 35)  (20.7976, 34)  (20.7282, 43)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 33)  (20.6587, 31)  (20.6508, 31)  (20.7282, 14)  (20.6587, 31)  (20.6587, 42)  (20.6587, 44)  (20.7282, 34)  (20.7282, 37)  (20.6587, 44)  
t = 54
CFR  (20.7976, 9.5)  (20.7976, 23)  (20.7282, 26)  (20.7083, 35)  (20.7976, 13)  (20.7282, 33)  (20.7798, 32)  (20.7282, 32)  (20.7976, 27)  (20.7976, 25)  (20.7282, 34)  
CFR_EX+IN  (20.7976, 15)  (20.7976, 32.5)  (20.7282, 39)  (20.7202, 41)  (20.7976, 17)  (20.7282, 40)  (20.7798, 40)  (20.7282, 42)  (20.7976, 31)  (20.7976, 33)  (20.7282, 40)  
CFR_IN  (20.7282, 16)  (20.7282, 32)  (20.6587, 32)  (20.6508, 39)  (20.7282, 17)  (20.6587, 39)  (20.6587, 39)  (20.6587, 35)  (20.7282, 27)  (20.7282, 27)  (20.6587, 29)  
A-EFR_IN  (20.7083, 17)  (20.7202, 31)  (20.6508, 31)  (20.6429, 30.5)  (20.7202, 12)  (20.6508, 31)  (20.6665, 29)  (20.6508, 27)  (20.7202, 23)  (20.7202, 25)  (20.6508, 28)  
BPS-EFR  (20.7976, 12)  (20.7976, 27)  (20.7282, 28)  (20.7202, 25)  (20.7976, 8)  (20.7282, 26)  (20.7798, 23)  (20.7282, 25)  (20.7976, 20)  (20.7976, 19)  (20.7282, 22)  
TIPS-EFR  (20.7282, 19)  (20.7282, 35)  (20.6587, 33)  (20.6508, 33)  (20.7282, 16)  (20.6587, 36)  (20.6587, 34)  (20.6587, 29)  (20.7282, 28)  (20.7282, 28)  (20.6587, 30)  
CSPS-EFR  (20.7798, 17)  (20.7798, 35)  (20.6587, 31)  (20.6665, 33)  (20.7798, 12)  (20.6587, 27)  (20.7619, 30.5)  (20.6587, 29)  (20.7798, 33)  (20.7798, 35)  (20.6587, 36)  
CFPS-EFR  (20.7282, 18)  (20.7282, 33)  (20.6587, 33)  (20.6508, 29)  (20.7282, 14)  (20.6587, 28)  (20.6587, 32)  (20.6587, 36)  (20.7282, 34)  (20.7282, 32)  (20.6587, 40)  
CFPS-EFR_EX+IN  (20.7976, 17)  (20.7976, 32)  (20.7282, 32)  (20.7202, 35)  (20.7976, 12)  (20.7282, 32)  (20.7798, 39)  (20.7282, 39)  (20.7976, 32.5)  (20.7976, 34)  (20.7282, 41)  
TIPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 33)  (20.7282, 30)  (20.7202, 34)  (20.7976, 13)  (20.7282, 32)  (20.7798, 42)  (20.7282, 45)  (20.7976, 34)  (20.7976, 33.5)  (20.7282, 44)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 34)  (20.6587, 28)  (20.6508, 30)  (20.7282, 14)  (20.6587, 31)  (20.6587, 41)  (20.6587, 41)  (20.7282, 34)  (20.7282, 35)  (20.6587, 42.5)  
t = 55
CFR  (20.7976, 9)  (20.7976, 21)  (20.7282, 26)  (20.7083, 35)  (20.7976, 13)  (20.7282, 31)  (20.7798, 34)  (20.7282, 33)  (20.7976, 26)  (20.7976, 26)  (20.7282, 33)  
CFR_EX+IN  (20.7976, 14)  (20.7976, 32)  (20.7282, 37)  (20.7202, 40)  (20.7976, 17)  (20.7282, 39)  (20.7798, 40)  (20.7282, 40)  (20.7976, 32)  (20.7976, 32)  (20.7282, 41)  
CFR_IN  (20.7282, 15)  (20.7282, 30)  (20.6587, 34)  (20.6508, 37)  (20.7282, 17)  (20.6587, 39)  (20.6587, 40)  (20.6587, 37)  (20.7282, 27)  (20.7282, 32)  (20.6587, 30)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 32)  (20.6429, 30)  (20.7202, 14)  (20.6508, 31)  (20.6666, 30)  (20.6508, 27)  (20.7202, 22)  (20.7202, 24)  (20.6508, 32)  
BPS-EFR  (20.7976, 13)  (20.7976, 27)  (20.7282, 29)  (20.7202, 26)  (20.7976, 8)  (20.7282, 26)  (20.7798, 24)  (20.7282, 26)  (20.7976, 20)  (20.7976, 18)  (20.7282, 21)  
TIPS-EFR  (20.7282, 19)  (20.7282, 37)  (20.6587, 36)  (20.6508, 34)  (20.7282, 14)  (20.6587, 34)  (20.6587, 32)  (20.6587, 29)  (20.7282, 27)  (20.7282, 29)  (20.6587, 33)  
CSPS-EFR  (20.7798, 17)  (20.7798, 35)  (20.6587, 33)  (20.6666, 31)  (20.7798, 12)  (20.6587, 31)  (20.7619, 28.5)  (20.6587, 29)  (20.7798, 33)  (20.7798, 36)  (20.6587, 37)  
CFPS-EFR  (20.7282, 18)  (20.7282, 34)  (20.6587, 34)  (20.6508, 30)  (20.7282, 14)  (20.6587, 30)  (20.6587, 32)  (20.6587, 35)  (20.7282, 34)  (20.7282, 34)  (20.6587, 41)  
CFPS-EFR_EX+IN  (20.7976, 17)  (20.7976, 33)  (20.7282, 30)  (20.7202, 31)  (20.7976, 12)  (20.7282, 30)  (20.7798, 42)  (20.7282, 39)  (20.7976, 33)  (20.7976, 33)  (20.7282, 36)  
TIPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 33)  (20.7282, 34)  (20.7202, 35)  (20.7976, 13)  (20.7282, 31)  (20.7798, 45)  (20.7282, 43)  (20.7976, 34)  (20.7976, 33.5)  (20.7282, 41)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 33)  (20.6587, 30)  (20.6508, 35)  (20.7282, 14)  (20.6587, 32)  (20.6587, 42)  (20.6587, 43)  (20.7282, 33)  (20.7282, 36)  (20.6587, 44)  
t = 56
CFR  (20.7976, 9)  (20.7976, 20)  (20.7282, 26)  (20.7083, 32)  (20.7976, 13)  (20.7282, 35)  (20.7798, 33)  (20.7282, 33)  (20.7976, 26)  (20.7976, 25)  (20.7282, 35)  
CFR_EX+IN  (20.7976, 14)  (20.7976, 32.5)  (20.7282, 38)  (20.7202, 40)  (20.7976, 17)  (20.7282, 39)  (20.7798, 40)  (20.7282, 39)  (20.7976, 33)  (20.7976, 33)  (20.7282, 40)  
CFR_IN  (20.7282, 15)  (20.7282, 30)  (20.6587, 33)  (20.6508, 39)  (20.7282, 17)  (20.6587, 39)  (20.6587, 38)  (20.6587, 34)  (20.7282, 27)  (20.7282, 30)  (20.6587, 29)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 30)  (20.6429, 29)  (20.7202, 13)  (20.6508, 30)  (20.6666, 32)  (20.6508, 26)  (20.7202, 22)  (20.7202, 23)  (20.6508, 28)  
BPS-EFR  (20.7976, 13)  (20.7976, 27)  (20.7282, 31)  (20.7202, 26)  (20.7976, 8)  (20.7282, 28)  (20.7798, 24)  (20.7282, 26)  (20.7976, 20)  (20.7976, 18)  (20.7282, 22)  
TIPS-EFR  (20.7282, 19)  (20.7282, 37)  (20.6587, 34)  (20.6508, 33)  (20.7282, 15)  (20.6587, 35.5)  (20.6587, 32)  (20.6587, 28)  (20.7282, 27)  (20.7282, 28)  (20.6587, 31)  
CSPS-EFR  (20.7798, 18)  (20.7798, 35)  (20.6587, 32)  (20.6666, 32)  (20.7798, 12)  (20.6587, 28)  (20.7619, 29)  (20.6587, 28)  (20.7798, 33)  (20.7798, 38)  (20.6587, 36)  
CFPS-EFR  (20.7282, 19)  (20.7282, 34)  (20.6587, 33)  (20.6508, 30)  (20.7282, 14)  (20.6587, 28)  (20.6587, 31)  (20.6587, 36)  (20.7282, 35)  (20.7282, 33)  (20.6587, 40)  
CFPS-EFR_EX+IN  (20.7976, 17)  (20.7976, 33)  (20.7282, 27)  (20.7202, 31)  (20.7976, 12)  (20.7282, 30)  (20.7798, 39)  (20.7282, 38)  (20.7976, 33.5)  (20.7976, 33)  (20.7282, 38)  
TIPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 33)  (20.7282, 32)  (20.7202, 32)  (20.7976, 13)  (20.7282, 31)  (20.7798, 45)  (20.7282, 41)  (20.7976, 34)  (20.7976, 33)  (20.7282, 42)  
BEHAV-EFR  (20.7282, 19)  (20.7282, 33)  (20.6587, 32)  (20.6508, 34)  (20.7282, 14)  (20.6587, 30)  (20.6587, 44)  (20.6587, 40)  (20.7282, 33)  (20.7282, 37)  (20.6587, 42.5)  
t = 57
CFR  (20.7976, 8.5)  (20.7976, 22)  (20.7282, 23)  (20.7083, 34)  (20.7976, 13)  (20.7282, 32)  (20.7798, 35)  (20.7282, 32)  (20.7976, 27)  (20.7976, 25)  (20.7282, 34)  
CFR_EX+IN  (20.7976, 15)  (20.7976, 33)  (20.7282, 36)  (20.7202, 41)  (20.7976, 17)  (20.7282, 37)  (20.7798, 41)  (20.7282, 38)  (20.7976, 32)  (20.7976, 33)  (20.7282, 38)  
CFR_IN  (20.7282, 15)  (20.7282, 29)  (20.6587, 34)  (20.6508, 38)  (20.7282, 17)  (20.6587, 38)  (20.6587, 40)  (20.6587, 34)  (20.7282, 26)  (20.7282, 26)  (20.6587, 29)  
A-EFR_IN  (20.7083, 17)  (20.7202, 30)  (20.6508, 32)  (20.6429, 31)  (20.7202, 13)  (20.6508, 29)  (20.6667, 31)  (20.6508, 27)  (20.7202, 23)  (20.7202, 23)  (20.6508, 31)  
BPS-EFR  (20.7976, 12)  (20.7976, 27)  (20.7282, 29)  (20.7202, 28)  (20.7976, 8)  (20.7282, 27)  (20.7798, 25)  (20.7282, 25)  (20.7976, 19)  (20.7976, 18)  (20.7282, 22)  
