learner/env  CFR  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  PI  greed_punisher  FP  
TIPS-CFR  -0.0234539  -0.0114097  -0.0253345  -0.0113218  -0.000308002  4.23273e-16  5.06539e-16  0.582172  0.162824  -0.193145  
IPS-CFR  -0.0234539  -0.0114097  -0.0253345  -0.0113218  -0.000308002  4.23273e-16  5.06539e-16  0.582172  0.162824  -0.193145  
PI  0.448464  0.177767  0.44971  0.17739  0.226443  0.217761  0.217761  2.08167e-16  -0.666667  0.183333  
greed_punisher  -0.284642  -0.305663  -0.425301  -0.219988  -0.185708  -0.176735  -0.176735  0.846094  -6.00214e-16  -0.122917  
FP  0.182868  0.0523763  0.183935  0.0516501  0.100391  0.101301  0.101301  0.522917  0.259896  -5.20417e-16  
BR  0.483213  0.178482  0.482187  0.178146  0.250132  0.255566  0.255566  0.846094  0.423438  0.245833  
t = 18
CFR  6.93889e-18  0.0308389  6.10623e-16  0.0261386  0.000203006  -0.00030581  -0.00030581  0.147425  0.39784  -0.15659  
A-CFR  -0.0499188  -1.00614e-16  -0.0452929  4.16334e-16  -0.028485  -0.0299819  -0.0299819  0.152213  0.388178  -0.174536  
CFR_IN  -3.05311e-16  0.0308389  2.08167e-16  0.0261386  0.000203006  -0.00030581  -0.00030581  0.147425  0.39784  -0.15659  
A-CFR_IN  -0.0499188  -1.21431e-16  -0.0452929  4.05925e-16  -0.028485  -0.0299819  -0.0299819  0.152213  0.388178  -0.174536  
BPS-CFR  -0.0452143  -0.0126896  -0.0451726  -0.0126387  3.67761e-16  -0.000423395  -0.000423395  0.147394  0.394229  -0.156827  
TIPS-CFR  -0.0411974  -0.0127331  -0.0427619  -0.0124448  0.000533997  4.996e-16  6.03684e-16  0.146595  0.394954  -0.161172  
IPS-CFR  -0.0411974  -0.0127331  -0.0427619  -0.0124448  0.000533997  4.92661e-16  5.82867e-16  0.146595  0.394954  -0.161172  
PI  0.378745  0.137319  0.395793  0.13978  0.144476  0.154599  0.154599  -6.00214e-16  -0.666146  0.15  
greed_punisher  -0.0754109  -0.205722  -0.232353  -0.105553  -0.095114  -0.0602049  -0.0602049  0.423437  -7.35523e-16  -0.211458  
FP  0.19266  0.0395712  0.197474  0.0329856  0.0461438  0.0499765  0.0499765  0.1625  0.344792  -2.15106e-16  
BR  0.421837  0.170538  0.424738  0.163796  0.155976  0.164821  0.164821  0.423438  0.535417  0.15  
t = 19
CFR  -2.77556e-17  0.098796  5.13478e-16  0.0936523  7.56339e-16  -6.03986e-05  -6.03986e-05  0.769251  0.176656  -0.0526472  
A-CFR  -0.00403046  -2.22045e-16  -0.00537647  6.245e-16  -0.0215683  -0.022934  -0.022934  0.773281  0.178705  -0.0629291  
CFR_IN  -2.35922e-16  0.098796  2.91434e-16  0.0936523  5.34295e-16  -6.03986e-05  -6.03986e-05  0.769251  0.176656  -0.0526472  
A-CFR_IN  -0.00403046  -3.67761e-16  -0.00537647  5.82867e-16  -0.0215683  -0.022934  -0.022934  0.773281  0.178705  -0.0629291  
BPS-CFR  -0.00298994  0.0142481  -0.00585353  0.00519067  5.34295e-16  -0.000525635  -0.000525635  0.770335  0.175395  -0.0526286  
TIPS-CFR  -0.00199481  0.0148158  -0.00640672  0.0072357  5.34295e-16  5.34295e-16  5.34295e-16  0.765348  0.178563  -0.0556412  
IPS-CFR  -0.00199481  0.0148158  -0.00640672  0.0072357  5.34295e-16  5.34295e-16  5.34295e-16  0.765348  0.178563  -0.0556412  
PI  0.279187  0.251713  0.282494  0.247938  0.115466  0.118093  0.118093  -1.94289e-16  -0.655208  0.1125  
greed_punisher  -0.0369424  -0.147439  -0.136381  -0.040367  0.00416667  0.00416667  0.00416667  1.09714  -5.86337e-16  -0.280208  
FP  0.0913091  0.105441  0.0926506  0.0995281  7.56339e-16  7.56339e-16  7.56339e-16  0.7125  0.25  -3.88578e-16  
BR  0.390146  0.290697  0.389704  0.2847  0.12356  0.126712  0.126712  1.09714  0.452083  0.15  
t = 20
CFR  -2.56739e-16  0.0394673  5.13478e-16  0.040387  7.56339e-16  5.96745e-16  6.10623e-16  0.220253  0.410927  0.00277017  
A-CFR  0.0226241  -5.89806e-16  0.0226893  9.4369e-16  0.00266972  0.00299341  0.00299341  0.217946  0.404699  -0.0060041  
CFR_IN  8.32667e-17  0.0394673  3.19189e-16  0.040387  5.34295e-16  4.64906e-16  5.68989e-16  0.220253  0.410927  0.00277017  
A-CFR_IN  0.0226241  -5.41234e-16  0.0226893  3.95517e-16  0.00266972  0.00299341  0.00299341  0.217946  0.404699  -0.0060041  
BPS-CFR  0.0115579  0.0320056  0.0117471  0.0309304  5.34295e-16  4.64906e-16  4.64906e-16  0.220059  0.410826  0.00277017  
TIPS-CFR  0.0115054  0.0323945  0.0117235  0.0318695  5.34295e-16  4.64906e-16  4.64906e-16  0.221056  0.410307  0.00277017  
IPS-CFR  0.0115054  0.0323945  0.0117235  0.0318695  5.34295e-16  4.64906e-16  4.64906e-16  0.221056  0.410307  0.00277017  
PI  0.358271  0.138048  0.358325  0.176294  0.12356  0.125399  0.125399  -7.35523e-16  -0.691667  0.15  
greed_punisher  -0.30389  -0.169221  -0.428644  -0.15079  -0.05625  -0.057262  -0.057262  0.535417  -7.97973e-16  -0.332292  
FP  0.121976  0.138436  0.122621  0.137513  7.56339e-16  -0.000984639  -0.000984639  0.307292  0.357292  -3.88578e-16  
BR  0.36124  0.276973  0.36136  0.279926  0.12356  0.126712  0.126712  0.535417  0.535417  0.15  
t = 21
CFR  -8.32667e-17  0.0344166  5.34295e-16  0.0351097  5.75928e-16  7.14706e-16  7.07767e-16  0.538314  0.199316  0.0178367  
A-CFR  -0.0191531  -2.77556e-16  -0.0186769  5.48173e-16  0.00535171  0.00564874  0.00564874  0.535567  0.199513  0.0178858  
CFR_IN  -2.94903e-16  0.0344166  2.08167e-16  0.0351097  3.88578e-16  5.68989e-16  5.55112e-16  0.538314  0.199316  0.0178367  
A-CFR_IN  -0.0191531  -3.46945e-17  -0.0186769  5.13478e-16  0.00535171  0.00564874  0.00564874  0.535567  0.199513  0.0178858  
BPS-CFR  -0.00413607  0.034435  -0.00430651  0.0351234  4.78784e-16  5.55112e-16  5.41234e-16  0.538468  0.197908  0.0178367  
TIPS-CFR  -0.00347553  0.0344004  -0.00380554  0.0351016  4.78784e-16  5.55112e-16  5.41234e-16  0.539716  0.201995  0.0178367  
IPS-CFR  -0.00347553  0.0344004  -0.00380554  0.0351016  4.78784e-16  5.55112e-16  5.41234e-16  0.539716  0.201995  0.0178367  
PI  0.193064  0.158118  0.203347  0.170296  0.106027  0.126712  0.126712  2.22045e-16  -0.696354  0.15  
greed_punisher  -0.117312  -0.364731  -0.128833  -0.263361  -0.0697643  -0.0735746  -0.0735746  0.822396  -4.33681e-16  -0.332292  
FP  0.131319  0.0611802  0.133976  0.0633933  -0.0131491  -0.0138597  -0.0138597  0.498958  0.265104  -3.88578e-16  
BR  0.228148  0.180068  0.22982  0.183566  0.12356  0.126712  0.126712  0.822396  0.446354  0.15  
t = 22
CFR  7.97973e-17  0.0169225  6.08888e-16  0.0175368  5.34295e-16  6.8695e-16  7.00828e-16  0.158832  0.462279  0.025  
A-CFR  -0.00527962  -2.84495e-16  -0.00530061  5.55112e-16  0.00831296  0.00861857  0.00861857  0.170908  0.456245  0.0287763  
CFR_IN  -4.16334e-17  0.0169225  3.59088e-16  0.0175368  3.747e-16  5.89806e-16  5.48173e-16  0.158832  0.462279  0.025  
A-CFR_IN  -0.00527962  -1.04083e-16  -0.00530061  6.38378e-16  0.00831296  0.00861857  0.00861857  0.170908  0.456245  0.0287763  
BPS-CFR  -0.00171479  0.0169225  -0.00162916  0.0175368  4.16334e-16  5.6205e-16  5.41234e-16  0.160448  0.462064  0.025  
TIPS-CFR  -0.000815202  0.0169225  -0.000823865  0.0175368  4.16334e-16  5.6205e-16  5.41234e-16  0.156509  0.460434  0.025  
IPS-CFR  -0.000815202  0.0169225  -0.000823865  0.0175368  4.16334e-16  5.6205e-16  5.41234e-16  0.156509  0.460434  0.025  
PI  0.137905  0.129003  0.140022  0.130721  0.12356  0.126712  0.126712  -5.86337e-16  -0.473437  0.15  
greed_punisher  -0.102495  -0.261656  -0.129376  -0.221286  -0.0813619  -0.081851  -0.081851  0.452083  -6.10623e-16  -0.332292  
FP  0.0449106  0.00530182  0.0467416  0.0059366  -0.0200896  -0.0204808  -0.0204808  0.25  0.321875  -3.88578e-16  
BR  0.140447  0.129328  0.14287  0.130721  0.12356  0.126712  0.126712  0.452083  0.734635  0.15  
t = 23
CFR  -1.38778e-16  0.00252648  5.68989e-16  0.00393042  -0.00128307  -0.000717739  -0.000717739  0.788174  0.273848  0.0268284  
A-CFR  0.0111946  -6.93889e-17  0.0114662  5.68989e-16  0.0109536  0.0117634  0.0117634  0.786516  0.272977  0.0325463  
CFR_IN  -1.52656e-16  0.00252648  4.23273e-16  0.00393042  -0.00128307  -0.000717739  -0.000717739  0.788174  0.273848  0.0268284  
A-CFR_IN  0.0111946  2.42861e-16  0.0114662  5.96745e-16  0.0109536  0.0117634  0.0117634  0.786516  0.272977  0.0325463  
BPS-CFR  0.00683812  0.00252648  0.00727539  0.00393042  5.41234e-16  0.000850387  0.000850387  0.788787  0.272529  0.0268284  
TIPS-CFR  0.00667505  0.00252648  0.00714227  0.00393042  -0.000844725  6.31439e-16  6.17562e-16  0.786842  0.275698  0.0268284  
IPS-CFR  0.00667505  0.00252648  0.00714227  0.00393042  -0.000844725  6.31439e-16  6.17562e-16  0.786842  0.275698  0.0268284  
PI  0.117498  0.110649  0.117579  0.103154  0.122276  0.125994  0.125994  2.77556e-17  -0.627344  0.15  
greed_punisher  -0.0720445  -0.203228  -0.0560633  -0.166784  -0.0895667  -0.0899124  -0.0899124  1.09323  -4.57967e-16  -0.332292  
FP  -0.000959991  -0.0245079  -0.00172558  -0.0227343  0.00956357  0.00985236  0.00985236  0.69375  0.370833  -3.88578e-16  
BR  0.134237  0.120611  0.135429  0.119742  0.122276  0.125994  0.125994  1.09323  0.510026  0.15  
t = 24
CFR  -2.08167e-17  -3.46945e-16  2.56739e-16  4.57967e-16  -0.00276288  -0.00257713  -0.00257713  0.221309  0.463316  0.0281497  
A-CFR  0.0239412  -3.46945e-16  0.0244065  4.57967e-16  0.00973712  0.00992287  0.00992287  0.218028  0.4604  0.0355206  
CFR_IN  1.63064e-16  1.249e-16  4.19803e-16  5.82867e-16  -0.00276288  -0.00257713  -0.00257713  0.221309  0.463316  0.0281497  
A-CFR_IN  0.0239412  1.249e-16  0.0244065  5.82867e-16  0.00973712  0.00992287  0.00992287  0.218028  0.4604  0.0355206  
BPS-CFR  0.00840706  2.35922e-16  0.00839446  4.16334e-16  5.30825e-16  0.000372585  0.000372585  0.220654  0.46314  0.0281497  
TIPS-CFR  0.00798336  2.35922e-16  0.00805244  4.16334e-16  -0.000339955  5.51642e-16  4.996e-16  0.221174  0.462209  0.0281497  
IPS-CFR  0.00798336  2.35922e-16  0.00805244  4.16334e-16  -0.000339955  5.51642e-16  4.996e-16  0.221174  0.462209  0.0281497  
PI  0.130045  0.119846  0.129291  0.120452  0.120797  0.124135  0.124135  -7.97973e-16  -0.610937  0.15  
greed_punisher  -0.157572  -0.295753  -0.0495757  -0.289046  -0.100834  -0.10109  -0.10109  0.535417  -6.17562e-16  -0.332292  
FP  -0.0199553  -0.0310488  -0.0188052  -0.0309743  -0.000930348  -0.000949093  -0.000949093  0.307292  0.379167  -3.88578e-16  
BR  0.136441  0.119846  0.136907  0.120452  0.120797  0.124135  0.124135  0.535417  0.561458  0.15  
t = 25
CFR  -7.63278e-17  -3.88578e-16  5.20417e-16  4.64906e-16  -0.0048262  -0.00518393  -0.00518393  0.549536  0.196699  0.0291752  
A-CFR  0.0202925  -3.88578e-16  0.0209746  4.64906e-16  0.0117958  0.0122011  0.0122011  0.559082  0.193798  0.0383238  
CFR_IN  3.1225e-16  1.80411e-16  4.23273e-16  6.59195e-16  -0.0048262  -0.00518393  -0.00518393  0.549536  0.196699  0.0291752  
A-CFR_IN  0.0202925  1.80411e-16  0.0209746  6.59195e-16  0.0117958  0.0122011  0.0122011  0.559082  0.193798  0.0383238  
BPS-CFR  0.00732945  1.80411e-16  0.00754991  6.17562e-16  6.21031e-16  6.72953e-05  6.72953e-05  0.549151  0.195423  0.0291752  
TIPS-CFR  0.00690408  1.80411e-16  0.00686997  6.17562e-16  -1.98413e-05  7.07767e-16  6.80012e-16  0.549868  0.197761  0.0291752  
IPS-CFR  0.00690408  1.80411e-16  0.00686997  6.17562e-16  -1.98413e-05  7.07767e-16  6.80012e-16  0.549868  0.197761  0.0291752  
PI  0.132792  0.118598  0.133475  0.119328  0.118733  0.121528  0.121528  1.66533e-16  -0.666667  0.15  
greed_punisher  -0.257776  -0.2576  -0.0713369  -0.258492  -0.103555  -0.10373  -0.10373  0.818229  -6.00214e-16  -0.332292  
FP  -0.000586094  -0.0417419  0.000501435  -0.0415948  -0.0048262  -0.00518393  -0.00518393  0.536979  0.234896  -3.88578e-16  
BR  0.132792  0.118598  0.133475  0.119885  0.118733  0.121528  0.121528  0.818229  0.423438  0.15  
t = 26
CFR  1.33574e-16  -3.747e-16  3.88578e-16  8.53484e-16  -0.00768802  -0.0080853  -0.0080853  0.156416  0.441057  0.0325894  
A-CFR  0.016297  -3.747e-16  0.0167458  8.53484e-16  0.0136753  0.0136766  0.0136766  0.155355  0.437658  0.0415985  
CFR_IN  3.55618e-16  -1.38778e-17  5.16948e-16  7.49401e-16  -0.00768802  -0.0080853  -0.0080853  0.156416  0.441057  0.0325894  
A-CFR_IN  0.016297  -1.38778e-17  0.0167458  7.49401e-16  0.0136753  0.0136766  0.0136766  0.155355  0.437658  0.0415985  
BPS-CFR  0.00379697  -1.38778e-17  0.0042458  7.49401e-16  6.62664e-16  -7.31276e-05  -7.31276e-05  0.157208  0.44064  0.032807  
TIPS-CFR  0.00379697  -1.38778e-17  0.0042458  7.49401e-16  0.000104944  5.13478e-16  5.06539e-16  0.155265  0.440217  0.032296  
IPS-CFR  0.00379697  -1.38778e-17  0.0042458  7.49401e-16  0.000104944  5.13478e-16  5.06539e-16  0.155265  0.440217  0.032296  
PI  0.128797  0.116067  0.129246  0.139604  0.115871  0.118627  0.118627  -4.33681e-16  -0.666146  0.15  
greed_punisher  -0.236385  -0.21861  -0.0862155  -0.213771  -0.104419  -0.104533  -0.104533  0.446354  -7.35523e-16  -0.332292  
FP  -0.0154764  -0.0117415  -0.014276  -0.0114737  -0.00768802  -0.0080853  -0.0080853  0.252083  0.346875  -3.88578e-16  
BR  0.128797  0.137712  0.129246  0.139604  0.115871  0.118627  0.118627  0.446354  0.535417  0.15  
t = 27
CFR  -1.62197e-16  -3.88578e-16  7.10369e-16  8.74301e-16  -0.0102139  -0.0107677  -0.0107677  0.550791  0.219071  0.037273  
A-CFR  0.0135134  -3.88578e-16  0.0134083  8.74301e-16  0.0144009  0.0141704  0.0141704  0.547291  0.216459  0.043349  
CFR_IN  4.33681e-18  -2.77556e-17  4.65773e-16  7.49401e-16  -0.0102139  -0.0107677  -0.0107677  0.550791  0.219071  0.037273  
A-CFR_IN  0.0135134  -2.77556e-17  0.0134083  7.49401e-16  0.0144009  0.0141704  0.0141704  0.547291  0.216459  0.043349  
BPS-CFR  0.00194615  0  0.00231634  6.66134e-16  5.72459e-16  -0.000260539  -0.000260539  0.550466  0.218589  0.0358042  
TIPS-CFR  0.00101344  0  0.00120576  6.66134e-16  0.000281708  4.92661e-16  4.996e-16  0.548882  0.221439  0.035437  
IPS-CFR  0.00101344  0  0.00120576  6.66134e-16  0.000281708  4.64906e-16  4.92661e-16  0.548882  0.221439  0.035437  
PI  0.120565  0.148574  0.130463  0.150546  0.112618  0.115614  0.115614  -5.55112e-17  -0.655208  0.15  
greed_punisher  -0.22275  -0.172995  -0.093669  -0.204283  -0.10472  -0.105012  -0.105012  0.797266  -5.86337e-16  -0.332292  
FP  -0.0220635  -3.88578e-16  -0.0206756  8.88178e-16  -0.0109418  -0.0110976  -0.0110976  0.449089  0.254167  -3.88578e-16  
BR  0.132592  0.148574  0.132349  0.150546  0.112618  0.115614  0.115614  0.797266  0.452083  0.15  
t = 28
CFR  -8.97719e-17  -2.77556e-16  7.069e-16  8.95117e-16  -0.0120542  -0.0120095  -0.0120095  0.199408  0.456218  0.0439622  
A-CFR  0.00857886  -2.77556e-16  0.00835822  8.95117e-16  0.0151726  0.0141425  0.0141425  0.202193  0.456889  0.0451967  
CFR_IN  5.42101e-17  1.11022e-16  5.14346e-16  6.10623e-16  -0.0120542  -0.0120095  -0.0120095  0.199408  0.456218  0.0439622  
A-CFR_IN  0.00857886  1.11022e-16  0.00835822  6.10623e-16  0.0151726  0.0141425  0.0141425  0.202193  0.456889  0.0451967  
BPS-CFR  0.000146612  1.11022e-16  0.00014634  7.49401e-16  5.58581e-16  -0.000306056  -0.000306056  0.199028  0.456554  0.0398237  
TIPS-CFR  -0.00027606  1.11022e-16  -0.000238201  7.49401e-16  0.000349245  5.41234e-16  5.55112e-16  0.199312  0.454737  0.0390556  
IPS-CFR  -0.00027606  1.11022e-16  -0.000238201  7.49401e-16  0.000349245  5.96745e-16  5.6205e-16  0.199312  0.454737  0.0390556  
PI  0.147956  0.151685  0.148545  0.152501  0.106853  0.110074  0.110074  -6.10623e-16  -0.691667  0.15  
greed_punisher  -0.190177  -0.170152  -0.120877  -0.202571  -0.106487  -0.104358  -0.104358  0.734635  -7.97973e-16  -0.332292  
FP  -0.0171577  -2.77556e-16  -0.0167164  9.08995e-16  -0.0168277  -0.0166376  -0.0166376  0.269271  0.359375  -3.88578e-16  
BR  0.147956  0.151685  0.148545  0.152501  0.109474  0.110074  0.110074  0.734635  0.535417  0.15  
t = 29
CFR  -1.41814e-16  -2.77556e-16  6.35776e-16  8.95117e-16  -0.0112166  -0.0108712  -0.0108712  0.753939  0.233045  0.0391784  
A-CFR  0.00671198  -2.77556e-16  0.00653136  8.95117e-16  0.0129182  0.0113258  0.0113258  0.758158  0.230809  0.0383272  
CFR_IN  4.2067e-17  1.11022e-16  4.67508e-16  6.10623e-16  -0.0112166  -0.0108712  -0.0108712  0.753939  0.233045  0.0391784  
A-CFR_IN  0.00671198  1.11022e-16  0.00653136  6.10623e-16  0.0129182  0.0113258  0.0113258  0.758158  0.230809  0.0383272  
BPS-CFR  0.000131939  1.11022e-16  0.000132755  7.49401e-16  6.245e-16  0.000382606  0.000382606  0.754585  0.232962  0.033736  
TIPS-CFR  -0.000137195  1.11022e-16  -0.000127689  7.49401e-16  -0.000665603  6.12357e-16  6.48787e-16  0.75492  0.235994  0.0326418  
IPS-CFR  -0.000137195  1.11022e-16  -0.000127689  7.49401e-16  -0.000665603  6.12357e-16  6.48787e-16  0.75492  0.235994  0.0326418  
PI  0.152935  0.151685  0.153416  0.152501  0.110725  0.108586  0.108586  2.22045e-16  -0.696354  0.1375  
greed_punisher  -0.170521  -0.2741  -0.11768  -0.133241  -0.0961191  -0.099962  -0.099962  0.970833  -4.33681e-16  -0.269792  
FP  -0.013424  -2.77556e-16  -0.0130627  9.08995e-16  -0.0157774  -0.0153657  -0.0153657  0.694792  0.265104  -3.46945e-16  
BR  0.152935  0.151685  0.153416  0.152501  0.110725  0.108586  0.108586  0.970833  0.446354  0.1375  
t = 30
CFR  -7.97973e-17  -0.00135689  5.46438e-16  -0.00103417  -0.0115612  -0.012223  -0.012223  0.276233  0.473718  -0.00196127  
A-CFR  0.00476747  -1.249e-16  0.00463035  7.91034e-16  0.0119619  0.00937739  0.00937739  0.272133  0.47497  0.00232229  
CFR_IN  1.35308e-16  -0.00135689  4.23273e-16  -0.00103417  -0.0115612  -0.012223  -0.012223  0.276233  0.473718  -0.00196127  
A-CFR_IN  0.00476747  1.80411e-16  0.00463035  6.73073e-16  0.0119619  0.00937739  0.00937739  0.272133  0.47497  0.00232229  
BPS-CFR  -1.33943e-05  -0.00111752  1.33222e-05  -0.00095802  3.97252e-16  -0.000443392  -0.000443392  0.276165  0.475589  -0.0056694  
TIPS-CFR  -0.000257305  -0.00111752  -0.000241537  -0.00095802  0.000464515  3.36536e-16  3.747e-16  0.274747  0.472817  -0.00672353  
IPS-CFR  -0.000257305  -0.00111752  -0.000241537  -0.00095802  0.000464515  3.26128e-16  3.747e-16  0.274747  0.472817  -0.00672353  
PI  0.162294  0.14949  0.165912  0.151314  0.116008  0.108581  0.108581  -4.57967e-16  -0.473437  0.00416667  
greed_punisher  -0.154616  -0.268619  -0.105397  -0.133386  -0.0881614  -0.0948991  -0.0948991  0.510026  -6.10623e-16  -0.197917  
FP  -0.00553094  -0.00183562  -0.00369077  -0.00118647  -0.0106434  -0.0117941  -0.0117941  0.36224  0.328125  -9.02056e-17  
BR  0.164235  0.150567  0.166933  0.151543  0.116008  0.108864  0.108864  0.510026  0.734635  0.154167  
t = 31
CFR  -1.21431e-16  -0.00490536  6.61797e-16  -0.00465225  -0.00370575  -0.00280301  -0.00280301  0.765426  0.30086  0.00719947  
A-CFR  0.00752983  -2.01228e-16  0.00797254  7.42462e-16  0.00974086  0.00736068  0.00736068  0.759488  0.293991  0.027722  
CFR_IN  6.41848e-17  -0.00490536  4.77916e-16  -0.00465225  -0.00370575  -0.00280301  -0.00280301  0.765426  0.30086  0.00719947  
A-CFR_IN  0.00752983  9.02056e-17  0.00797254  6.45317e-16  0.00974086  0.00736068  0.00736068  0.759488  0.293991  0.027722  
BPS-CFR  0.00213314  -0.00224824  0.00256064  -0.00209456  4.38885e-16  0.000302852  0.000302852  0.765096  0.297803  0.00477183  
TIPS-CFR  0.0019231  -0.0022436  0.00233254  -0.00225107  -0.000103883  4.21538e-16  4.31946e-16  0.76354  0.30019  0.004256  
IPS-CFR  0.0019231  -0.0022436  0.00233254  -0.00225107  -0.000103883  4.21538e-16  4.31946e-16  0.76354  0.30019  0.004256  
PI  0.180778  0.149056  0.18224  0.149444  0.118297  0.108805  0.108805  3.33067e-16  -0.627344  0.154167  
greed_punisher  -0.12884  -0.248547  -0.0964897  -0.159902  -0.080862  -0.0791553  -0.0791553  1.07188  -4.57967e-16  -0.2  
FP  0.0264761  -0.00802065  0.0282149  -0.00737478  -0.00928188  -0.0099827  -0.0099827  0.629948  0.370833  -9.02056e-17  
BR  0.180778  0.149056  0.18224  0.149444  0.125878  0.113209  0.113209  1.07187  0.510026  0.154167  
t = 32
CFR  5.37764e-17  -0.00936162  6.10623e-16  -0.00938097  0.00776913  0.00771975  0.00771975  0.217953  0.499532  0.0105943  
A-CFR  0.0064966  -2.15106e-16  0.00178757  7.42462e-16  0.00706545  0.00649282  0.00649282  0.219164  0.5008  0.0432775  
CFR_IN  1.9082e-16  -0.00936162  4.97866e-16  -0.00938097  0.00776913  0.00771975  0.00771975  0.217953  0.499532  0.0105943  
A-CFR_IN  0.0064966  3.1225e-16  0.00178757  6.66134e-16  0.00706545  0.00649282  0.00649282  0.219164  0.5008  0.0432775  
BPS-CFR  -4.65226e-05  -0.00193769  -0.00506242  -0.00135459  3.08781e-16  0.000154007  0.000154007  0.217765  0.499848  0.0110007  
TIPS-CFR  -0.000234546  -0.001909  -0.00522274  -0.00143591  -0.000205251  4.44957e-16  3.27863e-16  0.217893  0.498193  0.011159  
IPS-CFR  -0.000234546  -0.001909  -0.00522274  -0.00143591  -0.000205251  4.44957e-16  3.43475e-16  0.217893  0.498193  0.011159  
PI  0.197754  0.150414  0.19327  0.149992  0.150337  0.134846  0.134846  -6.17562e-16  -0.610937  0.145833  
greed_punisher  -0.0812942  -0.225696  -0.0567716  -0.163793  -0.0787313  -0.0747315  -0.0747315  0.561458  -6.17562e-16  -0.15625  
FP  0.0585946  -0.0144181  0.0622191  -0.0140297  0.0246565  0.00872512  0.00872512  0.314583  0.379167  6.93889e-18  
BR  0.211918  0.150414  0.210559  0.149992  0.155793  0.1415  0.1415  0.561458  0.561458  0.145833  
t = 33
CFR  -1.93422e-16  -0.0185582  3.05311e-16  -0.0188246  0.00133769  -0.000907794  -0.000907794  0.540091  0.221198  0.0199674  
A-CFR  -0.0123348  -6.245e-17  -0.00396768  6.9042e-16  -0.0185212  -0.0152509  -0.0152509  0.546845  0.217742  0.0560186  
CFR_IN  -2.02963e-16  -0.0185582  3.26128e-16  -0.0188246  0.00133769  -0.000907794  -0.000907794  0.540091  0.221198  0.0199674  
A-CFR_IN  -0.0123348  3.67761e-16  -0.00396768  6.10623e-16  -0.0185212  -0.0152509  -0.0152509  0.546845  0.217742  0.0560186  
BPS-CFR  0.00701282  -0.00566711  0.00520839  -0.00549545  3.72966e-16  -0.000302896  -0.000302896  0.541369  0.221316  0.0220325  
TIPS-CFR  0.00734314  -0.00556583  0.00523054  -0.00543592  0.000431579  2.498e-16  3.07046e-16  0.540799  0.223068  0.0223537  
IPS-CFR  0.00734314  -0.00556583  0.00523054  -0.00543592  0.000431579  3.07046e-16  2.81025e-16  0.540799  0.223068  0.0223537  
PI  0.198445  0.149596  0.179015  0.148122  0.106481  0.0937714  0.0937714  2.08167e-16  -0.666667  0.145833  
greed_punisher  -0.0351413  -0.170133  0.0205383  -0.168111  0.0254142  0.00522733  0.00522733  0.803385  -6.00214e-16  -0.15625  
FP  0.105619  -0.0262039  0.103972  -0.0262343  0.0653433  0.0480384  0.0480384  0.531771  0.234896  6.93889e-18  
BR  0.218584  0.149596  0.220727  0.148122  0.1614  0.138472  0.138472  0.803385  0.423438  0.145833  
t = 34
CFR  -5.41234e-16  -0.0280443  7.91034e-16  -0.0283639  -0.00840178  -0.00923436  -0.00923436  0.222518  0.448395  -0.0219895  
A-CFR  0.00784255  3.46945e-17  -0.000774123  7.49401e-16  -0.0104734  -0.00841429  -0.00841429  0.22259  0.450534  0.00891632  
CFR_IN  -4.85723e-16  -0.0280443  7.14706e-16  -0.0283639  -0.00840178  -0.00923436  -0.00923436  0.222518  0.448395  -0.0219895  
A-CFR_IN  0.00784255  3.88578e-16  -0.000774123  7.49401e-16  -0.0104734  -0.00841429  -0.00841429  0.22259  0.450534  0.00891632  
BPS-CFR  0.00757903  -0.00785416  0.00408126  -0.00786597  5.75928e-16  -0.000395556  -0.000395556  0.224605  0.448718  -0.0233205  
TIPS-CFR  0.00756277  -0.00769282  0.00505395  -0.00770413  0.000511408  4.996e-16  5.27356e-16  0.221438  0.446984  -0.023922  
IPS-CFR  0.00756277  -0.00769282  0.00505395  -0.00770413  0.000511408  5.34295e-16  4.996e-16  0.221438  0.446984  -0.023922  
PI  0.18906  0.152763  0.20049  0.150169  0.133875  0.127948  0.127948  -6.00214e-16  -0.666146  0.0833333  
greed_punisher  -0.341756  -0.0981916  -0.284968  -0.172405  -0.184112  -0.187452  -0.187452  0.423437  -7.35523e-16  -0.14375  
FP  0.099398  -0.0392625  0.0735331  -0.0393225  0.022661  0.0226274  0.0226274  0.236979  0.346875  6.93889e-18  
BR  0.224681  0.152881  0.207122  0.150169  0.138373  0.128802  0.128802  0.423438  0.535417  0.120833  
t = 35
CFR  -3.05311e-16  -0.0348074  7.71952e-16  -0.0352639  -0.00446038  -0.00632687  -0.00632687  0.844989  0.233344  -0.0638127  
A-CFR  -0.0216444  -6.93889e-17  -0.0245538  7.07767e-16  -0.0251882  -0.0233598  -0.0233598  0.839892  0.228566  -0.0410472  
CFR_IN  -1.83881e-16  -0.0348074  5.84602e-16  -0.0352639  -0.00446038  -0.00632687  -0.00632687  0.844989  0.233344  -0.0638127  
A-CFR_IN  -0.0216444  1.11022e-16  -0.0245538  6.38378e-16  -0.0251882  -0.0233598  -0.0233598  0.839892  0.228566  -0.0410472  
