learner/env  CFR  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  PI  greed_punisher  FP  
BPS-CFR  0.000531761  -0.00864613  0.000506095  -0.00882459  4.89192e-16  -0.000868755  -0.000868755  0.844505  0.233681  -0.0612066  
TIPS-CFR  0.00114018  -0.00852967  0.00114005  -0.00867126  0.000866694  5.34295e-16  4.71845e-16  0.844155  0.235896  -0.0615168  
IPS-CFR  0.00114018  -0.00852967  0.00114005  -0.00867126  0.000866694  5.16948e-16  4.64906e-16  0.844155  0.235896  -0.0615168  
PI  0.169585  0.173911  0.158859  0.147996  0.107867  0.101754  0.101754  -1.94289e-16  -0.655208  0.1125  
greed_punisher  -0.261514  -0.0539726  -0.198902  -0.174903  -0.136111  -0.104712  -0.104712  1.09714  -5.86337e-16  -0.145833  
FP  0.0199328  -0.0479492  0.00807674  -0.0481929  -0.0150413  -0.0152054  -0.0152054  0.71276  0.254167  -3.46945e-17  
BR  0.169585  0.173911  0.158859  0.170648  0.107867  0.104919  0.104919  1.09714  0.452083  0.133333  
t = 36
CFR  -1.61329e-16  -0.0407697  6.93022e-16  -0.0416403  -0.00520418  -0.00566228  -0.00566228  0.204903  0.451925  -0.0366941  
A-CFR  -0.0398431  -3.46945e-17  -0.0443673  6.59195e-16  -0.043316  -0.0412999  -0.0412999  0.20663  0.45444  -0.0237279  
CFR_IN  5.89806e-17  -0.0407697  5.24754e-16  -0.0416403  -0.00520418  -0.00566228  -0.00566228  0.204903  0.451925  -0.0366941  
A-CFR_IN  -0.0398431  4.16334e-17  -0.0443673  6.45317e-16  -0.043316  -0.0412999  -0.0412999  0.20663  0.45444  -0.0237279  
BPS-CFR  -0.00012033  -0.00888066  -0.000622859  -0.00927836  3.60822e-16  9.28513e-05  9.28513e-05  0.204735  0.45227  -0.0334219  
TIPS-CFR  0.000738699  -0.00877986  0.000958379  -0.00910011  -0.000122759  4.31946e-16  4.09395e-16  0.204852  0.450711  -0.0325158  
IPS-CFR  0.000738699  -0.00877986  0.000958379  -0.00910011  -0.000122759  4.31946e-16  4.16334e-16  0.204852  0.450711  -0.0325158  
PI  0.143245  0.187606  0.138218  0.184091  0.0995281  0.0950949  0.0950949  -7.35523e-16  -0.691667  0.154167  
greed_punisher  -0.238768  -0.0310081  -0.168938  -0.213602  -0.0961059  -0.090893  -0.090893  0.535417  -7.97973e-16  -0.0645833  
FP  -0.0150298  -0.0556377  -0.0216843  -0.0560809  -0.0402286  -0.0406166  -0.0406166  0.298958  0.359375  3.46945e-17  
BR  0.143245  0.197118  0.138218  0.196841  0.103666  0.100696  0.100696  0.535417  0.535417  0.175  
t = 37
CFR  -7.84962e-17  -0.0428276  7.3639e-16  -0.0441228  -0.00767515  -0.00771653  -0.00771653  0.528523  0.244737  -0.0149157  
A-CFR  -0.047256  3.81639e-17  -0.0464171  5.9848e-16  -0.0425912  -0.0406329  -0.0406329  0.535284  0.240178  -0.0271204  
CFR_IN  1.74773e-16  -0.0428276  4.93529e-16  -0.0441228  -0.00767515  -0.00771653  -0.00771653  0.528523  0.244737  -0.0149157  
A-CFR_IN  -0.047256  1.50921e-16  -0.0464171  5.30825e-16  -0.0425912  -0.0406329  -0.0406329  0.535284  0.240178  -0.0271204  
BPS-CFR  0.00132975  -0.00886866  0.00131529  -0.00947505  3.88578e-16  0.000209862  0.000209862  0.530002  0.245298  -0.0152539  
TIPS-CFR  0.00143928  -0.00878017  0.00143064  -0.00929668  -0.00028443  3.46945e-16  3.81639e-16  0.529169  0.247762  -0.0139992  
IPS-CFR  0.00143928  -0.00878017  0.00143064  -0.00929668  -0.00028443  3.53884e-16  3.81639e-16  0.529169  0.247762  -0.0139992  
PI  0.134713  0.229997  0.133897  0.231037  0.105749  0.102652  0.102652  2.22045e-16  -0.696354  0.1875  
greed_punisher  -0.223791  -0.115103  -0.160321  -0.175493  -0.108218  -0.106369  -0.106369  0.822396  -4.33681e-16  -0.08125  
FP  -0.0277868  -0.0638574  -0.028161  -0.0646298  -0.0459521  -0.0457382  -0.0457382  0.491146  0.265104  1.89952e-16  
BR  0.134713  0.229997  0.133897  0.231037  0.105749  0.102652  0.102652  0.822396  0.446354  0.1875  
t = 38
CFR  -4.68375e-17  -0.0436938  7.42462e-16  -0.0446345  -0.0107244  -0.0102327  -0.0102327  0.236566  0.45943  0.0235167  
A-CFR  -0.0454409  1.83881e-16  -0.0445896  5.02202e-16  -0.0435689  -0.0404498  -0.0404498  0.235674  0.466372  0.0104888  
CFR_IN  1.85615e-16  -0.0436938  5.10009e-16  -0.0446345  -0.0107244  -0.0102327  -0.0102327  0.236566  0.45943  0.0235167  
A-CFR_IN  -0.0454409  2.74086e-16  -0.0445896  5.30825e-16  -0.0435689  -0.0404498  -0.0404498  0.235674  0.466372  0.0104888  
BPS-CFR  0.00268854  -0.00861411  0.00317079  -0.00959349  3.34802e-16  0.000384021  0.000384021  0.239032  0.46329  0.0223337  
TIPS-CFR  0.00273631  -0.00852727  0.0031102  -0.00931773  -0.000547117  2.58474e-16  3.20924e-16  0.237733  0.460882  0.0237205  
IPS-CFR  0.00273631  -0.00852727  0.0031102  -0.00931773  -0.000547117  2.72352e-16  3.20924e-16  0.237733  0.460882  0.0237205  
PI  0.133431  0.270948  0.132703  0.27441  0.107658  0.105167  0.105167  -5.86337e-16  -0.473437  0.1875  
greed_punisher  -0.225537  -0.0945461  -0.157136  -0.172051  -0.0782974  -0.0843311  -0.0843311  0.452083  -6.10623e-16  -0.04375  
FP  -0.029069  -0.0740952  -0.0293552  -0.0754732  -0.0577201  -0.0529846  -0.0529846  0.25  0.328125  1.89952e-16  
BR  0.133431  0.270948  0.132703  0.27441  0.137797  0.119619  0.119619  0.452083  0.734635  0.1875  
t = 39
CFR  1.30104e-18  -0.0443184  5.40366e-16  -0.0455616  -0.0131565  -0.0136682  -0.0136682  0.834245  0.309324  0.0435605  
A-CFR  -0.0420903  1.43982e-16  -0.0404177  5.30392e-16  -0.0438032  -0.0424358  -0.0424358  0.828561  0.299944  0.0364006  
CFR_IN  1.15793e-16  -0.0443184  3.9118e-16  -0.0455616  -0.0131565  -0.0136682  -0.0136682  0.834245  0.309324  0.0435605  
A-CFR_IN  -0.0420903  2.69099e-16  -0.0404177  5.02636e-16  -0.0438032  -0.0424358  -0.0424358  0.828561  0.299944  0.0364006  
BPS-CFR  0.00489362  -0.00568166  0.00571452  -0.00717372  1.52656e-16  0.000416783  0.000416783  0.833471  0.304768  0.0437612  
TIPS-CFR  0.00463743  -0.00546569  0.00564461  -0.00657576  -0.000439273  4.17635e-16  2.29851e-16  0.833196  0.306783  0.043481  
IPS-CFR  0.00463743  -0.00546569  0.00564461  -0.00657576  -0.000439273  4.03323e-16  2.15539e-16  0.833196  0.306783  0.043481  
PI  0.127507  0.307028  0.128034  0.310131  0.172137  0.161889  0.161889  2.77556e-17  -0.627344  0.1875  
greed_punisher  -0.200276  -0.0757754  -0.144051  -0.171544  -0.228443  -0.227407  -0.227407  1.09323  -4.57967e-16  -0.04375  
FP  -0.0398739  -0.0831151  -0.0288606  -0.0844035  -0.0706901  -0.0687435  -0.0687435  0.69375  0.370833  1.89952e-16  
BR  0.142149  0.307028  0.142705  0.310131  0.172137  0.161889  0.161889  1.09323  0.510026  0.1875  
t = 40
CFR  4.77049e-17  -0.0297716  3.63425e-16  -0.0310489  -0.0136706  -0.0150232  -0.0150232  0.210136  0.495623  0.0445435  
A-CFR  -0.0191504  1.92554e-16  -0.0181741  5.92408e-16  -0.0270928  -0.0288045  -0.0288045  0.212179  0.498762  0.05  
CFR_IN  3.40006e-16  -0.0297716  2.54137e-16  -0.0310489  -0.0136706  -0.0150232  -0.0150232  0.210136  0.495623  0.0445435  
A-CFR_IN  -0.0191504  3.03577e-16  -0.0181741  5.02202e-16  -0.0270928  -0.0288045  -0.0288045  0.212179  0.498762  0.05  
BPS-CFR  0.00550693  -0.00358269  0.00541332  -0.0021982  2.25514e-16  0.000242751  0.000242751  0.209998  0.495944  0.0447497  
TIPS-CFR  0.00522111  -0.00339072  0.00534333  -0.00196767  -0.000233474  2.87964e-16  2.94903e-16  0.210085  0.494482  0.0444587  
IPS-CFR  0.00522111  -0.00339072  0.00534333  -0.00196767  -0.000233474  2.93168e-16  2.94903e-16  0.210085  0.494482  0.0444587  
PI  0.145569  0.319511  0.143963  0.315357  0.19421  0.187498  0.187498  -7.97973e-16  -0.610937  0.1875  
greed_punisher  -0.29437  -0.0682448  -0.136974  -0.170171  -0.212229  -0.21024  -0.21024  0.535417  -6.17562e-16  -0.04375  
FP  -0.0370245  -0.0862359  -0.0388204  -0.0857098  -0.0668905  -0.053343  -0.053343  0.307292  0.391667  1.89952e-16  
BR  0.145569  0.319511  0.143963  0.315357  0.19421  0.187498  0.187498  0.535417  0.561458  0.1875  
t = 41
CFR  2.84061e-16  -0.0198211  4.56232e-16  -0.0216503  -0.0136013  -0.0151366  -0.0151366  0.552073  0.230267  0.0224031  
A-CFR  -0.00502689  1.76942e-16  -0.00517526  5.91974e-16  -0.0170806  -0.0202098  -0.0202098  0.556479  0.226627  0.0268412  
CFR_IN  4.02022e-16  -0.0198211  3.52583e-16  -0.0216503  -0.0136013  -0.0151366  -0.0151366  0.552073  0.230267  0.0224031  
A-CFR_IN  -0.00502689  2.18575e-16  -0.00517526  4.46258e-16  -0.0170806  -0.0202098  -0.0202098  0.556479  0.226627  0.0268412  
BPS-CFR  0.00337632  -0.00801444  0.00349032  -0.00814609  3.747e-16  3.1572e-16  3.50414e-16  0.552076  0.230873  0.022631  
TIPS-CFR  0.00325462  -0.00787618  0.00339844  -0.0081324  5.76986e-06  3.1572e-16  3.50414e-16  0.55225  0.232357  0.0223063  
IPS-CFR  0.00325462  -0.00787618  0.00339844  -0.0081324  5.76986e-06  2.87964e-16  4.0766e-16  0.55225  0.232357  0.0223063  
PI  0.144471  0.274542  0.142675  0.295328  0.215669  0.207091  0.207091  1.66533e-16  -0.666667  0.20625  
greed_punisher  -0.253372  -0.0629964  -0.123236  -0.149077  -0.217269  -0.187422  -0.187422  0.818229  -6.00214e-16  0.0125  
FP  -0.0477071  -0.0676232  -0.0489417  -0.0634771  -0.0630652  -0.0616706  -0.0616706  0.523438  0.234896  -3.46945e-17  
BR  0.144471  0.307746  0.142675  0.304001  0.215669  0.207091  0.207091  0.818229  0.423438  0.2625  
t = 42
CFR  -1.21431e-17  -0.0182504  3.18268e-16  -0.0161576  -0.0125  -0.0050949  -0.0050949  0.216469  0.444412  -0.00938922  
A-CFR  0.00755204  2.09468e-16  0.00753358  5.98913e-16  -0.00390783  -0.00799333  -0.00799333  0.215014  0.448484  -0.00640731  
CFR_IN  3.31332e-16  -0.0182504  2.63624e-16  -0.0161576  -0.0125  -0.0050949  -0.0050949  0.216469  0.444412  -0.00938922  
A-CFR_IN  0.00755204  1.47018e-16  0.00753358  3.62991e-16  -0.00390783  -0.00799333  -0.00799333  0.215014  0.448484  -0.00640731  
BPS-CFR  0.0031459  -0.0140339  0.00327398  -0.0146824  4.02456e-16  3.747e-16  2.91434e-16  0.217706  0.444758  -0.00930357  
TIPS-CFR  0.00303335  -0.013984  0.00318902  -0.0146366  4.02456e-16  3.747e-16  2.91434e-16  0.216717  0.443218  -0.00980073  
IPS-CFR  0.00303335  -0.013984  0.00318902  -0.0146366  4.02456e-16  3.747e-16  3.33067e-16  0.216717  0.443218  -0.00980073  
PI  0.133333  0.302943  0.140131  0.298428  0.229196  0.215242  0.215242  -4.33681e-16  -0.666146  0.0625  
greed_punisher  -0.211778  -0.119201  -0.111471  -0.131164  -0.201545  -0.198721  -0.198721  0.446354  -7.35523e-16  -0.0854167  
FP  -0.0520211  -0.0466569  -0.0551543  -0.0441336  -0.0707594  -0.0672309  -0.0672309  0.272917  0.346875  1.38778e-17  
BR  0.139454  0.302943  0.140131  0.298428  0.229196  0.215242  0.215242  0.446354  0.535417  0.225  
t = 43
CFR  1.33574e-16  -0.0144738  3.50414e-16  -0.0131553  -0.00273701  2.81025e-16  2.08167e-16  0.590163  0.242869  -0.00303978  
A-CFR  0.0114614  1.84314e-16  0.012139  6.4098e-16  0.00228272  0.00017494  0.00017494  0.586065  0.238983  -0.00260493  
CFR_IN  3.41741e-16  -0.0144738  3.1572e-16  -0.0131553  -0.00273701  5.20417e-16  3.60822e-16  0.590163  0.242869  -0.00303978  
A-CFR_IN  0.0114614  1.01048e-16  0.012139  4.11129e-16  0.00228272  0.00017494  0.00017494  0.586065  0.238983  -0.00260493  
BPS-CFR  0.00336548  -0.0204296  0.00374875  -0.0211562  4.02456e-16  5.10009e-16  2.98372e-16  0.589706  0.24369  -0.00240059  
TIPS-CFR  0.00322426  -0.0203868  0.00356658  -0.0211137  4.02456e-16  5.10009e-16  2.98372e-16  0.589843  0.245579  -0.00216978  
IPS-CFR  0.00322426  -0.0203868  0.00356658  -0.0211137  4.02456e-16  4.54498e-16  3.81639e-16  0.589843  0.245579  -0.00216978  
PI  0.136143  0.293748  0.13631  0.289167  0.234425  0.227093  0.227093  -5.55112e-17  -0.655208  0.225  
greed_punisher  -0.191994  -0.11922  -0.0986437  -0.127535  -0.186889  -0.184119  -0.184119  0.797266  -5.86337e-16  -0.1125  
FP  -0.0570552  -0.0130581  -0.0593248  -0.0107609  -0.075  -0.0745227  -0.0745227  0.457422  0.241667  1.38778e-17  
BR  0.136143  0.293748  0.13631  0.289167  0.234425  0.227439  0.227439  0.797266  0.452083  0.225  
t = 44
CFR  -3.64292e-17  -0.0118831  5.6205e-16  -0.00694126  -0.00199836  -0.00207034  -0.00207034  0.188783  0.448145  0.00932946  
A-CFR  0.0107586  8.67362e-17  0.0112669  5.50992e-16  0.00324847  0.00319011  0.00319011  0.193194  0.452267  0.00490993  
CFR_IN  1.70003e-16  -0.0118831  3.05311e-16  -0.00694126  -0.00199836  -0.00207034  -0.00207034  0.188783  0.448145  0.00932946  
A-CFR_IN  0.0107586  2.35922e-16  0.0112669  4.74664e-16  0.00324847  0.00319011  0.00319011  0.193194  0.452267  0.00490993  
BPS-CFR  0.00424115  -0.0248271  0.00512879  -0.0221215  4.54498e-16  -0.00013875  -0.00013875  0.188576  0.448533  0.00949267  
TIPS-CFR  0.00398597  -0.0247826  0.00479764  -0.0220776  0.000115083  3.85109e-16  3.64292e-16  0.188688  0.447131  0.00962417  
IPS-CFR  0.00398597  -0.0247826  0.00479764  -0.0220776  0.000115083  3.85109e-16  3.72966e-16  0.188688  0.447131  0.00962417  
PI  0.12057  0.282229  0.123383  0.271469  0.2293  0.226599  0.226599  -6.10623e-16  -0.691667  0.225  
greed_punisher  -0.145511  -0.120112  -0.07226  -0.123903  -0.167059  -0.159028  -0.159028  0.734635  -7.97973e-16  -0.1125  
FP  -0.0518148  -0.00607515  -0.056016  -0.00570814  -0.075  -0.075  -0.075  0.269271  0.359375  1.38778e-17  
BR  0.133058  0.282229  0.137688  0.27293  0.229471  0.226599  0.226599  0.734635  0.535417  0.225  
t = 45
CFR  -3.46945e-18  0.00438371  4.82253e-16  0.0101569  -0.00325742  -0.00201679  -0.00201679  0.729511  0.254453  0.0181096  
A-CFR  0.00857839  1.52656e-16  0.00863726  6.8695e-16  0.00297158  0.00306532  0.00306532  0.733975  0.250518  0.0118623  
CFR_IN  6.59195e-17  0.00438371  4.57967e-16  0.0101569  -0.00325742  -0.00201679  -0.00201679  0.729511  0.254453  0.0181096  
A-CFR_IN  0.00857839  1.80411e-16  0.00863726  5.46438e-16  0.00297158  0.00306532  0.00306532  0.733975  0.250518  0.0118623  
BPS-CFR  0.00337067  -0.0101315  0.00255044  -0.00485965  3.81639e-16  -2.72345e-05  -2.72345e-05  0.730739  0.255565  0.0182858  
TIPS-CFR  0.00342343  -0.0100745  0.00252591  -0.00481162  2.44034e-05  3.71231e-16  3.64292e-16  0.730014  0.257706  0.0185358  
IPS-CFR  0.00342343  -0.0100745  0.00252591  -0.00481162  2.44034e-05  3.71231e-16  3.71231e-16  0.730014  0.257706  0.0185358  
PI  0.157406  0.221068  0.13575  0.228425  0.227039  0.225621  0.225621  2.22045e-16  -0.696354  0.225  
greed_punisher  -0.221398  -0.117222  -0.164923  -0.112622  -0.14136  -0.137717  -0.137717  0.970833  -4.33681e-16  -0.1125  
FP  -0.0263865  0.0028287  -0.0324398  0.00421534  -0.05  -0.05  -0.05  0.661458  0.265104  1.38778e-17  
BR  0.161932  0.240968  0.159656  0.228425  0.227039  0.225621  0.225621  0.970833  0.446354  0.225  
t = 46
CFR  -1.66533e-16  0.0196261  5.82867e-16  0.024514  -0.00147502  -0.00129999  -0.00129999  0.322757  0.445575  -0.00816234  
A-CFR  0.00885792  7.11237e-17  0.00644051  6.9042e-16  0.00263991  0.00268959  0.00268959  0.320519  0.455973  -0.0158503  
CFR_IN  -1.17961e-16  0.0196261  4.44089e-16  0.024514  -0.00147502  -0.00129999  -0.00129999  0.322757  0.445575  -0.00816234  
A-CFR_IN  0.00885792  1.92554e-16  0.00644051  6.10623e-16  0.00263991  0.00268959  0.00268959  0.320519  0.455973  -0.0158503  
BPS-CFR  0.00185727  0.00554352  0.000613435  0.0103607  4.11997e-16  -0.00012328  -0.00012328  0.323268  0.451185  -0.00779154  
TIPS-CFR  0.00199547  0.00558555  0.000569332  0.0104028  0.000119617  2.81025e-16  4.33681e-16  0.322942  0.449024  -0.00758141  
IPS-CFR  0.00199547  0.00558555  0.000569332  0.0104028  0.000119617  2.81025e-16  4.33681e-16  0.322942  0.449024  -0.00758141  
PI  0.195032  0.207863  0.192852  0.196699  0.223909  0.224127  0.224127  -4.57967e-16  -0.473437  0.154167  
greed_punisher  -0.25189  -0.117038  -0.142191  -0.105524  -0.119918  -0.117444  -0.117444  0.510026  -6.10623e-16  -0.0854167  
FP  -0.013707  0.00406443  -0.0175433  0.00452075  -0.0400589  -0.05  -0.05  0.383073  0.334896  -2.28983e-16  
BR  0.202181  0.228213  0.198581  0.230344  0.223909  0.224127  0.224127  0.510026  0.734635  0.191667  
t = 47
CFR  -2.08167e-17  0.0277083  5.13478e-16  0.0293514  -0.00153284  -0.00153203  -0.00153203  0.797354  0.316149  -0.0193665  
A-CFR  0.00935015  4.85723e-17  0.0095056  6.8695e-16  0.00215171  0.0025213  0.0025213  0.790724  0.307035  -0.0287227  
CFR_IN  6.93889e-18  0.0277083  5.48173e-16  0.0293514  -0.00153284  -0.00153203  -0.00153203  0.797354  0.316149  -0.0193665  
A-CFR_IN  0.00935015  2.15106e-16  0.0095056  5.27356e-16  0.00215171  0.0025213  0.0025213  0.790724  0.307035  -0.0287227  
BPS-CFR  -0.00071709  0.0187962  -0.000965921  0.0232534  5.0307e-16  1.45177e-05  1.45177e-05  0.795216  0.311445  -0.0187102  
TIPS-CFR  -0.000463347  0.0191452  -0.000894082  0.02336  1.20586e-06  4.51028e-16  3.01842e-16  0.795438  0.313164  -0.0184917  
IPS-CFR  -0.000463347  0.0191452  -0.000894082  0.02336  1.20586e-06  4.51028e-16  3.01842e-16  0.795438  0.313164  -0.0184917  
PI  0.239744  0.232723  0.235287  0.232955  0.222007  0.223443  0.223443  3.33067e-16  -0.627344  0.195833  
greed_punisher  -0.215568  -0.145465  -0.133371  -0.264637  -0.104073  -0.104564  -0.104564  1.07188  -4.57967e-16  -0.15  
FP  0.0129859  0.0021958  0.00948222  0.00172048  -0.0446086  -0.045  -0.045  0.629948  0.370833  -3.747e-16  
BR  0.240253  0.232723  0.236247  0.232955  0.236199  0.241751  0.241751  1.07187  0.510026  0.208333  
t = 48
CFR  2.77556e-17  0.0340795  6.93889e-16  0.0372635  -0.00194211  -0.00211897  -0.00211897  0.215329  0.492152  0.00766672  
A-CFR  0.012409  1.5786e-16  0.0133007  7.1991e-16  0.00202022  0.00287617  0.00287617  0.217287  0.496039  -0.00934146  
CFR_IN  1.249e-16  0.0340795  5.68989e-16  0.0372635  -0.00194211  -0.00211897  -0.00211897  0.215329  0.492152  0.00766672  
A-CFR_IN  0.012409  3.747e-16  0.0133007  5.82867e-16  0.00202022  0.00287617  0.00287617  0.217287  0.496039  -0.00934146  
BPS-CFR  -0.000118778  0.0304848  0.00157458  0.0344333  4.85723e-16  0.000168441  0.000168441  0.215208  0.4925  0.00708341  
TIPS-CFR  1.249e-16  0.0304595  0.0016663  0.0343761  -0.000114152  3.13985e-16  2.68015e-16  0.215274  0.491165  0.00839626  
IPS-CFR  1.249e-16  0.0304595  0.0016663  0.0343761  -0.000114152  3.13985e-16  2.68015e-16  0.215274  0.491165  0.00839626  
PI  0.278486  0.239642  0.265195  0.242145  0.247735  0.254181  0.254181  -6.17562e-16  -0.610937  0.195833  
greed_punisher  -0.262736  -0.137542  -0.275757  -0.258598  -0.105371  -0.10454  -0.10454  0.561458  -6.17562e-16  -0.0875  
FP  0.0276813  -0.000574789  0.0365361  -0.000940451  -0.0340931  -0.0346238  -0.0346238  0.314583  0.391667  -2.56739e-16  
BR  0.278671  0.239642  0.270565  0.242145  0.247735  0.254181  0.254181  0.561458  0.561458  0.216667  
t = 49
CFR  1.11022e-16  0.0355742  5.82867e-16  0.027238  -0.00287621  -0.00320127  -0.00320127  0.53908  0.238219  -0.00433622  
A-CFR  0.0169803  -1.73472e-17  0.0158873  3.36536e-16  0.000856773  0.0003503  0.0003503  0.544335  0.236626  -0.0277868  
CFR_IN  2.91434e-16  0.0355742  4.996e-16  0.027238  -0.00287621  -0.00320127  -0.00320127  0.53908  0.238219  -0.00433622  
A-CFR_IN  0.0169803  4.57967e-16  0.0158873  4.19803e-16  0.000856773  0.0003503  0.0003503  0.544335  0.236626  -0.0277868  
BPS-CFR  0.00134581  0.0344508  0.00198927  0.0269792  2.77556e-16  6.79262e-05  6.79262e-05  0.540471  0.239531  -0.00436032  
TIPS-CFR  0.00143831  0.034384  0.00200348  0.0269121  -0.000168256  4.996e-16  4.33681e-16  0.539339  0.240834  -0.00378607  
IPS-CFR  0.00143831  0.034384  0.00200348  0.0269121  -0.000168256  4.996e-16  4.12864e-16  0.539339  0.240834  -0.00378607  
PI  0.329154  0.21526  0.314233  0.240252  0.260629  0.262655  0.262655  2.08167e-16  -0.666667  0.25  
greed_punisher  -0.243427  -0.111751  -0.255778  -0.228546  -0.097989  -0.105318  -0.105318  0.803385  -6.00214e-16  -0.0375  
FP  0.0781037  -0.006298  0.0733295  -0.0215753  -0.0370232  -0.0396935  -0.0396935  0.518229  0.234896  1.89952e-16  
BR  0.332433  0.23851  0.319206  0.240252  0.260629  0.264303  0.264303  0.803385  0.423438  0.25  
t = 50
CFR  1.11022e-16  0.0217688  6.38378e-16  0.0161478  -0.00249234  -0.00232321  -0.00232321  0.25236  0.440768  0.0159651  
A-CFR  0.038916  -3.1225e-17  0.035791  4.16334e-16  0.000318795  0.000346986  0.000346986  0.253889  0.444873  -0.0127265  
CFR_IN  2.63678e-16  0.0217688  4.16334e-16  0.0161478  -0.00249234  -0.00232321  -0.00232321  0.25236  0.440768  0.0159651  
A-CFR_IN  0.038916  2.94903e-16  0.035791  5.06539e-16  0.000318795  0.000346986  0.000346986  0.253889  0.444873  -0.0127265  
BPS-CFR  0.00100624  0.0217688  0.00117324  0.0161478  4.78784e-16  -2.31884e-06  -2.31884e-06  0.255253  0.441157  0.0155839  
TIPS-CFR  0.00102202  0.0217688  0.00125077  0.0161478  1.98647e-06  5.82867e-16  6.93889e-16  0.25291  0.439746  0.0161076  
IPS-CFR  0.00102202  0.0217688  0.00125077  0.0161478  1.98647e-06  5.82867e-16  6.80012e-16  0.25291  0.439746  0.0161076  
PI  0.341667  0.235963  0.341667  0.237927  0.234732  0.242406  0.242406  -6.00214e-16  -0.666146  0.25  
greed_punisher  -0.270555  -0.128455  -0.296617  -0.204098  -0.147263  -0.18844  -0.18844  0.423437  -7.35523e-16  -0.0125  
FP  0.0958333  -0.0178478  0.0958333  -0.0267439  -0.0455335  -0.0567427  -0.0567427  0.257812  0.346875  1.89952e-16  
BR  0.341667  0.242859  0.341667  0.251711  0.272429  0.291209  0.291209  0.423438  0.535417  0.25  
t = 51
CFR  -2.70617e-16  0.00910635  8.04912e-16  -2.10887e-05  -0.000230047  1.05471e-15  1.02696e-15  0.868561  0.251452  0.0313056  
A-CFR  0.0264211  -9.71445e-17  0.0451871  5.27356e-16  9.57567e-16  1.05471e-15  1.02696e-15  0.862367  0.248901  0.00227084  
CFR_IN  8.32667e-17  0.00910635  5.96745e-16  -2.10887e-05  -0.000230047  5.68989e-16  6.38378e-16  0.868561  0.251452  0.0313056  
A-CFR_IN  0.0264211  -9.71445e-17  0.0451871  4.57967e-16  6.93889e-16  5.68989e-16  6.38378e-16  0.862367  0.248901  0.00227084  
BPS-CFR  -0.00766311  0.00910635  0.00125601  0.000241593  5.55112e-16  6.38378e-16  6.80012e-16  0.86654  0.252954  0.030864  
TIPS-CFR  -0.00436785  0.00910635  0.00124666  0.000425042  5.55112e-16  6.38378e-16  6.80012e-16  0.866979  0.254633  0.0314435  
IPS-CFR  -0.00436785  0.00910635  0.00124666  0.000425042  5.55112e-16  6.38378e-16  6.80012e-16  0.866979  0.254633  0.0314435  
PI  0.303785  0.270859  0.341667  0.252671  0.311102  0.32463  0.32463  -1.94289e-16  -0.655208  0.25  
greed_punisher  -0.235786  -0.117726  -0.290613  -0.172174  -0.213357  -0.226249  -0.226249  1.09714  -5.86337e-16  -0.0125  
FP  0.102169  -0.000929184  0.0958333  -0.009499  -0.05401  -0.0182305  -0.0182305  0.71276  0.241667  1.89952e-16  
BR  0.324873  0.286022  0.341667  0.284522  0.314796  0.332352  0.332352  1.09714  0.452083  0.25  
t = 52
CFR  2.34188e-17  -0.00417773  7.33788e-16  -0.00668304  9.4369e-16  1.27676e-15  1.60982e-15  0.201816  0.444519  0.0455197  
A-CFR  0.00277191  3.33067e-16  0.0088605  4.996e-16  9.4369e-16  1.27676e-15  1.60982e-15  0.203927  0.448296  0.0226897  
CFR_IN  -1.25767e-16  -0.00417773  3.00107e-16  -0.00668304  9.4369e-16  3.88578e-16  7.77156e-16  0.201816  0.444519  0.0455197  
A-CFR_IN  0.00277191  4.71845e-16  0.0088605  4.71845e-16  9.4369e-16  3.88578e-16  7.77156e-16  0.203927  0.448296  0.0226897  
BPS-CFR  -0.0257923  -0.00274546  -0.019724  -0.00389861  8.88178e-16  6.38378e-16  6.66134e-16  0.201694  0.44497  0.0448295  
TIPS-CFR  -0.0262858  -0.00264811  -0.020458  -0.00384027  8.88178e-16  6.38378e-16  6.66134e-16  0.201757  0.443678  0.0456977  
IPS-CFR  -0.0262858  -0.00264811  -0.020458  -0.00384027  8.88178e-16  6.38378e-16  6.38378e-16  0.201757  0.443678  0.0456977  
PI  0.243579  0.311848  0.266229  0.306965  0.353795  0.385691  0.385691  -7.35523e-16  -0.691667  0.25  
greed_punisher  -0.15605  -0.106207  -0.230558  -0.163611  -0.324164  -0.309602  -0.309602  0.535417  -7.97973e-16  -0.0125  
FP  0.0569023  0.0118144  0.0652411  0.0133937  0.0479896  0.0842193  0.0842193  0.298958  0.371875  1.89952e-16  
BR  0.303223  0.320902  0.297232  0.315144  0.364984  0.387552  0.387552  0.535417  0.535417  0.25  
t = 53
CFR  -2.63678e-16  -0.0138213  2.22045e-16  -0.0167014  1.19349e-15  1.55431e-15  1.47105e-15  0.529077  0.26354  0.053748  
A-CFR  0.0141717  5.55112e-17  -0.00332199  6.52256e-16  1.19349e-15  1.55431e-15  1.47105e-15  0.534448  0.260489  0.0356628  
CFR_IN  -1.04083e-16  -0.0138213  -1.38778e-17  -0.0167014  8.04912e-16  7.49401e-16  8.32667e-16  0.529077  0.26354  0.053748  
A-CFR_IN  0.0141717  2.77556e-17  -0.00332199  4.57967e-16  8.04912e-16  7.49401e-16  8.32667e-16  0.534448  0.260489  0.0356628  
