learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFPS-CFR  0.945907  0.823937  0.158939  0.750357  0.97516  0.074438  0.583593  1.73472e-18  0.918359  0.861956  0.898202  
CFPS-CFR_EX+IN  0.259587  0.981343  0.65814  0.0146374  0.938731  0.426351  1  0.462296  6.93889e-18  0.611985  0.467582  
TIPS-CFR_EX+IN  0.62816  0.982929  0.716863  0.107418  0.94891  0.427549  1  0.506967  0.807836  2.60209e-17  0.507557  
BEHAV-CFR  0.533003  0.456697  0.963987  0.312629  0.511458  0.851943  0.133984  0.837889  0.609878  0.539296  1.38778e-17  
t = 11
CFR  -1.73472e-18  0.870971  0.615322  0.57311  0.999876  0.521301  1  0.575867  0.54705  0.305338  0.674303  
CFR_EX+IN  0.969151  -1.38778e-17  0.655749  0.223376  0.960608  0.455156  0.978878  0.453786  0.942657  0.952768  0.570704  
CFR_IN  0.512173  0.841396  4.55365e-18  0.733466  0.256241  0.399287  0.689733  0.265606  0.820762  0.60318  0.962595  
A-CFR_IN  0.756233  0.176973  0.758312  -1.38778e-17  0.53755  0.608865  0.273632  0.691583  0.227489  0.258153  0.343099  
BPS-CFR  1  0.854706  0.660219  0.147449  6.93889e-18  0.5525  1  0.616832  1  1  0.666974  
TIPS-CFR  0.83352  0.745102  0.299042  0.543392  0.719956  9.54098e-18  0.819072  0.075585  0.619303  0.584298  0.956197  
CSPS-CFR  0.95029  0.950888  0.811061  0.406087  0.956778  0.796693  3.46945e-18  0.844045  0.956239  0.941592  0.286279  
CFPS-CFR  1  0.829004  0.203217  0.789477  1  0.117342  0.848223  1.38778e-17  0.933803  0.867888  0.951524  
CFPS-CFR_EX+IN  0.293816  0.980148  0.704391  0.110956  0.938756  0.519393  1  0.505578  -1.38778e-17  0.787111  0.386542  
TIPS-CFR_EX+IN  0.698613  0.986838  0.775314  0.244178  0.951105  0.528245  0.962664  0.586052  0.962482  1.38778e-17  0.709463  
BEHAV-CFR  0.711662  0.593056  1  0.398335  0.671503  0.87558  0.225584  0.848584  0.762278  0.77485  -1.21431e-17  
t = 12
CFR  -2.1684e-18  0.894575  0.63319  0.624638  0.999876  0.542687  1  0.575867  0.859427  0.40925  0.704175  
CFR_EX+IN  0.989175  1.38778e-17  0.720521  0.529001  0.952861  0.529382  0.858847  0.45913  0.947151  0.956518  0.394577  
CFR_IN  0.342316  0.751156  -3.03577e-18  0.835715  0.470881  0.836713  0.823019  0.384349  0.838355  0.611041  0.976132  
A-CFR_IN  0.78019  0.133687  0.804297  1.38778e-17  0.509446  0.759057  0.280446  0.736704  0.230885  0.524576  0.555146  
BPS-CFR  1  0.868687  0.358257  0.0324021  -6.93889e-18  0.56914  1  0.616832  1  1  0.701954  
TIPS-CFR  0.877387  0.784694  0.491662  0.586064  0.658028  -6.07153e-18  0.907316  0.131527  0.670451  0.635714  0.97423  
CSPS-CFR  0.95029  0.955403  0.797437  0.476037  0.956778  0.815023  5.20417e-18  0.889188  0.956239  0.948146  0.408823  
CFPS-CFR  1  0.834873  0.281336  0.838578  1  0.136573  0.916889  -3.46945e-18  0.937804  0.896338  0.968866  
CFPS-CFR_EX+IN  0.477343  0.979258  0.735697  0.241129  0.938779  0.601392  1  0.572556  5.55112e-17  0.882178  0.558809  
TIPS-CFR_EX+IN  0.81646  0.984857  0.77992  0.574254  0.951106  0.678866  0.847544  0.677681  0.98019  0  0.874033  
BEHAV-CFR  0.885817  0.818068  1  0.447237  0.877406  0.855287  0.313321  0.824463  0.886441  0.898203  8.67362e-18  
t = 13
CFR  -3.46945e-18  0.914174  0.373971  0.642521  0.999876  0.563542  1  0.575867  0.978983  0.579524  0.719809  
CFR_EX+IN  0.994436  2.77556e-17  0.780152  0.622581  0.976641  0.660696  0.792547  0.467216  0.951402  0.960311  0.503994  
CFR_IN  0.49015  0.715365  4.33681e-18  0.917031  0.513323  0.952711  0.877445  0.501828  0.844416  0.662722  0.986743  
A-CFR_IN  0.804282  0.0718695  0.853241  -1.38778e-17  0.335373  0.822889  0.300217  0.715238  0.233293  0.628285  0.654281  
BPS-CFR  1  0.894135  0.651532  0.185527  6.93889e-18  0.575982  1  0.616832  1  1  0.718039  
TIPS-CFR  0.930131  0.869191  0.537683  0.735305  0.584901  3.46945e-18  0.948679  0.214355  0.659069  0.454934  0.986989  
CSPS-CFR  0.95029  0.961076  0.900074  0.552542  0.956778  0.854237  -1.04083e-17  0.912025  0.956239  0.955919  0.576515  
CFPS-CFR  1  0.84268  0.340524  0.862281  1  0.162031  0.961669  1.04083e-17  0.963045  0.918215  0.982491  
CFPS-CFR_EX+IN  0.722691  0.978713  0.756012  0.329485  0.938802  0.688426  1  0.61663  2.77556e-17  0.913851  1  
TIPS-CFR_EX+IN  0.935565  0.98311  0.536169  0.437614  0.951106  0.860639  0.773623  0.721093  0.984451  0  0.966877  
BEHAV-CFR  1  0.93769  1  0.578192  1  0.845928  0.40365  0.802734  0.891617  0.94239  -6.93889e-18  
t = 14
CFR  0  0.9387  0.558635  0.652819  0.999876  0.576732  1  0.575867  0.987148  0.498769  0.719856  
CFR_EX+IN  0.997407  0  0.801752  0.587255  0.990448  0.876786  0.757356  0.474934  0.955485  0.964027  0.618454  
CFR_IN  0.4471  0.741148  8.67362e-18  0.946007  0.637016  0.969641  0.903152  0.623237  0.847513  0.519857  0.994571  
A-CFR_IN  0.82558  -0.0210688  0.862247  -1.38778e-17  0.509828  0.872416  0.368366  0.726793  0.256541  0.275496  0.714765  
BPS-CFR  1  0.903767  0.736588  0.728488  1.38778e-17  0.577306  1  0.616832  1  1  0.718088  
TIPS-CFR  0.839916  0.972954  0.544148  0.818399  0.466522  -9.1073e-18  0.964075  0.275229  0.700498  0.496162  0.995789  
CSPS-CFR  0.95029  0.965456  0.916802  0.709353  0.956778  0.858157  6.93889e-18  0.91327  0.956239  0.954383  0.684639  
CFPS-CFR  1  0.852218  0.32855  0.885109  1  0.208233  0.969515  3.46945e-18  0.964001  0.93086  0.993499  
CFPS-CFR_EX+IN  0.801217  0.978547  0.775497  0.504709  0.938825  0.759872  1  0.61455  -4.16334e-17  0.913401  1  
TIPS-CFR_EX+IN  0.943767  0.981738  0.78232  0.624305  0.951106  0.82921  0.765484  0.806999  0.985796  -1.38778e-17  0.979235  
BEHAV-CFR  1  0.937554  1  0.791315  1  0.840366  0.512728  0.781955  0.928639  0.948627  -3.46945e-18  
t = 15
CFR  -2.77556e-17  0.961393  0.639334  0.668263  0.999876  0.577892  1  0.575867  0.992426  0.359508  0.719907  
CFR_EX+IN  0.997726  0  0.828259  0.345902  0.992208  0.967476  0.764336  0.48951  0.959574  0.967787  0.675964  
CFR_IN  0.515623  0.757453  8.67362e-18  0.963853  0.764166  0.979859  0.90418  0.899727  0.847908  0.624468  0.998127  
A-CFR_IN  0.852154  0.048905  0.865056  -1.38778e-17  0.750175  0.87214  0.495541  0.741102  0.283797  0.115638  0.743418  
BPS-CFR  1  0.909245  0.609247  0.892189  0  0.384709  1  0.616832  1  1  0.718138  
TIPS-CFR  0.75782  0.983485  0.553606  0.856968  0.603847  8.67362e-18  0.970638  0.342565  0.743765  0.529489  0.99875  
CSPS-CFR  0.95029  0.953319  0.918695  0.718161  0.956778  0.858874  6.93889e-18  0.913486  0.956239  0.958989  0.740313  
CFPS-CFR  1  0.863097  0.441199  0.894308  1  0.270333  0.974593  1.04083e-17  0.965062  0.920676  0.997184  
CFPS-CFR_EX+IN  0.863191  0.978816  0.788092  0.747409  0.938848  0.821561  1  0.612567  8.32667e-17  0.910657  1  
TIPS-CFR_EX+IN  0.955689  0.981101  0.871511  0.571065  0.951106  0.835917  0.788848  0.829324  0.986855  2.77556e-17  0.98506  
BEHAV-CFR  1  0.887473  1  0.854958  1  0.83222  0.580452  0.766095  0.928639  0.949332  -3.46945e-18  
t = 16
