learner/env  CFR  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  PI  greed_punisher  FP  
IPS-CFR  -0.0338101  -1.38778e-16  0.00111024  3.05311e-16  -0.000537983  2.01228e-16  1.21431e-16  0.0660081  0.0441506  -0.131416  
PI  0.283106  0.15474  0.342043  0.186811  0.328759  0.245124  0.304298  -6.93889e-17  -0.361111  0.222222  
greed_punisher  -0.0554088  -0.00494389  -0.299094  -0.0213628  -0.0156822  0.0292294  -0.00453585  0.375  1.38778e-17  -0.0694444  
FP  0.0654188  -9.71445e-17  0.0364871  1.52656e-16  0.145994  0.0734153  0.182237  0.0486111  0.0416667  -2.77556e-17  
BR  0.334893  0.182518  0.342043  0.186811  0.341758  0.261298  0.315225  0.375  0.409722  0.347222  
t = 18
CFR  0  1.38778e-17  3.33067e-16  0.0100771  0.108217  0.0937885  0.110393  0.0130803  0.736791  -0.0765355  
A-CFR  -0.00265903  1.38778e-17  3.1225e-16  6.93889e-17  -0.00289378  -0.000389757  4.67074e-16  0.00710014  0.718531  -0.0930493  
CFR_IN  -7.45931e-17  -6.93889e-17  2.15106e-16  0.0100771  0.111111  0.0937885  0.107166  0.0130803  0.736791  -0.0765355  
A-CFR_IN  -0.00265903  -6.93889e-17  2.15106e-16  1.52656e-16  8.32667e-17  -0.000389757  -0.00322731  0.00710014  0.718531  -0.0930493  
BPS-CFR  -0.000368535  -6.93889e-17  3.26128e-16  -0.0101732  1.02349e-16  0.000350129  2.19876e-16  0.0109638  0.736795  -0.0787108  
TIPS-CFR  0.000143008  -6.93889e-17  3.26128e-16  -0.0101732  1.02349e-16  2.04697e-16  2.19876e-16  0.0109044  0.737056  -0.0782473  
IPS-CFR  0.000143008  -6.93889e-17  3.26128e-16  -0.0101732  1.02349e-16  1.76942e-16  2.19876e-16  0.0109044  0.737056  -0.0782473  
PI  0.348857  0.182518  0.329774  0.21252  0.35008  0.30558  0.341028  1.38778e-16  -0.361111  0.229167  
greed_punisher  -0.163682  -0.155759  -0.286328  -0.00600098  0.180611  0.0627565  0.192176  0.465278  2.77556e-17  -0.173611  
FP  0.045905  1.38778e-17  0.107552  0.0307718  0.228179  0.154178  0.21502  -0.0555556  0.652778  -4.16334e-17  
BR  0.351461  0.182518  0.329774  0.21252  0.359792  0.319349  0.362459  0.465278  0.986111  0.236111  
t = 19
CFR  -2.08167e-17  0.00179533  2.498e-16  0.0151783  0.0263198  0.0323158  0.0269296  0.798808  0.0378599  -0.0489019  
A-CFR  -0.000116234  -4.16334e-17  2.498e-16  2.28983e-16  0.00144857  0.00197637  0.00201631  0.807552  0.037845  -0.0669511  
CFR_IN  -1.249e-16  0.00179533  9.71445e-17  0.0151783  0.0263198  0.0323158  0.0269296  0.798808  0.0378599  -0.0489019  
A-CFR_IN  -0.000116234  -1.52656e-16  9.71445e-17  1.45717e-16  0.00144857  0.00197637  0.00201631  0.807552  0.037845  -0.0669511  
BPS-CFR  -7.63278e-17  -0.00156311  0.0130859  -0.019945  1.249e-16  -0.000242249  6.03743e-05  0.802091  0.0378571  -0.0525452  
TIPS-CFR  -7.63278e-17  -0.00156311  0.0130859  -0.019945  -0.000106959  1.66533e-16  1.249e-16  0.80217  0.0376734  -0.0520042  
IPS-CFR  -7.63278e-17  -0.00156311  0.0130859  -0.019945  -0.000106959  1.66533e-16  1.249e-16  0.80217  0.0376734  -0.0520042  
PI  0.337834  0.175498  0.288873  0.226457  0.152033  0.208437  0.159432  0  -0.361111  0.166667  
greed_punisher  -0.160847  -0.149827  -0.223542  0.00569596  0.259801  0.183696  0.256933  1.18056  1.38778e-17  -0.222222  
FP  0.0322784  0.00503283  0.0312005  0.0502215  0.0434146  0.0561366  0.0480976  0.555556  0.0416667  -4.16334e-17  
BR  0.337834  0.186711  0.288873  0.226457  0.329246  0.325636  0.326378  1.18056  0.409722  0.166667  
t = 20
CFR  1.38778e-17  0.013803  3.1225e-16  0.0400192  0.00086869  -0.00010953  -0.000415416  0.52912  0.760955  0.0474345  
A-CFR  1.38778e-17  -1.38778e-17  3.1225e-16  2.22045e-16  -0.0169595  -0.0263237  -0.0160762  0.532828  0.758789  0.0398672  
CFR_IN  -1.80411e-16  0.013803  1.73472e-16  0.0400192  0.00086869  -0.00010953  -0.000415416  0.52912  0.760955  0.0474345  
A-CFR_IN  -1.80411e-16  -8.32667e-17  1.73472e-16  1.66533e-16  -0.0169595  -0.0263237  -0.0160762  0.532828  0.758789  0.0398672  
BPS-CFR  -1.80411e-16  -0.012698  0.000304996  -0.0115898  5.55112e-17  -0.000741066  -0.00139533  0.530902  0.760959  0.0444372  
TIPS-CFR  -1.80411e-16  -0.012698  0.000304996  -0.0118469  0.0013071  1.80411e-16  1.80411e-16  0.530954  0.76122  0.0447918  
IPS-CFR  -1.80411e-16  -0.012698  0.000304996  -0.0118469  0.0013071  1.249e-16  1.11022e-16  0.530954  0.76122  0.0447918  
PI  0.317067  0.214804  0.201586  0.206055  0.29361  0.271711  0.296589  -5.55112e-17  -0.361111  0.166667  
greed_punisher  -0.114706  -0.163009  -0.113824  0.0310092  -0.228962  -0.183495  -0.230886  0.902778  2.77556e-17  -0.340278  
FP  0.0829691  0.0392342  0.0053498  0.0722262  0.0367642  0.0168287  0.0393299  0.534722  0.715278  -4.16334e-17  
BR  0.321026  0.214804  0.201586  0.214782  0.29361  0.271711  0.296589  0.902778  0.986111  0.166667  
t = 21
CFR  -3.46945e-17  0.02828  2.70617e-16  0.058885  0.000229822  -0.000193832  -0.000114345  0.0507988  0.0335054  0.00478663  
A-CFR  -3.46945e-17  -5.55112e-17  2.70617e-16  3.33067e-16  -0.0348787  -0.0303613  -0.0357  0.0408549  0.0334904  -0.00238531  
CFR_IN  -1.94289e-16  0.02828  1.59595e-16  0.058885  0.000229822  -0.000193832  -0.000114345  0.0507988  0.0335054  0.00478663  
A-CFR_IN  -1.94289e-16  -6.93889e-17  1.59595e-16  1.94289e-16  -0.0348787  -0.0303613  -0.0357  0.0408549  0.0334904  -0.00238531  
BPS-CFR  -6.93889e-17  -0.0109694  -0.00994632  0.00405594  9.71445e-17  -0.000441139  -0.00036965  0.0481815  0.0335026  0.00184026  
TIPS-CFR  -6.93889e-17  -0.0109694  -0.00994632  0.00600286  0.000342659  2.08167e-16  1.66533e-16  0.0480958  0.0333107  0.00229372  
IPS-CFR  -6.93889e-17  -0.0109694  -0.00994632  0.00600286  0.000342659  2.35922e-16  1.249e-16  0.0480958  0.0333107  0.00229372  
PI  0.238915  0.189354  0.144429  0.18523  0.220155  0.193454  0.2199  -6.93889e-17  -0.361111  0.111111  
greed_punisher  -0.0681009  -0.133608  -0.0138763  0.061537  -0.17885  -0.161696  -0.178698  0.371528  1.38778e-17  -0.270833  
FP  -0.0247753  0.0565283  0.0333182  0.0809628  0.0532813  0.0304097  0.0530792  0.0486111  0.0416667  -6.93889e-18  
BR  0.238915  0.203583  0.161114  0.197102  0.220155  0.193454  0.2199  0.371528  0.409722  0.166667  
t = 22
CFR  4.68375e-17  0.0478659  3.19189e-16  0.0580102  0.000290304  2.35922e-16  -0.000169512  0.0168664  0.779246  0.0202859  
A-CFR  4.68375e-17  -2.77556e-17  3.19189e-16  3.747e-16  -0.024352  -0.0253257  -0.0250461  0.00629404  0.779268  0.0133345  
CFR_IN  4.16334e-17  0.0478659  2.08167e-16  0.0580102  0.000290304  1.80411e-16  -0.000169512  0.0168664  0.779246  0.0202859  
A-CFR_IN  4.16334e-17  -1.249e-16  2.08167e-16  1.94289e-16  -0.024352  -0.0253257  -0.0250461  0.00629404  0.779268  0.0133345  
BPS-CFR  -8.67362e-18  -0.000288102  2.498e-16  0.039811  2.08167e-16  2.22045e-16  -0.000548935  0.0149257  0.77925  0.0171002  
TIPS-CFR  -8.67362e-18  -0.000295481  2.498e-16  0.0406598  0.000421112  2.22045e-16  1.80411e-16  0.0148711  0.779515  0.0174918  
IPS-CFR  4.16334e-17  -0.000295481  2.498e-16  0.0406598  0.000421112  2.22045e-16  1.80411e-16  0.0148711  0.779515  0.0174918  
PI  0.167884  0.184144  0.166667  0.226723  0.174275  0.149377  0.174  4.16334e-17  -0.361111  0.166667  
greed_punisher  -0.00229445  -0.144224  -0.0416667  -0.182999  -0.145736  -0.131685  -0.145489  0.375  2.77556e-17  -0.409722  
FP  0.0510309  0.0686137  2.63678e-16  0.0833333  0.00912974  -0.0115266  0.00879985  -0.0138889  0.715278  -6.93889e-18  
BR  0.170146  0.184144  0.166667  0.226723  0.174275  0.166667  0.174  0.375  0.986111  0.166667  
t = 23
CFR  -9.71445e-17  0.062255  3.19189e-16  0.0431619  -5.55112e-17  1.11022e-16  2.08167e-16  0.817448  0.027065  0.0277778  
A-CFR  -9.71445e-17  1.38778e-17  3.19189e-16  3.33067e-16  -0.00408846  1.11022e-16  -0.00492009  0.838822  0.0270497  0.0275578  
CFR_IN  -1.249e-16  0.062255  2.08167e-16  0.0431619  1.80411e-16  6.93889e-17  1.52656e-16  0.817448  0.027065  0.0277778  
A-CFR_IN  -1.249e-16  -1.249e-16  2.08167e-16  2.22045e-16  -0.00408846  6.93889e-17  -0.00492009  0.838822  0.0270497  0.0275578  
BPS-CFR  -1.249e-16  0.0316975  2.498e-16  0.0413871  1.52656e-16  1.94289e-16  2.22045e-16  0.820372  0.0270621  0.0277778  
TIPS-CFR  -1.249e-16  0.0340166  2.498e-16  0.0415434  1.52656e-16  1.94289e-16  2.22045e-16  0.820445  0.0268594  0.0277778  
IPS-CFR  -8.32667e-17  0.0340166  2.498e-16  0.0415434  1.52656e-16  1.94289e-16  2.22045e-16  0.820445  0.0268594  0.0277778  
PI  0.139498  0.15296  0.166667  0.202635  0.162802  0.166667  0.153397  -5.55112e-17  -0.361111  0.166667  
greed_punisher  0.00614893  -0.123334  -0.0416667  -0.174857  -0.135991  -0.180892  -0.128937  1.15278  1.38778e-17  -0.409722  
FP  0.000902927  0.0710922  2.63678e-16  0.0431619  -0.00386435  -0.0271046  -0.0132695  0.541667  0.0694444  -6.93889e-18  
BR  0.166674  0.194328  0.166667  0.202635  0.166667  0.166667  0.166667  1.15278  0.409722  0.166667  
t = 24
CFR  -4.16334e-17  0.0568548  3.19189e-16  0.0151738  5.55112e-17  5.55112e-17  1.66533e-16  0.555105  0.795994  0.0277778  
A-CFR  -4.16334e-17  -4.16334e-17  0.0107646  1.80411e-16  5.55112e-17  5.55112e-17  1.66533e-16  0.55957  0.796016  0.0316016  
CFR_IN  -1.38778e-16  0.0568548  2.08167e-16  0.0151738  6.93889e-17  1.04083e-16  1.52656e-16  0.555105  0.795994  0.0277778  
A-CFR_IN  -1.38778e-16  -8.32667e-17  0.0107646  1.80411e-16  6.93889e-17  1.04083e-16  1.52656e-16  0.55957  0.796016  0.0316016  
BPS-CFR  -1.38778e-16  0.0477865  2.498e-16  0.0151738  2.08167e-16  1.66533e-16  2.35922e-16  0.556408  0.795998  0.0277778  
TIPS-CFR  -1.38778e-16  0.048548  2.498e-16  0.0151738  2.08167e-16  1.66533e-16  2.35922e-16  0.556613  0.796269  0.0277778  
IPS-CFR  -1.38778e-16  0.048548  2.498e-16  0.0151738  2.08167e-16  1.66533e-16  2.35922e-16  0.556613  0.796269  0.0277778  
PI  0.166704  0.204205  0.166667  0.169124  0.166667  0.166667  0.166667  -5.55112e-17  -0.361111  0.166667  
greed_punisher  0.00691654  -0.236801  -0.0416667  -0.143893  -0.181818  -0.175144  -0.180747  0.902778  2.77556e-17  -0.409722  
FP  -4.16334e-17  0.0568548  2.63678e-16  0.00498638  -0.0252527  -0.0386006  -0.027394  0.534722  0.701389  -6.93889e-18  
BR  0.166704  0.204205  0.166667  0.169124  0.166667  0.166667  0.166667  0.902778  0.986111  0.166667  
t = 25
CFR  -4.16334e-17  0.0290284  3.19189e-16  2.63678e-16  3.46945e-17  -6.93889e-17  7.63278e-17  0.0543376  0.0185775  0.033655  
A-CFR  0.00500038  -2.77556e-17  0.0166889  2.63678e-16  3.46945e-17  0.00350942  7.63278e-17  0.0426919  0.0185617  0.0382396  
CFR_IN  -1.38778e-16  0.0290284  2.08167e-16  2.22045e-16  1.31839e-16  9.71445e-17  1.31839e-16  0.0543376  0.0185775  0.033655  
A-CFR_IN  0.00500038  -1.249e-16  0.0166889  2.22045e-16  1.31839e-16  0.00350942  1.31839e-16  0.0426919  0.0185617  0.0382396  
BPS-CFR  -1.38778e-16  0.0290284  2.498e-16  3.05311e-16  2.01228e-16  2.01228e-16  2.77556e-16  0.0515053  0.0185745  0.0337406  
TIPS-CFR  -1.38778e-16  0.0290284  2.498e-16  3.05311e-16  2.01228e-16  2.01228e-16  2.77556e-16  0.0515939  0.0183583  0.0335846  
IPS-CFR  -1.38778e-16  0.0290284  2.498e-16  3.05311e-16  2.01228e-16  2.01228e-16  2.56739e-16  0.0515939  0.0183583  0.0335846  
PI  0.166704  0.190795  0.166667  0.142922  0.166667  0.166667  0.166667  -6.93889e-17  -0.361111  0.166667  
greed_punisher  -0.159713  -0.224703  -0.0416667  -0.121081  -0.175865  -0.167256  -0.175228  0.378472  1.38778e-17  -0.409722  
FP  -4.16334e-17  0.0290284  2.63678e-16  -0.0237443  -0.0371597  -0.0543764  -0.0384324  0.0520833  0.0694444  -6.93889e-18  
BR  0.166704  0.190795  0.166667  0.166667  0.166667  0.166667  0.166667  0.378472  0.409722  0.166667  
t = 26
CFR  -4.16334e-17  -5.55112e-17  3.33067e-16  1.31839e-16  -1.249e-16  -0.00332004  -1.59595e-16  0.0162276  0.812747  0.0378917  
A-CFR  0.0131892  -5.55112e-17  0.0173311  1.31839e-16  -1.249e-16  0.00487205  -1.59595e-16  0.00283779  0.81277  0.0474414  
CFR_IN  -1.38778e-16  -1.52656e-16  1.94289e-16  2.42861e-16  6.245e-17  -0.00332004  -3.46945e-17  0.0162276  0.812747  0.0378917  
A-CFR_IN  0.0131892  -1.52656e-16  0.0173311  2.42861e-16  6.245e-17  0.00487205  -3.46945e-17  0.00283779  0.81277  0.0474414  
BPS-CFR  -1.38778e-16  -1.66533e-16  0.000144515  2.56739e-16  1.249e-16  -0.000266789  1.73472e-16  0.0135885  0.812752  0.0404188  
TIPS-CFR  -1.38778e-16  -1.66533e-16  -0.000302809  2.56739e-16  1.249e-16  1.73472e-16  1.73472e-16  0.0138955  0.813033  0.0404384  
IPS-CFR  -1.38778e-16  -1.66533e-16  -0.000302809  2.56739e-16  1.249e-16  1.73472e-16  1.73472e-16  0.0138955  0.813033  0.0404384  
PI  0.166704  0.143105  0.174332  0.166667  0.166667  0.163347  0.166667  4.16334e-17  -0.361111  0.166667  
greed_punisher  -0.159713  -0.19866  -0.037834  -0.17787  -0.168183  -0.153386  -0.16776  0.375  2.77556e-17  -0.409722  
FP  -4.16334e-17  -0.0188495  -0.00383269  -0.033149  -0.0525223  -0.00332004  -0.0533685  -0.0208333  0.701389  -6.93889e-18  
BR  0.166704  0.166667  0.174332  0.166667  0.166667  0.163347  0.166667  0.375  0.986111  0.166667  
t = 27
CFR  -4.16334e-17  2.08167e-17  3.33067e-16  -0.00257525  3.1225e-16  -0.00646282  3.1225e-16  0.641819  0.0117693  0.0478873  
A-CFR  0.018891  2.08167e-17  0.0100536  1.8735e-16  3.1225e-16  0.00495332  3.1225e-16  0.672264  0.0117527  0.0597875  
CFR_IN  -1.38778e-16  -2.08167e-17  1.66533e-16  -0.00257525  2.01228e-16  -0.00646282  2.01228e-16  0.641819  0.0117693  0.0478873  
A-CFR_IN  0.018891  -2.08167e-17  0.0100536  1.8735e-16  2.01228e-16  0.00495332  2.01228e-16  0.672264  0.0117527  0.0597875  
BPS-CFR  -1.38778e-16  -5.55112e-17  0.000154069  -0.00177887  1.59595e-16  -0.000125591  1.59595e-16  0.645952  0.0117662  0.0529711  
TIPS-CFR  -1.38778e-16  -5.55112e-17  -9.5171e-05  -0.0019241  1.59595e-16  1.73472e-16  1.59595e-16  0.645302  0.0115337  0.0529411  
IPS-CFR  -1.38778e-16  -5.55112e-17  -9.5171e-05  -0.0019241  1.59595e-16  2.15106e-16  1.59595e-16  0.645302  0.0115337  0.0529411  
PI  0.166704  0.166667  0.190299  0.164091  0.166667  0.160204  0.166667  5.55112e-17  -0.361111  0.166667  
greed_punisher  -0.159713  -0.439973  -0.0298506  -0.162464  -0.166667  -0.140815  -0.166667  1.00694  1.38778e-17  -0.409722  
FP  -4.16334e-17  -0.0286657  -0.0118161  -0.0459338  2.77556e-16  -0.00646282  2.77556e-16  0.388889  0.0694444  -6.93889e-18  
BR  0.166704  0.166667  0.190299  0.164091  0.166667  0.160204  0.166667  1.00694  0.409722  0.166667  
t = 28
CFR  0  -0.00706216  1.52656e-16  -0.00869497  -0.00055797  -0.0093014  -0.00134864  0.521552  0.830464  0.02108  
A-CFR  0.0134543  -4.16334e-17  0.00490025  3.1572e-16  0.00208955  0.00486468  0.000929105  0.534391  0.830486  0.0270499  
CFR_IN  -4.16334e-17  -0.00706216  1.66533e-16  -0.00869497  -0.00055797  -0.0093014  -0.00134864  0.521552  0.830464  0.02108  
A-CFR_IN  0.0134543  -4.85723e-17  0.00490025  2.39392e-16  0.00208955  0.00486468  0.000929105  0.534391  0.830486  0.0270499  
BPS-CFR  7.64154e-05  -0.0065093  0.000192819  -0.00301192  2.01228e-16  -0.000272034  -1.56803e-05  0.525362  0.830468  0.0223191  
TIPS-CFR  -0.000171133  -0.00706216  -7.38406e-05  -0.00287804  0.000182858  1.38778e-16  1.94289e-16  0.525197  0.830761  0.0222518  
IPS-CFR  -0.000171133  -0.00706216  -7.38406e-05  -0.00287804  0.000182858  1.38778e-16  1.94289e-16  0.525197  0.830761  0.0222518  
PI  0.127832  0.158953  0.209208  0.157972  0.166109  0.152589  0.165318  6.41848e-17  -0.361111  0.0138889  
greed_punisher  -0.131638  -0.398997  -0.00833576  -0.136216  -0.164156  -0.127024  -0.161272  1.04167  2.77556e-17  -0.291667  
FP  -0.00863891  -0.0433553  -0.0212706  -0.00869497  -0.00055797  -0.0140779  -0.00134864  0.479167  0.701389  2.42861e-17  
BR  0.183985  0.158953  0.215786  0.157972  0.166109  0.152589  0.165318  1.04167  0.986111  0.208333  
t = 29
CFR  -1.38778e-17  -0.0163028  4.16334e-16  -0.0197632  -0.00454302  -0.0174772  -0.00470726  0.199054  0.00591088  0.00770913  
A-CFR  0.00694215  -7.63278e-17  -0.00406233  2.60209e-16  0.0051046  -0.00113625  0.00323939  0.199054  0.00589329  0.0141578  
CFR_IN  -9.71445e-17  -0.0163028  2.04697e-16  -0.0197632  -0.00454302  -0.0174772  -0.00470726  0.199054  0.00591088  0.00770913  
A-CFR_IN  0.00694215  3.46945e-17  -0.00406233  2.22045e-16  0.0051046  -0.00113625  0.00323939  0.199054  0.00589329  0.0141578  
BPS-CFR  0.00016291  -0.00802693  -0.00704119  -0.00637179  1.38778e-16  -0.000408591  -2.44633e-05  0.199054  0.00590755  0.00912263  
TIPS-CFR  -7.75145e-05  -0.00827097  -0.00737315  -0.00634291  0.000165068  1.14492e-16  1.38778e-16  0.199054  0.00565565  0.00902238  
IPS-CFR  -7.75145e-05  -0.00827097  -0.00737315  -0.00634291  0.000165068  1.14492e-16  1.38778e-16  0.199054  0.00565565  0.00902238  
PI  0.195331  0.149399  0.259761  0.145417  0.162124  0.136585  0.161959  8.32667e-17  -0.361111  0.173611  
greed_punisher  -0.151448  -0.348431  0.026432  -0.122195  -0.14623  -0.090398  -0.147838  0.496528  1.38778e-17  -0.152778  
FP  -0.014332  -0.0581582  -0.0392019  -0.0212497  -0.00454302  -0.0300821  -0.00470726  0.1875  0.0694444  3.81639e-17  
BR  0.195331  0.149399  0.26796  0.145417  0.162124  0.136585  0.161959  0.496528  0.409722  0.194444  
t = 30
CFR  -4.16334e-17  -0.0246967  4.16334e-16  -0.0290418  -0.00980602  -0.0172211  -0.00992056  0.121381  0.839305  0.0107418  
A-CFR  0.0022142  -4.51028e-17  -0.0730164  2.84495e-16  0.00560738  0.00394552  0.0057682  0.107789  0.839328  0.0143814  
CFR_IN  6.93889e-18  -0.0246967  1.94289e-16  -0.0290418  -0.00980602  -0.0172211  -0.00992056  0.121381  0.839305  0.0107418  
A-CFR_IN  0.0022142  -1.56125e-16  -0.0730164  2.498e-16  0.00560738  0.00394552  0.0057682  0.107789  0.839328  0.0143814  
BPS-CFR  0.000219092  -0.00633993  -0.0730164  -0.00666979  1.94289e-16  -7.97642e-05  -0.0001111  0.117658  0.83931  0.0085776  
TIPS-CFR  -4.83057e-05  -0.00669571  -0.0730164  -0.00652812  7.74788e-05  1.52656e-16  1.73472e-16  0.118148  0.839616  0.00841818  
IPS-CFR  -4.83057e-05  -0.00669571  -0.0730164  -0.00652812  7.74788e-05  1.52656e-16  1.73472e-16  0.118148  0.839616  0.00841818  
PI  0.238873  0.141897  0.271505  0.128145  0.151066  0.122359  0.149584  -1.38778e-17  -0.361111  0.180556  
greed_punisher  -0.114193  -0.310623  0.0690652  -0.0970612  -0.105804  -0.0529297  -0.114102  0.375  2.77556e-17  -0.0972222  
FP  -0.0315403  -0.0247701  0.0413915  -0.0385217  -0.015601  -0.0443081  -0.017083  0.0486111  0.701389  2.77556e-17  
BR  0.247999  0.141897  0.29343  0.128145  0.151066  0.122359  0.149584  0.375  0.986111  0.180556  
t = 31
CFR  9.54098e-17  -0.0394841  3.57353e-16  -0.0422915  -0.0115895  -0.0164596  -0.0135613  0.462533  0.00444945  0.0550961  
A-CFR  -0.0245778  -1.04083e-17  -0.0924549  2.39392e-16  0.00474389  0.00585536  0.00404604  0.475685  0.00443065  0.0507327  
CFR_IN  -1.56125e-17  -0.0394841  1.9082e-16  -0.0422915  -0.0115895  -0.0164596  -0.0135613  0.462533  0.00444945  0.0550961  
A-CFR_IN  -0.0245778  -6.59195e-17  -0.0924549  1.66533e-16  0.00474389  0.00585536  0.00404604  0.475685  0.00443065  0.0507327  
BPS-CFR  -0.0251294  -0.0107718  -0.0903996  -0.0105623  2.08167e-16  0.000141783  -0.000274978  0.466424  0.00444589  0.0505714  
TIPS-CFR  -0.0253379  -0.0112084  -0.0898099  -0.010481  0.000262702  1.04083e-16  2.08167e-16  0.465411  0.00417124  0.050712  
IPS-CFR  -0.0253379  -0.0112084  -0.0898099  -0.010481  0.000262702  8.50015e-17  2.08167e-16  0.465411  0.00417124  0.050712  
PI  0.263026  0.118202  0.270041  0.110451  0.138386  0.110095  0.136058  5.55112e-17  -0.361111  0.180556  
greed_punisher  -0.0895982  -0.213618  -0.293968  -0.0533129  -0.0754523  -0.0210984  -0.0776584  0.798611  1.38778e-17  -0.0972222  
FP  -0.0343628  -0.0484647  0.084622  -0.0562152  -0.0282806  -0.0287934  -0.0306084  0.243056  0.0416667  2.77556e-17  
BR  0.284866  0.118202  0.270041  0.110451  0.138386  0.13034  0.136058  0.798611  0.409722  0.180556  
t = 32
CFR  3.24176e-17  -0.0511493  3.46945e-16  -0.0533291  -0.0167341  -0.0184209  -0.0198206  0.411461  0.852798  0.0357473  
A-CFR  -0.0906288  -2.08167e-17  -0.0340029  2.63678e-16  0.00457357  0.00683803  0.0048598  0.418222  0.852822  0.0256877  
CFR_IN  -6.01732e-17  -0.0511493  2.22045e-16  -0.0533291  -0.0167341  -0.0184209  -0.0198206  0.411461  0.852798  0.0357473  
A-CFR_IN  -0.0906288  -3.81639e-17  -0.0340029  1.66533e-16  0.00457357  0.00683803  0.0048598  0.418222  0.852822  0.0256877  
BPS-CFR  -0.0906288  -0.0114664  -0.0156398  -0.0107438  1.59595e-16  0.000430685  -0.000115274  0.414135  0.852802  0.0326708  
TIPS-CFR  -0.0906288  -0.0120229  -0.0151475  -0.010748  0.000111997  1.98626e-16  8.67362e-17  0.41461  0.853125  0.0321787  
IPS-CFR  -0.0906288  -0.0120229  -0.0151475  -0.010748  0.000111997  1.62197e-16  1.04083e-16  0.41461  0.853125  0.0321787  
PI  0.275261  0.102016  0.225094  0.0953739  0.126089  0.149004  0.123241  2.77556e-17  -0.361111  0.166667  
greed_punisher  -0.0563006  -0.147742  -0.231944  -0.0215593  -0.0492478  -0.0591  -0.045708  0.986111  2.77556e-17  0.0625  
FP  0.0369384  -0.0646511  0.0844239  -0.0712927  -0.0405775  -0.0416464  -0.0434257  0.409722  0.701389  4.16334e-17  
BR  0.311311  0.111523  0.241192  0.113774  0.126089  0.149004  0.123241  0.986111  0.986111  0.319444  
t = 33
CFR  3.46945e-17  -0.0562725  1.11022e-16  -0.0596584  -0.0216099  -0.0188996  -0.0188912  0.29828  0.00446339  -0.0543958  
A-CFR  -0.0885928  -3.46945e-17  -0.0415213  2.32453e-16  0.00734347  0.00386123  0.00735825  0.29758  0.00444314  -0.0635243  
CFR_IN  -1.14492e-16  -0.0562725  2.08167e-16  -0.0596584  -0.0216099  -0.0188996  -0.0188912  0.29828  0.00446339  -0.0543958  
A-CFR_IN  -0.0885928  -6.93889e-18  -0.0415213  2.60209e-16  0.00734347  0.00386123  0.00735825  0.29758  0.00444314  -0.0635243  
BPS-CFR  -0.0852738  -0.011537  -0.000302494  -0.0102947  1.59595e-16  0.000213602  -5.71101e-05  0.29758  0.00445956  -0.0540463  
TIPS-CFR  -0.081677  -0.0125408  0.000189481  -0.0103195  2.79212e-05  7.86453e-17  1.59595e-16  0.29758  0.00415862  -0.054495  
IPS-CFR  -0.081677  -0.0125408  0.000189481  -0.0103195  2.79212e-05  7.86453e-17  1.59595e-16  0.29758  0.00415862  -0.054495  
PI  0.260313  0.121086  0.173325  0.124205  0.115006  0.166362  0.11164  0  -0.361111  0.1875  
greed_punisher  -0.340114  -0.049695  -0.160171  -0.0617328  -0.022713  -0.0290389  -0.0152787  0.576389  1.38778e-17  -0.159722  
FP  0.0783069  -0.0819691  0.0203773  -0.0888926  -0.0516607  -0.0546386  -0.0550263  0.256944  0.0416667  -1.38778e-17  
BR  0.260313  0.134796  0.17816  0.155567  0.132045  0.166362  0.136017  0.576389  0.409722  0.236111  
t = 34
CFR  0  -0.0583504  2.63678e-16  -0.0435995  -0.025959  -0.0197364  -0.0178882  0.160661  0.864741  -0.0091467  
A-CFR  -0.0354897  -1.29237e-16  -0.0336112  2.63678e-16  0.00841125  0.00527277  0.0101116  0.153816  0.864766  -0.0196689  
CFR_IN  0  -0.0583504  1.66533e-16  -0.0435995  -0.025959  -0.0197364  -0.0178882  0.160661  0.864741  -0.0091467  
A-CFR_IN  -0.0354897  -4.59702e-17  -0.0336112  2.72352e-16  0.00841125  0.00527277  0.0101116  0.153816  0.864766  -0.0196689  
BPS-CFR  -0.0124027  -0.00507713  2.91434e-16  -0.00395571  1.249e-16  0.000384635  -2.40515e-05  0.157897  0.864746  -0.00769868  
TIPS-CFR  -0.0116975  -0.00560294  2.91434e-16  -0.00413308  -4.01063e-05  6.93889e-17  1.61763e-16  0.15856  0.865085  -0.0079293  
IPS-CFR  -0.0116975  -0.00560294  2.91434e-16  -0.00413308  -4.01063e-05  6.93889e-17  1.61763e-16  0.15856  0.865085  -0.0079293  
PI  0.183264  0.172507  0.142778  0.199896  0.150539  0.174084  0.154507  1.38778e-17  -0.361111  0.208333  
greed_punisher  -0.294331  -0.0191783  -0.121053  -0.173388  -0.0666468  -0.0104249  -0.0591387  0.409722  2.77556e-17  -0.104167  
FP  0.0727425  -0.0945394  -0.0238428  -0.0758914  -0.0640531  -0.0382263  -0.0393466  0.0833333  0.701389  2.77556e-17  
BR  0.226205  0.172507  0.166621  0.199896  0.150539  0.174084  0.154507  0.409722  0.986111  0.236111  
t = 35
CFR  0  -0.0615373  1.38778e-16  -0.0340153  -0.0192046  -0.0207162  -0.0194304  0.464709  0.000578389  -0.0418779  
