learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  0.000164808  -0.000298184  0.000177608  0.000204298  0.000172763  -8.57742e-05  0.000403622  0.000322805  
CFR_EX+IN  0.000164808  -0.000298184  0.000177608  0.000204298  0.000172763  -8.57742e-05  0.000367117  0.000322805  
A-CFR  -0.000857456  -0.000295901  -0.00161324  0.000208993  0.000166132  -8.58164e-05  0.000413258  8.62152e-05  
CFR_IN  0.000164808  -0.000298184  0.000177608  0.000204298  0.000172763  -8.57742e-05  0.000367117  0.000322805  
A-CFR_IN  0.000164863  -0.000295901  0.000170076  0.000208993  0.000166132  -8.58164e-05  0.000407221  8.31157e-05  
BPS-CFR  0.000164883  -0.000299281  0.000176444  0.000206695  0.000169629  -8.63095e-05  0.000397518  0.000319071  
TIPS-CFR  0.000164883  -0.000299294  0.000176818  0.000206695  0.000169183  -8.63095e-05  0.00039732  0.000317853  
IPS-CFR  0.000164883  -0.000299294  0.000176818  0.000206695  0.000169183  -8.63095e-05  0.00039732  0.000317853  
BR  0.117483  0.135999  0.118115  0.126599  0.15093  0.147746  0.152243  0.151754  
