learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  
A-CFR_IN  3.00767  3.33295  7.56937  1.20839  2.4542  6.60598  3.20066  3.10232  5.18295  2.30683  
BPS-CFR  4.58525  4.02872  9.54038  1.83235  3.57681  11.0677  8.81237  9.92772  3.57681  4.4575  
TIPS-CFR  9.17944  11.1458  8.65432  2.31767  8.81051  4.93629  6.45714  5.79854  5.75165  8.84031  
CSPS-CFR  9.4769  9.84233  11.4639  1.56245  8.24272  7.77021  5.31446  7.85144  8.07988  8.84251  
CFPS-CFR  8.21428  7.72189  7.93757  2.11821  6.61964  5.89911  7.56788  7.2251  9.76229  8.98467  
CFPS-CFR_EX+IN  6.01306  3.96277  6.43915  2.47503  3.57681  9.90284  8.36843  8.47251  3.57681  4.64188  
TIPS-CFR_EX+IN  3.64172  4.32944  8.89434  1.81398  4.00091  9.08686  9.73513  9.37027  3.94265  4.12249  
t = 21
CFR  6.85142  6.38779  8.86228  1.95608  3.70831  7.5053  8.16383  8.18817  3.70282  7.02065  
CFR_EX+IN  6.59346  6.14173  10.9669  2.37637  4.02767  7.97495  8.39862  8.76413  4.24608  5.43439  
CFR_IN  4.60852  8.06774  5.6783  2.20329  5.42396  6.91509  12.1076  6.00625  4.74201  5.86972  
A-CFR_IN  2.55067  3.45512  7.58183  1.14807  2.74599  6.55829  3.41029  2.68383  5.34081  2.58385  
BPS-CFR  5.61098  4.1833  10.3994  2.04809  3.57681  10.9624  10.1322  8.2775  3.57681  6.23293  
TIPS-CFR  9.53066  9.51061  9.35142  2.33338  6.40598  5.05819  6.88257  5.47704  6.60564  9.34644  
CSPS-CFR  9.89785  9.46913  10.3526  1.71802  7.55837  6.39811  5.27546  7.29104  9.25503  7.21721  
CFPS-CFR  10.4687  6.30445  7.47631  2.2418  9.04235  5.89877  7.68515  7.06906  9.11485  9.06325  
CFPS-CFR_EX+IN  6.09425  3.96489  6.90629  2.113  3.57681  9.92901  9.71895  9.16629  3.57681  4.8038  
TIPS-CFR_EX+IN  3.68756  3.62892  7.67809  1.76218  4.20108  8.49291  8.92257  8.82396  4.17535  4.4888  
t = 22
