learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  0.000140368  6.10311e-05  0.000246926  0.000222964  0.000439412  0.000270961  0.000191017  3.47338e-05  
CFR_EX+IN  0.000140368  6.10311e-05  0.000246926  0.000222964  0.000439412  0.000270961  0.000191017  3.50567e-05  
A-CFR  -0.000998007  6.14547e-05  -0.00767446  0.000215625  0.000430318  0.000274364  0.00019329  4.97413e-05  
CFR_IN  0.000140368  6.10311e-05  0.000246926  0.000222964  0.000439412  0.000270961  0.000191017  3.50567e-05  
A-CFR_IN  0.000140604  6.14547e-05  0.000249275  0.000215625  0.000430318  0.000274364  0.000189569  4.31117e-05  
BPS-CFR  0.000140185  5.92533e-05  0.000247915  0.000218784  0.000439289  0.000273166  0.000189715  3.94706e-05  
TIPS-CFR  0.000140185  5.77502e-05  0.000247915  0.000218784  0.000439495  0.000273166  0.000188573  3.69474e-05  
IPS-CFR  0.000140185  5.77502e-05  0.000247915  0.000218784  0.000439495  0.000273166  0.000188573  3.69474e-05  
BR  0.117483  0.135999  0.118115  0.126599  0.15093  0.147746  0.152243  0.151754  
