learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  0.0133889  0.00789088  0.506127  0.00723378  0.715676  0.00411809  0.00163566  0.00342105  
CFR_EX+IN  0.0139854  0.00640036  0.505494  0.00739662  0.715733  0.00361573  0.00212506  0.003625  
A-CFR  0.0100365  0.00994532  0.514909  0.00885329  0.715617  0.0046159  0.00180825  0.00337542  
CFR_IN  0.0164632  0.00434201  0.50438  0.0100222  0.716363  0.00443204  0.00141684  0.00418512  
A-CFR_IN  0.00874543  0.00517447  0.515306  0.0116609  0.716602  0.000454859  -0.000535008  0.00518625  
BPS-CFR  0.0121469  0.00656203  0.505919  0.00835689  0.715665  0.00260782  0.000416118  0.00172042  
TIPS-CFR  0.0169927  0.00337052  0.503476  0.00785852  0.716147  0.00457749  3.84049e-05  0.00412072  
IPS-CFR  0.0157935  0.00532666  0.505297  0.00762686  0.715858  0.00203967  0.000325121  0.00212496  
BR  0.644742  0.635608  0.707205  0.701852  0.810694  0.612348  0.607127  0.560176  
