learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  0.00716692  0.00950231  0.510025  0.0100864  0.716767  0.00397036  0.00102825  0.00214981  
CFR_EX+IN  0.0069698  0.00869026  0.508357  0.00907259  0.716635  0.00455133  -0.00030512  0.0012088  
A-CFR  0.0173982  0.00748595  0.510508  0.0170436  0.714334  0.00235458  0.00152919  0.00210429  
CFR_IN  0.00625655  0.00732305  0.50987  0.00453745  0.71693  0.00132431  -0.000826243  0.00217738  
A-CFR_IN  0.0110521  0.00471003  0.51126  0.0107745  0.718008  2.08714e-05  -0.00439458  -0.00121245  
BPS-CFR  0.00630172  0.00735239  0.510165  0.0109069  0.716956  0.00327482  -0.00172657  -0.000175995  
TIPS-CFR  0.00525167  0.00527573  0.510894  0.00391548  0.716366  -0.000988151  -0.00237123  0.0030926  
IPS-CFR  0.00633133  0.00785997  0.508276  0.00817428  0.716305  0.00282703  -0.00237751  0.00174569  
BR  0.644742  0.635608  0.707205  0.701852  0.810694  0.612348  0.607127  0.560176  
