learner/env  CFR  CFR_EX+IN  A-CFR  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  IPS-CFR  
CFR  0.0298265  0.0303002  0.661073  0.0593099  0.574318  0.038587  0.0717223  0.0116678  
CFR_EX+IN  0.0275476  0.0300881  0.660894  0.0532985  0.57536  0.0370859  0.0698001  0.00987646  
A-CFR  0.0256334  0.0240812  0.669633  0.0677211  0.573448  0.00558543  0.0628005  0.00652756  
CFR_IN  0.00851283  0.0295513  0.65869  0.0489525  0.582336  0.0280021  0.046716  -0.00198614  
A-CFR_IN  -0.0273873  0.0286497  0.64562  0.056873  0.555793  -0.0202983  0.0441185  -0.00775942  
BPS-CFR  0.0282904  0.0353153  0.660567  0.0609126  0.573262  0.0360881  0.0682767  0.00171258  
TIPS-CFR  5.40847e-05  0.025622  0.647917  0.0430562  0.58061  0.0204156  0.0476479  0.0152855  
IPS-CFR  0.0293219  0.0311117  0.659471  0.0486506  0.57247  0.0331671  0.0662689  0.000773791  
BR  0.914164  0.882343  0.972155  0.905157  0.954048  0.843916  0.812343  0.775631  
