learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
BPS-CFR  0.0133939  -0.0613178  0.0033069  0.17892  2.08167e-17  0.107643  0.131637  0.186553  -0.0679015  -0.10956  0.34395  
TIPS-CFR  0.227359  0.443832  0.249789  -0.432041  0.0459611  5.55112e-17  0.556353  0.0249215  0.0800847  0.202913  -0.0617117  
CSPS-CFR  0.374827  0.437534  -0.128137  0.396083  0.326228  0.0678137  0  0.162675  0.0493463  0.180209  0.397791  
CFPS-CFR  0.381861  0.102875  0.164438  0.000761879  0.245081  -0.344098  0.311965  3.46945e-17  0.011702  0.211993  -0.0474566  
CFPS-CFR_EX+IN  0.0597977  0.0169844  0.04458  0.177464  0.0416765  0.144043  0.141748  0.19223  8.32667e-17  -0.0607459  0.361728  
TIPS-CFR_EX+IN  0.151178  0.0959679  0.0212244  0.178403  0.125408  0.216087  0.091556  0.210737  0.070381  5.55112e-17  0.377254  
BEHAV-CFR  0.198726  0.447654  0.103328  -0.435839  0.0886735  0.038361  0.559648  0.0116231  -0.00562018  0.222613  -4.60743e-15  
BR  0.788389  0.82331  0.867219  1  0.826831  0.908041  0.949619  0.851871  0.845395  0.874804  0.933887  
t = 8
CFR  -3.46945e-18  -0.0100052  0.251678  -0.443914  0.0197833  0.462524  0.0660741  0.373142  -0.0934434  -0.0379066  0.0134315  
CFR_EX+IN  0.03168  8.67362e-17  0.290273  -0.445235  0.0592803  0.434458  0.120918  0.406684  -0.0624228  0.0458503  0.0340419  
CFR_IN  0.296324  0.151566  1.11022e-16  -0.656509  0.301081  0.0337322  -0.120196  0.294361  -0.224462  -0.409225  0.191321  
A-CFR_IN  -0.159155  0.330674  -0.0155541  1.38778e-14  0.141493  -0.342657  0.268997  0.287125  -0.11912  -0.430576  0.019907  
BPS-CFR  -0.0352811  -0.0190895  0.326102  -0.441362  -6.93889e-18  0.415098  0.0676696  0.403225  -0.0941581  -0.0547341  0.0941924  
TIPS-CFR  0.221094  0.491441  0.116741  -0.339129  0.228619  -0.000339076  0.375115  0.00650317  0.0968939  -0.409714  -0.0188929  
CSPS-CFR  0.286235  0.604421  -0.295086  -0.0442893  0.22998  0.131203  5.55112e-17  0.520106  -0.242377  -0.35654  0.275572  
CFPS-CFR  0.307856  0.336023  0.0494512  -0.513379  0.313728  0.0528539  0.369426  -2.26208e-15  0.0261049  -0.536659  0.0244823  
CFPS-CFR_EX+IN  0.033786  0.0732082  0.370473  -0.44317  0.0635032  0.4053  0.127982  0.433259  1.249e-16  0.0549706  0.0810682  
TIPS-CFR_EX+IN  0.148024  0.156441  0.114069  -0.196579  0.1278  0.490461  0.184477  0.503256  0.0800623  5.55112e-17  0.109594  
BEHAV-CFR  0.221189  0.371506  -0.0232883  -0.228188  0.29821  0.027103  0.361284  -0.00687981  0.080495  -0.410373  -2.22045e-16  
BR  0.704084  0.702822  0.770777  1  0.748259  0.844433  0.875343  0.890424  0.746769  0.768651  0.936089  
t = 9
CFR  -1.21431e-17  -0.0656867  0.273887  0.00683092  -0.108159  0.278798  0.149332  0.121274  -0.0893044  -0.0716552  0.134585  
CFR_EX+IN  0.0156963  8.32667e-17  0.269107  -0.0469506  -0.0640397  0.275091  0.185983  0.1288  -0.00372657  0.00364792  0.202295  
CFR_IN  -0.0738365  -0.519109  -2.77556e-17  -0.360921  -0.419489  0.379321  -0.125678  -0.0166009  -0.277  -0.379179  0.325963  
A-CFR_IN  -0.175934  -0.121568  0.0772796  5.55112e-16  -0.256733  -0.077488  0.642831  0.339954  -0.636616  -0.889944  0.238348  
BPS-CFR  0.104757  -0.0611963  0.229722  0.068517  2.08167e-17  0.244923  0.148642  0.141187  -0.0985219  -0.105374  0.172011  
TIPS-CFR  0.160863  -0.476865  0.0873389  -0.457282  0.0222606  9.99201e-16  -0.388477  0.0444022  0.455  -0.137099  0.140682  
CSPS-CFR  0.145053  -0.155289  0.0590947  -0.724279  -0.0199121  0.18918  2.63123e-14  0.0982994  0.0454489  -0.12691  0.123077  
CFPS-CFR  -0.0925047  -0.156535  0.00438034  -0.402181  -0.441796  0.407572  -0.448252  8.32667e-16  -0.51797  -0.349523  0.188794  
CFPS-CFR_EX+IN  0.180908  0.0125341  0.205239  -0.0138919  0.0953751  0.22067  0.185006  0.137111  1.66533e-16  -0.0329521  0.21617  
TIPS-CFR_EX+IN  0.25718  0.071362  0.18809  0.141868  0.150096  0.240938  0.118808  0.183359  0.0444988  -2.77556e-17  0.290872  
BEHAV-CFR  0.158384  -0.158128  0.106472  0.410399  0.0159858  -0.0598492  -0.3869  0.124558  0.446996  -0.134386  3.19189e-16  
BR  0.628873  0.63492  0.70173  1  0.683072  0.926334  0.993964  0.855  0.673559  0.744723  0.918456  
t = 10
CFR  -1.38778e-17  -0.0996066  0.264906  0.635311  -0.00903194  0.0917555  0.19254  -0.00360873  -0.0839816  0.059851  0.303574  
CFR_EX+IN  0.0470132  2.77556e-17  0.280185  0.633801  0.0857494  0.112476  0.166349  0.0263985  0.0399559  0.123703  0.318154  
CFR_IN  -0.495118  0.168069  1.66533e-16  0.392725  -0.173888  0.165552  0.0167878  -0.0975964  0.7009  0.429314  0.420856  
A-CFR_IN  0.300853  -0.527873  0.174234  1.55431e-15  -0.600196  0.0426228  0.518167  0.306012  -0.620729  -0.287993  0.228199  
BPS-CFR  0.0160421  -0.162255  0.265303  0.58003  -2.77556e-17  0.00676622  0.202286  0.0954306  -0.0959626  -0.0627771  0.254681  
TIPS-CFR  -0.010094  0.282799  -0.110672  0.277483  0.311352  4.71845e-16  -0.357542  -0.00840812  0.56706  0.340179  0.36573  
CSPS-CFR  0.0857504  -0.551396  0.454987  0.048034  0.191937  -0.0415206  2.08167e-17  0.287697  0.643282  0.33772  -0.111977  
CFPS-CFR  -0.461341  -0.573057  -0.0985566  0.335549  -0.115555  -0.257122  -0.0155947  2.22045e-16  0.426203  0.397506  0.335889  
CFPS-CFR_EX+IN  0.0954759  -0.0382906  0.265732  0.572768  0.116758  -0.0314075  0.175114  0.149445  1.04083e-17  0.024825  0.282892  
TIPS-CFR_EX+IN  0.246442  0.129811  0.231109  0.56235  0.177936  -0.0245417  0.203858  0.267611  -0.0128085  3.46945e-17  0.317809  
BEHAV-CFR  0.00667463  0.247813  -0.0170572  0.0113226  0.405258  -0.00171115  -0.346427  0.0751332  0.755861  0.302228  1.88738e-15  
BR  0.646504  0.72617  0.72067  1  0.591931  0.976762  0.899842  0.788659  0.825748  0.74357  0.976696  
t = 11
CFR  -1.38778e-17  -0.144218  0.149533  0.737375  -0.0278879  0.351595  0.0186455  0.0589375  -0.056271  -0.0697067  0.247376  
CFR_EX+IN  0.0650465  4.188e-16  0.144531  0.746362  0.0668724  0.39059  0.0599812  0.0680982  -0.0115381  -0.00485832  0.182753  
CFR_IN  0.100432  0.772335  -8.32667e-17  0.623873  0.541714  0.0445809  0.234371  0.0753812  0.792643  0.379536  -0.0614651  
A-CFR_IN  0.285318  -0.396593  0.285854  3.88578e-15  -0.725775  -0.22389  0.0888365  0.102293  -0.235907  0.0814938  -0.538905  
BPS-CFR  0.0240465  -0.139382  0.158738  0.697387  -1.38778e-17  0.384732  0.0581428  0.0264645  -0.0394577  -0.083129  0.0503089  
TIPS-CFR  0.598239  0.718062  0.158063  0.487511  0.688128  4.57371e-08  -0.0626348  0.0978225  0.818316  0.195467  0.0971969  
CSPS-CFR  0.465291  0.256889  0.0894608  0.417075  0.562545  0.114949  5.55112e-17  0.138648  0.723274  0.474544  -0.273698  
CFPS-CFR  0.13061  0.364095  0.0817728  0.639498  0.565446  -0.0715372  0.270279  7.63278e-17  0.792643  0.466588  0.0491198  
CFPS-CFR_EX+IN  0.162234  0.00606427  0.145593  0.703314  0.145236  0.393498  0.0741776  0.0418044  7.41052e-17  -0.0190167  0.0282596  
TIPS-CFR_EX+IN  0.519289  0.404167  0.151223  0.714958  0.195611  0.205262  0.0572783  0.118485  0.125142  6.245e-17  0.0603553  
BEHAV-CFR  0.626048  0.521965  0.219067  0.263311  0.73939  -0.209492  0.0647864  0.168969  0.749543  0.370965  1.11022e-16  
BR  0.718108  0.874943  0.939275  1  0.760621  0.930014  0.972373  0.750783  0.849806  0.73618  0.913214  
t = 12
CFR  0  -0.0167562  0.0647654  0.848097  -0.00785304  0.237321  -0.175783  0.0574332  -0.134428  -0.130667  0.208539  
CFR_EX+IN  0.0736695  -3.22938e-17  0.0575422  0.854378  0.0219175  0.201743  -0.0464354  0.0534992  0.0354168  -0.0469343  0.22463  
CFR_IN  0.779463  0.774105  -1.38778e-16  0.825249  0.836921  -0.702617  -0.102724  0.15378  0.6818  0.106966  -0.370637  
