learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
t = 0
CFR  20.5779  20.609  20.6517  20.6463  20.5815  20.6531  20.7196  20.6531  20.6094  20.6095  20.6531  
CFR_EX+IN  20.5787  20.6111  20.6538  20.647  20.5824  20.655  20.7244  20.655  20.6111  20.6112  20.6551  
CFR_IN  20.5806  20.6183  20.6587  20.6508  20.5825  20.6587  20.723  20.6587  20.6183  20.6185  20.6587  
A-CFR_IN  20.5806  20.6119  20.6508  20.6429  20.5825  20.6508  20.697  20.6508  20.6119  20.6122  20.6508  
BPS-CFR  20.5779  20.609  20.6517  20.6463  20.5816  20.6531  20.7157  20.6531  20.6094  20.6095  20.6542  
TIPS-CFR  20.5806  20.6183  20.6587  20.6508  20.5825  20.6587  20.7162  20.6587  20.6183  20.6185  20.6587  
CSPS-CFR  20.5806  20.6183  20.6587  20.6508  20.5825  20.6587  20.7206  20.6587  20.6183  20.6185  20.6587  
CFPS-CFR  20.5806  20.6183  20.6587  20.6508  20.5825  20.6587  20.7162  20.6587  20.6183  20.6185  20.6587  
CFPS-CFR_EX+IN  20.5788  20.6111  20.6538  20.6469  20.5824  20.6551  20.7193  20.6551  20.6111  20.6112  20.6551  
TIPS-CFR_EX+IN  20.5781  20.6103  20.6534  20.6472  20.5816  20.6547  20.7175  20.6547  20.6111  20.6112  20.6548  
BEHAV-CFR  20.5806  20.6183  20.6587  20.6508  20.5825  20.6587  20.7099  20.6587  20.6183  20.6185  20.6587  
BR  20.586  20.7044  20.6587  20.6508  20.5878  20.6587  20.7391  20.6587  20.7044  20.7044  20.6587  
t = 13
CFR  20.5833  20.6783  20.6545  20.6466  20.5833  20.6546  20.7333  20.6547  20.6783  20.6784  20.6546  
CFR_EX+IN  20.5831  20.6915  20.6555  20.6472  20.5833  20.6555  20.735  20.6555  20.6915  20.6915  20.6555  
CFR_IN  20.5833  20.7301  20.6587  20.6508  20.5833  20.6587  20.7333  20.6587  20.7301  20.7303  20.6587  
A-CFR_IN  20.5833  20.7261  20.6508  20.6429  20.5833  20.6508  20.7174  20.6508  20.7261  20.7263  20.6508  
BPS-CFR  20.5833  20.6783  20.6545  20.6465  20.5833  20.6548  20.7333  20.6548  20.6783  20.6784  20.6548  
TIPS-CFR  20.5833  20.7301  20.6587  20.6508  20.5833  20.6587  20.7333  20.6587  20.7301  20.7303  20.6587  
CSPS-CFR  20.5833  20.7301  20.6587  20.6508  20.5833  20.6587  20.7333  20.6587  20.7301  20.7303  20.6587  
CFPS-CFR  20.5833  20.7301  20.6587  20.6508  20.5833  20.6587  20.7333  20.6587  20.7301  20.7303  20.6587  
CFPS-CFR_EX+IN  20.5832  20.6915  20.6556  20.6471  20.5833  20.6556  20.735  20.6556  20.6915  20.6915  20.6556  
TIPS-CFR_EX+IN  20.5823  20.6915  20.6553  20.6473  20.5833  20.6553  20.7352  20.6553  20.6915  20.6915  20.6553  
BEHAV-CFR  20.5833  20.7301  20.6587  20.6508  20.5833  20.6587  20.7313  20.6587  20.7301  20.7303  20.6587  
BR  20.5887  20.7446  20.6587  20.6508  20.5887  20.6587  20.7476  20.6587  20.7446  20.7446  20.6587  
t = 14
CFR  20.5833  20.7168  20.6552  20.6467  20.5833  20.6551  20.7408  20.6551  20.7168  20.7168  20.6551  
CFR_EX+IN  20.5833  20.7333  20.656  20.6473  20.5833  20.656  20.7427  20.656  20.7333  20.7333  20.656  
CFR_IN  20.5833  20.7655  20.6587  20.6508  20.5833  20.6587  20.7402  20.6587  20.7655  20.7655  20.6587  
A-CFR_IN  20.5833  20.7655  20.6508  20.6429  20.5833  20.6508  20.725  20.6508  20.7655  20.7655  20.6508  
BPS-CFR  20.5833  20.7168  20.6553  20.6466  20.5833  20.6553  20.7409  20.6553  20.7168  20.7168  20.6553  
TIPS-CFR  20.5833  20.7655  20.6587  20.6508  20.5833  20.6587  20.7402  20.6587  20.7655  20.7655  20.6587  
CSPS-CFR  20.5833  20.7655  20.6587  20.6508  20.5833  20.6587  20.7402  20.6587  20.7655  20.7655  20.6587  
CFPS-CFR  20.5833  20.7655  20.6587  20.6508  20.5833  20.6587  20.7402  20.6587  20.7655  20.7655  20.6587  
CFPS-CFR_EX+IN  20.5833  20.7333  20.6561  20.6473  20.5833  20.6561  20.7427  20.6561  20.7333  20.7333  20.656  
TIPS-CFR_EX+IN  20.5833  20.7333  20.6558  20.6475  20.5833  20.6557  20.7429  20.6557  20.7333  20.7333  20.6557  
BEHAV-CFR  20.5833  20.7655  20.6587  20.6508  20.5833  20.6587  20.7402  20.6587  20.7655  20.7655  20.6587  
BR  20.5887  20.7655  20.6587  20.6508  20.5887  20.6587  20.751  20.6587  20.7655  20.7655  20.6587  
t = 15
CFR  20.5833  20.7509  20.6557  20.6468  20.5833  20.6557  20.7494  20.6557  20.7509  20.751  20.6556  
CFR_EX+IN  20.5833  20.7668  20.6565  20.6475  20.5833  20.6565  20.7517  20.6565  20.7668  20.7668  20.6565  
CFR_IN  20.5833  20.7822  20.6587  20.6508  20.5833  20.6587  20.7488  20.6587  20.7822  20.7822  20.6587  
A-CFR_IN  20.5833  20.7822  20.6508  20.6429  20.5833  20.6508  20.732  20.6508  20.7822  20.7822  20.6508  
BPS-CFR  20.5833  20.7509  20.6559  20.6467  20.5833  20.6558  20.7494  20.6558  20.7509  20.751  20.6558  
TIPS-CFR  20.5833  20.7822  20.6587  20.6508  20.5833  20.6587  20.7488  20.6587  20.7822  20.7822  20.6587  
CSPS-CFR  20.5833  20.7822  20.6587  20.6508  20.5833  20.6587  20.7488  20.6587  20.7822  20.7822  20.6587  
CFPS-CFR  20.5833  20.7822  20.6587  20.6508  20.5833  20.6587  20.7488  20.6587  20.7822  20.7822  20.6587  
CFPS-CFR_EX+IN  20.5833  20.7668  20.6566  20.6474  20.5833  20.6566  20.7517  20.6566  20.7668  20.7668  20.6565  
TIPS-CFR_EX+IN  20.5833  20.7668  20.6562  20.6476  20.5833  20.6562  20.752  20.6562  20.7668  20.7668  20.6562  
BEHAV-CFR  20.5833  20.7822  20.6587  20.6508  20.5833  20.6587  20.7488  20.6587  20.7822  20.7822  20.6587  
BR  20.5887  20.7822  20.6587  20.6508  20.5887  20.6587  20.7554  20.6587  20.7822  20.7822  20.6587  
t = 16
CFR  20.5833  20.7894  20.6563  20.6469  20.5833  20.6563  20.7532  20.6563  20.7894  20.7894  20.6562  
CFR_EX+IN  20.5833  20.7976  20.657  20.6476  20.5833  20.657  20.756  20.657  20.7976  20.7976  20.657  
CFR_IN  20.5833  20.7976  20.6587  20.6508  20.5833  20.6587  20.7546  20.6587  20.7976  20.7976  20.6587  
A-CFR_IN  20.5833  20.7976  20.6508  20.6429  20.5833  20.6508  20.7368  20.6508  20.7976  20.7976  20.6508  
BPS-CFR  20.5833  20.7894  20.6565  20.6468  20.5833  20.6564  20.7532  20.6564  20.7894  20.7894  20.6564  
TIPS-CFR  20.5833  20.7976  20.6587  20.6508  20.5833  20.6587  20.7546  20.6587  20.7976  20.7976  20.6587  
CSPS-CFR  20.5833  20.7976  20.6587  20.6508  20.5833  20.6587  20.7546  20.6587  20.7976  20.7976  20.6587  
CFPS-CFR  20.5833  20.7976  20.6587  20.6508  20.5833  20.6587  20.7546  20.6587  20.7976  20.7976  20.6587  
CFPS-CFR_EX+IN  20.5833  20.7976  20.6571  20.6476  20.5833  20.6571  20.756  20.6571  20.7976  20.7976  20.6571  
TIPS-CFR_EX+IN  20.5833  20.7976  20.6567  20.6478  20.5833  20.6567  20.7564  20.6567  20.7976  20.7976  20.6567  
BEHAV-CFR  20.5833  20.7976  20.6587  20.6508  20.5833  20.6587  20.7546  20.6587  20.7976  20.7976  20.6587  
BR  20.5887  20.7976  20.6587  20.6508  20.5887  20.6587  20.7583  20.6587  20.7976  20.7976  20.6587  
t = 17
CFR  20.5833  20.7976  20.6567  20.647  20.5833  20.6567  20.755  20.6567  20.7976  20.7976  20.6567  
CFR_EX+IN  20.5833  20.7976  20.6575  20.6478  20.5833  20.6575  20.7576  20.6575  20.7976  20.7976  20.6575  
CFR_IN  20.5833  20.7976  20.6587  20.6508  20.5833  20.6587  20.7554  20.6587  20.7976  20.7976  20.6587  
